"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Benfica","4-3-3",4,4.4,"Kerem Aktürkoğlu · 13&rsquor; Ángel Di María (P) · 52&rsquor; Alexander Bah · 75&rsquor; Orkun Kökçü (P) · 84&rsquor;","1","0","Atlético Madrid","3-4-3",0,0.2,"","4","0","Atlético Madrid","Away",990,0,0,0,0,4,0,4,0,654,14,3,15,0.2,0.2,0.2,6,0,480,565,85,27,485,24,11,3
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Dinamo Zagreb","3-4-3",2,1,"Petar Sucic · 45+3&rsquor; Martin Baturina · 66&rsquor;","5","0","Monaco","4-2-3-1",2,1.9,"Mohammed Salisu · 74&rsquor; Denis Zakaria (P) · 89&rsquor;","2","0","Dinamo Zagreb","Home",990,2,2,0,0,7,3,5,0,484,14,11,17,1,1,1,12,4,251,358,70.1,28,184,15,25,16
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Dinamo Zagreb","3-4-3",2,1,"Petar Sucic · 45+3&rsquor; Martin Baturina · 66&rsquor;","5","0","Monaco","4-2-3-1",2,1.9,"Mohammed Salisu · 74&rsquor; Denis Zakaria (P) · 89&rsquor;","2","0","Monaco","Away",990,2,1,1,1,8,3,2,0,681,17,12,15,2.1,1.3,0.4,13,4,453,568,79.8,58,320,22,17,5
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","RB Leipzig","4-4-2",2,3.3,"Benjamin Šeško · 30&rsquor; Benjamin Šeško (P) · 65&rsquor;","1","0","Juventus","4-2-3-1",3,1.2,"Dušan Vlahović · 50&rsquor; Michele Di Gregorio · 59&rsquor; Dušan Vlahović · 68&rsquor; Francisco Conceição · 82&rsquor;","2","1","RB Leipzig","Home",990,2,1,1,1,23,6,1,0,541,18,4,11,3.4,2.6,2.2,36,3,359,431,83.3,36,354,15,19,7
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","RB Leipzig","4-4-2",2,3.3,"Benjamin Šeško · 30&rsquor; Benjamin Šeško (P) · 65&rsquor;","1","0","Juventus","4-2-3-1",3,1.2,"Dušan Vlahović · 50&rsquor; Michele Di Gregorio · 59&rsquor; Dušan Vlahović · 68&rsquor; Francisco Conceição · 82&rsquor;","2","1","Juventus","Away",958,3,3,0,0,16,5,2,1,648,20,14,14,1.2,1.2,1,27,5,464,521,89.1,41,438,23,22,12
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Sturm Graz","4-2-2-2",0,0.4,"","5","0","Club Brugge","4-1-4-1",1,0.7,"Christos Tzolis · 23&rsquor;","1","0","Sturm Graz","Home",990,0,0,0,0,8,1,5,0,540,13,8,6,0.4,0.4,0.3,13,0,347,444,78.2,22,329,5,13,4
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Sturm Graz","4-2-2-2",0,0.4,"","5","0","Club Brugge","4-1-4-1",1,0.7,"Christos Tzolis · 23&rsquor;","1","0","Club Brugge","Away",990,1,1,0,0,13,4,1,0,796,17,7,8,0.7,0.7,0.7,23,2,612,696,87.9,50,348,17,12,4
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Lille","4-2-3-1",1,1.1,"Jonathan David (P) · 45+2&rsquor;","2","0","Real Madrid","4-4-2",0,2,"","5","0","Lille","Home",990,1,0,1,1,6,2,2,0,585,11,9,12,1.2,0.4,0.2,9,1,390,472,82.6,28,420,17,24,11
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Lille","4-2-3-1",1,1.1,"Jonathan David (P) · 45+2&rsquor;","2","0","Real Madrid","4-4-2",0,2,"","5","0","Real Madrid","Away",990,0,0,0,0,12,5,5,0,748,27,11,9,2.5,2.5,1.6,21,0,550,640,85.9,46,580,14,11,8
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Monaco","4-2-3-1",5,3.3,"Takumi Minamino · 20&rsquor; Breel Embolo · 45+4&rsquor; Wilfried Singo · 54&rsquor; Takumi Minamino · 70&rsquor; Maghnes Akliouche · 90+6&rsquor;","1","0","Red Star","5-3-2",1,1,"Cherif Ndiaye (P) · 27&rsquor;","1","0","Monaco","Home",990,5,4,0,0,27,8,1,0,726,16,6,7,3.3,3.3,3,49,10,527,611,86.3,65,375,25,15,7
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Monaco","4-2-3-1",5,3.3,"Takumi Minamino · 20&rsquor; Breel Embolo · 45+4&rsquor; Wilfried Singo · 54&rsquor; Takumi Minamino · 70&rsquor; Maghnes Akliouche · 90+6&rsquor;","1","0","Red Star","5-3-2",1,1,"Cherif Ndiaye (P) · 27&rsquor;","1","0","Red Star","Away",990,1,0,1,1,4,1,1,0,387,16,11,14,1,0.2,0.1,8,2,170,259,65.6,17,126,5,15,6
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Milan","4-3-3",3,1.2,"Christian Pulisic · 34&rsquor; Tijjani Reijnders · 61&rsquor; Tijjani Reijnders · 71&rsquor;","4","0","Club Brugge","4-4-1-1",1,0.6,"Raphael Onyedika · 40&rsquor; Kyriani Sabbe · 51&rsquor;","3","1","Milan","Home",990,3,2,0,0,15,5,4,0,777,8,6,6,1.2,1.2,1.2,27,5,653,695,94,52,571,29,31,20
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Milan","4-3-3",3,1.2,"Christian Pulisic · 34&rsquor; Tijjani Reijnders · 61&rsquor; Tijjani Reijnders · 71&rsquor;","4","0","Club Brugge","4-4-1-1",1,0.6,"Raphael Onyedika · 40&rsquor; Kyriani Sabbe · 51&rsquor;","3","1","Club Brugge","Away",939,1,1,0,0,9,5,3,1,505,17,13,7,0.6,0.6,0.4,15,2,373,434,85.9,21,277,9,6,2
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Arsenal","4-4-2",1,1.8,"Dmytro Riznyk (OG) · 29&rsquor;","2","0","Shakhtar Donetsk","4-2-3-1",0,0.7,"","1","0","Arsenal","Home",990,0,0,0,1,12,4,2,0,719,12,9,9,1.8,1,1,25,0,559,636,87.9,41,351,16,13,10
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Arsenal","4-4-2",1,1.8,"Dmytro Riznyk (OG) · 29&rsquor;","2","0","Shakhtar Donetsk","4-2-3-1",0,0.7,"","1","0","Shakhtar Donetsk","Away",990,0,0,0,0,9,1,1,0,591,7,14,7,0.7,0.7,0.5,14,0,431,503,85.7,27,355,12,14,10
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Aston Villa","4-2-3-1",2,1.2,"John McGinn · 55&rsquor; Jáder Durán · 64&rsquor;","1","0","Bologna","4-3-3",0,0.9,"","4","0","Aston Villa","Home",990,2,1,0,0,16,6,1,0,575,13,4,12,1.2,1.2,1.1,30,4,408,479,85.2,38,264,19,21,12
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Aston Villa","4-2-3-1",2,1.2,"John McGinn · 55&rsquor; Jáder Durán · 64&rsquor;","1","0","Bologna","4-3-3",0,0.9,"","4","0","Bologna","Away",990,0,0,0,0,12,4,4,0,521,24,8,11,0.9,0.9,0.7,20,0,338,417,81.1,29,356,15,14,7
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Sturm Graz","4-4-1-1",0,0.7,"","2","0","Sporting CP","3-4-3",2,1.4,"Nuno Santos · 23&rsquor; Viktor Gyökeres · 53&rsquor;","0","0","Sturm Graz","Home",990,0,0,0,0,11,5,2,0,513,14,11,13,0.8,0.8,0.4,19,0,326,409,79.7,36,322,14,16,6
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Sturm Graz","4-4-1-1",0,0.7,"","2","0","Sporting CP","3-4-3",2,1.4,"Nuno Santos · 23&rsquor; Viktor Gyökeres · 53&rsquor;","0","0","Sporting CP","Away",990,2,2,0,0,15,5,0,0,709,16,5,7,1.4,1.4,1.4,24,3,518,606,85.5,42,354,16,16,10
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Juventus","4-3-3",0,0.2,"Danilo · 84&rsquor;","3","1","Stuttgart","4-2-3-1",1,2.5,"El Bilal Touré · 90+2&rsquor;","2","0","Juventus","Home",983,0,0,0,0,7,1,2,1,571,16,5,9,0.3,0.3,0.1,12,0,393,462,85.1,28,324,22,28,14
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Juventus","4-3-3",0,0.2,"Danilo · 84&rsquor;","3","1","Stuttgart","4-2-3-1",1,2.5,"El Bilal Touré · 90+2&rsquor;","2","0","Stuttgart","Away",990,1,1,0,1,21,9,2,0,583,24,9,8,2.5,1.7,1.6,38,2,399,468,85.3,35,383,13,22,11
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Real Madrid","4-3-3",5,3.5,"Antonio Rüdiger · 60&rsquor; Vinicius Júnior · 62&rsquor; Lucas Vázquez · 83&rsquor; Vinicius Júnior · 86&rsquor; Vinicius Júnior · 90+3&rsquor;","1","0","Dortmund","4-2-3-1",2,1.6,"Donyell Malen · 30&rsquor; Jamie Gittens · 34&rsquor;","0","0","Real Madrid","Home",990,5,2,0,0,26,10,1,0,667,7,8,5,3.6,3.6,1.5,41,5,496,565,87.8,50,441,29,32,13
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Real Madrid","4-3-3",5,3.5,"Antonio Rüdiger · 60&rsquor; Vinicius Júnior · 62&rsquor; Lucas Vázquez · 83&rsquor; Vinicius Júnior · 86&rsquor; Vinicius Júnior · 90+3&rsquor;","1","0","Dortmund","4-2-3-1",2,1.6,"Donyell Malen · 30&rsquor; Jamie Gittens · 34&rsquor;","0","0","Dortmund","Away",990,2,2,0,0,8,7,0,0,632,23,9,12,1.6,1.6,1.6,16,4,459,524,87.6,35,386,14,13,7
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Girona","3-4-3",2,1.7,"Miguel Gutiérrez · 42&rsquor; Juanpe · 73&rsquor;","1","0","Slovan Bratislava","3-4-3",0,0.5,"","3","0","Girona","Home",990,2,1,0,1,14,6,1,0,693,14,10,8,1.7,0.9,0.8,29,4,529,604,87.6,53,481,30,16,8
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Girona","3-4-3",2,1.7,"Miguel Gutiérrez · 42&rsquor; Juanpe · 73&rsquor;","1","0","Slovan Bratislava","3-4-3",0,0.5,"","3","0","Slovan Bratislava","Away",990,0,0,0,0,6,2,3,0,456,17,13,14,0.5,0.5,0.2,10,0,267,343,77.8,20,188,11,15,8
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Paris Saint-Germain","4-3-3",1,2.5,"Achraf Hakimi · 55&rsquor;","1","0","PSV Eindhoven","4-2-3-1",1,0.2,"Noa Lang · 34&rsquor;","5","0","Paris Saint-Germain","Home",990,1,1,0,0,26,8,1,0,761,18,13,5,2.6,2.6,1.8,45,2,543,642,84.6,71,407,43,26,10
"UEFA Champions League","2024-10-22","UEFA Champions League (League phase)","Paris Saint-Germain","4-3-3",1,2.5,"Achraf Hakimi · 55&rsquor;","1","0","PSV Eindhoven","4-2-3-1",1,0.2,"Noa Lang · 34&rsquor;","5","0","PSV Eindhoven","Away",990,1,1,0,0,8,3,5,0,548,21,12,19,0.2,0.2,0.2,16,2,331,419,79,31,256,11,19,11
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Brest","4-3-3",1,0.5,"Pierre Lees-Melou · 39&rsquor;","2","0","Bayer Leverkusen","4-2-3-1",1,1,"Florian Wirtz · 24&rsquor;","4","0","Brest","Home",990,1,0,0,0,11,3,2,0,574,12,14,8,0.5,0.5,0.3,21,2,397,483,82.2,21,249,15,16,10
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Brest","4-3-3",1,0.5,"Pierre Lees-Melou · 39&rsquor;","2","0","Bayer Leverkusen","4-2-3-1",1,1,"Florian Wirtz · 24&rsquor;","4","0","Bayer Leverkusen","Away",990,1,1,0,0,8,3,4,0,768,14,12,7,1,1,1,15,1,595,684,87,50,471,7,16,9
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Atalanta","3-4-1-2",0,2.4,"","0","0","Celtic","4-3-3",0,0.3,"","1","0","Atalanta","Home",990,0,0,0,0,22,6,0,0,792,17,5,2,2.4,2.4,2,41,0,589,709,83.1,80,591,34,23,13
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Atalanta","3-4-1-2",0,2.4,"","0","0","Celtic","4-3-3",0,0.3,"","1","0","Celtic","Away",990,0,0,0,0,4,2,1,0,501,20,6,15,0.3,0.3,0.3,8,0,281,360,78.1,25,236,9,16,6
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Benfica","4-3-3",1,1.7,"Kerem Aktürkoğlu · 66&rsquor;","2","0","Feyenoord","4-3-3",3,1,"Ayase Ueda · 12&rsquor; Antoni Milambo · 33&rsquor; Antoni Milambo · 90+2&rsquor;","1","0","Benfica","Home",990,1,0,0,0,16,8,2,0,691,24,8,9,1.7,1.7,0.7,25,1,495,592,83.6,42,478,19,10,3
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Benfica","4-3-3",1,1.7,"Kerem Aktürkoğlu · 66&rsquor;","2","0","Feyenoord","4-3-3",3,1,"Ayase Ueda · 12&rsquor; Antoni Milambo · 33&rsquor; Antoni Milambo · 90+2&rsquor;","1","0","Feyenoord","Away",990,3,3,0,0,14,6,1,0,465,17,10,12,1,1,1,25,6,277,349,79.4,22,219,21,30,16
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Manchester City","4-1-4-1",5,2.9,"Phil Foden · 3&rsquor; Erling Haaland · 58&rsquor; John Stones · 64&rsquor; Erling Haaland · 68&rsquor; Matheus Nunes (P) · 88&rsquor;","1","0","Sparta Prague","3-4-3",0,0.2,"","1","0","Manchester City","Home",990,5,4,1,1,21,9,1,0,890,9,4,7,2.9,2.1,1.8,39,10,740,816,90.7,75,647,46,24,16
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Manchester City","4-1-4-1",5,2.9,"Phil Foden · 3&rsquor; Erling Haaland · 58&rsquor; John Stones · 64&rsquor; Erling Haaland · 68&rsquor; Matheus Nunes (P) · 88&rsquor;","1","0","Sparta Prague","3-4-3",0,0.2,"","1","0","Sparta Prague","Away",990,0,0,0,0,5,1,1,0,326,17,4,19,0.2,0.2,0.2,7,0,153,212,72.2,10,172,8,12,5
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Red Bull Salzburg","4-3-3",0,1.2,"Alexander Schlager · 66&rsquor;","3","1","Dinamo Zagreb","3-5-1-1",2,1.6,"Sandro Kulenović · 49&rsquor; Bruno Petković · 84&rsquor;","1","0","Red Bull Salzburg","Home",965,0,0,0,0,11,2,3,1,615,13,7,15,1.3,1.3,0.5,16,0,414,497,83.3,46,443,23,22,9
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Red Bull Salzburg","4-3-3",0,1.2,"Alexander Schlager · 66&rsquor;","3","1","Dinamo Zagreb","3-5-1-1",2,1.6,"Sandro Kulenović · 49&rsquor; Bruno Petković · 84&rsquor;","1","0","Dinamo Zagreb","Away",990,2,2,0,0,18,5,1,0,639,21,9,8,1.7,1.7,1.1,32,4,428,519,82.5,34,449,18,17,9
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Young Boys","4-2-3-1",0,0.8,"","4","0","Internazionale","3-5-2",1,3.3,"Marcus Thuram · 90+3&rsquor;","1","0","Young Boys","Home",990,0,0,0,0,20,2,4,0,522,14,7,8,0.8,0.8,0.4,33,0,323,413,78.2,40,254,20,18,10
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Young Boys","4-2-3-1",0,0.8,"","4","0","Internazionale","3-5-2",1,3.3,"Marcus Thuram · 90+3&rsquor;","1","0","Internazionale","Away",990,1,1,0,1,18,5,1,0,694,13,13,15,3.6,2.5,2,32,2,492,573,85.9,40,443,20,20,12
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Barcelona","4-2-3-1",4,2.2,"Raphinha · 1&rsquor; Robert Lewandowski · 36&rsquor; Raphinha · 45&rsquor; Raphinha · 56&rsquor;","0","0","Bayern Munich","4-2-3-1",1,1,"Harry Kane · 18&rsquor;","2","0","Barcelona","Home",990,4,4,0,0,12,4,0,0,514,16,6,20,2.2,2.2,2,21,8,325,401,81,17,246,14,26,15
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Barcelona","4-2-3-1",4,2.2,"Raphinha · 1&rsquor; Robert Lewandowski · 36&rsquor; Raphinha · 45&rsquor; Raphinha · 56&rsquor;","0","0","Bayern Munich","4-2-3-1",1,1,"Harry Kane · 18&rsquor;","2","0","Bayern Munich","Away",990,1,1,0,0,11,3,2,0,721,24,8,17,1,1,0.9,19,2,524,610,85.9,45,411,17,21,11
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Atlético Madrid","4-3-3",1,2.3,"Julián Álvarez · 8&rsquor;","3","0","Lille","3-4-3",3,1.3,"Edon Zhegrova · 61&rsquor; Jonathan David (P) · 74&rsquor; Jonathan David · 89&rsquor;","2","0","Atlético Madrid","Home",990,1,0,0,0,11,5,3,0,697,14,9,9,2.3,2.3,1.8,20,0,503,599,84,43,520,19,15,9
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","Atlético Madrid","4-3-3",1,2.3,"Julián Álvarez · 8&rsquor;","3","0","Lille","3-4-3",3,1.3,"Edon Zhegrova · 61&rsquor; Jonathan David (P) · 74&rsquor; Jonathan David · 89&rsquor;","2","0","Lille","Away",990,3,2,1,1,7,2,2,0,470,16,8,9,1.3,0.5,0.4,13,5,278,380,73.2,17,301,12,17,9
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","RB Leipzig","4-4-2",0,0.8,"","2","0","Liverpool","4-3-3",1,2.3,"Darwin Núñez · 27&rsquor;","1","0","RB Leipzig","Home",990,0,0,0,0,13,6,2,0,589,14,9,11,0.9,0.9,0.6,20,0,389,479,81.2,26,376,13,18,8
"UEFA Champions League","2024-10-23","UEFA Champions League (League phase)","RB Leipzig","4-4-2",0,0.8,"","2","0","Liverpool","4-3-3",1,2.3,"Darwin Núñez · 27&rsquor;","1","0","Liverpool","Away",990,1,1,0,0,17,7,1,0,727,14,15,8,2.4,2.4,1.9,30,1,541,634,85.3,56,434,20,14,7
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Slovan Bratislava","4-2-3-1",1,1.7,"Dávid Strelec · 5&rsquor;","2","0","Dinamo Zagreb","4-3-3",4,1.5,"Dario Špikić · 10&rsquor; Petar Sucic · 30&rsquor; Sandro Kulenović · 54&rsquor; Sandro Kulenović · 72&rsquor;","2","0","Slovan Bratislava","Home",990,1,0,0,0,19,5,2,0,644,15,3,7,1.9,1.9,0.9,31,1,457,551,82.9,41,445,21,19,6
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Slovan Bratislava","4-2-3-1",1,1.7,"Dávid Strelec · 5&rsquor;","2","0","Dinamo Zagreb","4-3-3",4,1.5,"Dario Špikić · 10&rsquor; Petar Sucic · 30&rsquor; Sandro Kulenović · 54&rsquor; Sandro Kulenović · 72&rsquor;","2","0","Dinamo Zagreb","Away",990,4,3,0,0,13,5,2,0,508,20,16,13,1.5,1.5,0.8,25,8,308,377,81.7,35,282,22,22,12
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","PSV Eindhoven","4-3-3",4,2,"Ryan Flamingo · 16&rsquor; Malik Tillman · 33&rsquor; Johan Bakayoko · 83&rsquor; Ladislav Krejčí (OG) · 88&rsquor;","4","0","Girona","4-2-2-2",0,0.8,"Arnau Martinez · 55&rsquor;","6","1","PSV Eindhoven","Home",990,3,3,0,0,25,12,4,0,710,17,12,9,2,2,1.1,45,6,531,605,87.8,48,431,21,16,7
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","PSV Eindhoven","4-3-3",4,2,"Ryan Flamingo · 16&rsquor; Malik Tillman · 33&rsquor; Johan Bakayoko · 83&rsquor; Ladislav Krejčí (OG) · 88&rsquor;","4","0","Girona","4-2-2-2",0,0.8,"Arnau Martinez · 55&rsquor;","6","1","Girona","Away",954,0,0,0,0,7,3,5,1,477,10,10,9,0.8,0.8,0.7,13,0,306,376,81.4,19,278,4,20,11
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Sporting CP","3-4-3",4,2.9,"Viktor Gyökeres · 38&rsquor; Maximiliano Araújo · 46&rsquor; Viktor Gyökeres (P) · 49&rsquor; Viktor Gyökeres (P) · 81&rsquor;","3","0","Manchester City","4-1-4-1",1,2.1,"Phil Foden · 4&rsquor;","3","0","Sporting CP","Home",990,4,2,2,2,7,4,3,0,350,20,6,15,2.9,1.4,1.4,17,8,197,245,80.4,11,192,12,9,2
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Sporting CP","3-4-3",4,2.9,"Viktor Gyökeres · 38&rsquor; Maximiliano Araújo · 46&rsquor; Viktor Gyökeres (P) · 49&rsquor; Viktor Gyökeres (P) · 81&rsquor;","3","0","Manchester City","4-1-4-1",1,2.1,"Phil Foden · 4&rsquor;","3","0","Manchester City","Away",990,1,0,0,1,19,5,3,0,718,14,6,6,2.2,1.4,1,33,1,572,636,89.9,77,457,34,24,10
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Liverpool","4-3-3",4,3.7,"Luis Díaz · 61&rsquor; Cody Gakpo · 63&rsquor; Luis Díaz · 83&rsquor; Luis Díaz · 90+2&rsquor;","0","0","Bayer Leverkusen","3-5-2",0,0.9,"","2","0","Liverpool","Home",990,4,3,0,0,22,8,0,0,610,11,10,13,3.8,3.8,2.8,38,7,434,504,86.1,53,447,21,13,5
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Liverpool","4-3-3",4,3.7,"Luis Díaz · 61&rsquor; Cody Gakpo · 63&rsquor; Luis Díaz · 83&rsquor; Luis Díaz · 90+2&rsquor;","0","0","Bayer Leverkusen","3-5-2",0,0.9,"","2","0","Bayer Leverkusen","Away",990,0,0,0,0,12,4,2,0,655,14,7,14,0.9,0.9,0.8,21,0,475,563,84.4,36,272,19,10,3
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Celtic","4-3-3",3,1.8,"Nicolas-Gerrit Kühn · 35&rsquor; Nicolas-Gerrit Kühn · 45+1&rsquor; Reo Hatate · 72&rsquor;","0","0","RB Leipzig","4-4-2",1,1.3,"Christoph Baumgartner · 23&rsquor;","1","0","Celtic","Home",990,3,2,0,0,17,5,0,0,786,22,5,8,1.8,1.8,1.4,34,6,610,683,89.3,40,486,17,16,11
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Celtic","4-3-3",3,1.8,"Nicolas-Gerrit Kühn · 35&rsquor; Nicolas-Gerrit Kühn · 45+1&rsquor; Reo Hatate · 72&rsquor;","0","0","RB Leipzig","4-4-2",1,1.3,"Christoph Baumgartner · 23&rsquor;","1","0","RB Leipzig","Away",990,1,0,0,0,10,3,1,0,554,14,9,9,1.3,1.3,0.7,15,1,379,449,84.4,25,350,9,16,3
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Bologna","4-2-3-1",0,0.5,"","3","0","Monaco","4-2-3-1",1,0.9,"Thilo Kehrer · 86&rsquor;","2","0","Bologna","Home",990,0,0,0,0,7,2,3,0,528,28,13,13,0.5,0.5,0.3,13,0,279,405,68.9,27,244,10,12,9
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Bologna","4-2-3-1",0,0.5,"","3","0","Monaco","4-2-3-1",1,0.9,"Thilo Kehrer · 86&rsquor;","2","0","Monaco","Away",990,1,1,0,0,10,4,2,0,600,18,17,12,1,1,0.8,16,1,346,465,74.4,27,220,14,25,11
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Real Madrid","4-4-2",1,2.6,"Vinicius Júnior (P) · 23&rsquor;","4","0","Milan","4-2-3-1",3,2.5,"Malick Thiaw · 12&rsquor; Álvaro Morata · 39&rsquor; Tijjani Reijnders · 73&rsquor;","2","0","Real Madrid","Home",990,1,0,1,1,22,9,4,0,646,20,5,8,2.7,1.9,1.8,43,2,499,559,89.3,58,452,24,19,12
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Real Madrid","4-4-2",1,2.6,"Vinicius Júnior (P) · 23&rsquor;","4","0","Milan","4-2-3-1",3,2.5,"Malick Thiaw · 12&rsquor; Álvaro Morata · 39&rsquor; Tijjani Reijnders · 73&rsquor;","2","0","Milan","Away",990,3,2,0,0,14,9,2,0,526,13,2,6,2.5,2.5,1.7,27,5,376,430,87.4,25,355,19,20,8
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Lille","4-2-3-1",1,0.8,"Jonathan David · 27&rsquor;","1","0","Juventus","4-2-3-1",1,1.4,"Dušan Vlahović (P) · 60&rsquor;","1","0","Lille","Home",990,1,1,0,0,6,3,1,0,474,9,13,17,0.8,0.8,0.7,11,2,286,358,79.9,22,303,12,18,11
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Lille","4-2-3-1",1,0.8,"Jonathan David · 27&rsquor;","1","0","Juventus","4-2-3-1",1,1.4,"Dušan Vlahović (P) · 60&rsquor;","1","0","Juventus","Away",990,1,0,1,1,10,2,1,0,782,17,5,8,1.5,0.7,0.6,20,2,593,683,86.8,53,619,36,16,10
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Dortmund","4-3-3",1,2,"Donyell Malen · 85&rsquor;","1","0","Sturm Graz","4-2-2-2",0,0.4,"","0","0","Dortmund","Home",990,1,1,0,0,21,7,1,0,771,16,8,6,2,2,1.8,38,2,571,678,84.2,56,472,18,15,9
"UEFA Champions League","2024-11-05","UEFA Champions League (League phase)","Dortmund","4-3-3",1,2,"Donyell Malen · 85&rsquor;","1","0","Sturm Graz","4-2-2-2",0,0.4,"","0","0","Sturm Graz","Away",990,0,0,0,0,7,1,0,0,462,15,8,8,0.4,0.4,0.4,12,0,262,346,75.7,24,235,6,14,8
"UEFA Champions League","2024-11-06","UEFA Champions League (League phase)","Club Brugge","4-2-3-1",1,1.4,"Hans Vanaken (P) · 52&rsquor;","2","0","Aston Villa","4-2-3-1",0,0.4,"","4","0","Club Brugge","Home",990,1,0,1,1,12,6,2,0,549,18,9,11,1.4,0.6,0.5,23,0,378,457,82.7,29,305,11,8,4
"UEFA Champions League","2024-11-06","UEFA Champions League (League phase)","Club Brugge","4-2-3-1",1,1.4,"Hans Vanaken (P) · 52&rsquor;","2","0","Aston Villa","4-2-3-1",0,0.4,"","4","0","Aston Villa","Away",990,0,0,0,0,8,1,4,0,658,9,3,11,0.4,0.4,0.4,14,0,507,575,88.2,40,403,9,14,6
"UEFA Champions League","2024-11-06","UEFA Champions League (League phase)","Shakhtar Donetsk","4-2-3-1",2,2,"Oleksandr Zubkov · 31&rsquor; Heorhiy Sudakov · 41&rsquor;","1","0","Young Boys","4-2-3-1",1,1,"Kastriot Imeri · 27&rsquor;","3","0","Shakhtar Donetsk","Home",990,2,2,0,0,17,6,1,0,557,16,5,6,2,2,1.7,26,4,361,460,78.5,31,272,17,21,15
