"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Red Star","4-2-3-1",1,1,"Milson · 86&rsquor;","2","0","Benfica","4-2-3-1",2,1.3,"Kerem Aktürkoğlu · 9&rsquor; Orkun Kökçü · 29&rsquor;","3","0","Red Star","Home",990,1,1,0,0,15,3,2,0,606,12,9,12,1,1,0.9,28,2,409,510,80.2,53,378,23,26,16
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Red Star","4-2-3-1",1,1,"Milson · 86&rsquor;","2","0","Benfica","4-2-3-1",2,1.3,"Kerem Aktürkoğlu · 9&rsquor; Orkun Kökçü · 29&rsquor;","3","0","Benfica","Away",990,2,0,0,0,10,3,3,0,534,18,11,16,1.3,1.3,0.3,19,4,318,411,77.4,32,327,21,17,8
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Feyenoord","4-3-3",0,0.8,"","1","0","Bayer Leverkusen","3-4-3",4,1.7,"Florian Wirtz · 5&rsquor; Álex Grimaldo · 30&rsquor; Florian Wirtz · 36&rsquor; Timon Wellenreuther (OG) · 44&rsquor;","0","0","Feyenoord","Home",990,0,0,0,0,12,3,1,0,652,18,3,8,0.8,0.8,0.6,19,0,481,561,85.7,40,395,15,18,8
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Feyenoord","4-3-3",0,0.8,"","1","0","Bayer Leverkusen","3-4-3",4,1.7,"Florian Wirtz · 5&rsquor; Álex Grimaldo · 30&rsquor; Florian Wirtz · 36&rsquor; Timon Wellenreuther (OG) · 44&rsquor;","0","0","Bayer Leverkusen","Away",990,3,2,0,0,11,4,0,0,651,24,12,8,1.7,1.7,1.1,18,5,471,538,87.5,26,400,17,17,10
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Monaco","4-2-3-1",2,1.3,"Maghnes Akliouche · 16&rsquor; George Ilenikhena · 71&rsquor;","4","0","Barcelona","4-2-3-1",1,0.4,"Eric García · 10&rsquor; Lamine Yamal · 28&rsquor;","3","1","Monaco","Home",990,2,2,0,0,18,8,4,0,564,13,7,6,1.3,1.3,1,31,3,388,479,81,49,255,14,17,9
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Monaco","4-2-3-1",2,1.3,"Maghnes Akliouche · 16&rsquor; George Ilenikhena · 71&rsquor;","4","0","Barcelona","4-2-3-1",1,0.4,"Eric García · 10&rsquor; Lamine Yamal · 28&rsquor;","3","1","Barcelona","Away",909,1,1,0,0,4,1,3,1,469,12,4,9,0.4,0.4,0.4,8,2,300,378,79.4,35,237,10,14,4
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Atalanta","3-4-3",0,1.2,"","1","0","Arsenal","4-3-3",0,0.8,"","0","0","Atalanta","Home",990,0,0,0,1,7,1,1,0,609,14,4,6,1.2,0.3,0.3,12,0,442,537,82.3,40,446,13,10,4
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Atalanta","3-4-3",0,1.2,"","1","0","Arsenal","4-3-3",0,0.8,"","0","0","Arsenal","Away",990,0,0,0,0,6,2,0,0,552,10,6,8,0.8,0.8,0.7,10,0,383,465,82.4,18,278,2,10,3
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Brest","4-3-3",2,2.1,"Hugo Magnetti · 23&rsquor; Abdallah Sima · 56&rsquor;","3","0","Sturm Graz","4-1-2-1-2",1,0.5,"Edimilson Fernandes (OG) · 45+1&rsquor; Dimitri Lavalée · 88&rsquor;","7","1","Brest","Home",990,2,1,0,0,14,5,3,0,511,11,6,4,2.4,2.4,1.7,26,4,318,429,74.1,28,306,10,13,5
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Brest","4-3-3",2,2.1,"Hugo Magnetti · 23&rsquor; Abdallah Sima · 56&rsquor;","3","0","Sturm Graz","4-1-2-1-2",1,0.5,"Edimilson Fernandes (OG) · 45+1&rsquor; Dimitri Lavalée · 88&rsquor;","7","1","Sturm Graz","Away",987,0,0,0,0,8,2,6,1,436,8,5,10,0.5,0.5,0.4,15,0,235,325,72.3,27,238,10,12,5
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Atlético Madrid","3-4-3",2,1.7,"Antoine Griezmann · 28&rsquor; José María Giménez · 90&rsquor;","3","0","RB Leipzig","4-4-2",1,0.7,"Benjamin Šeško · 4&rsquor;","4","0","Atlético Madrid","Home",990,2,2,0,0,21,4,3,0,700,21,4,11,1.7,1.7,1.5,37,4,504,599,84.1,49,454,25,13,6
"UEFA Champions League","2024-09-19","UEFA Champions League (League phase)","Atlético Madrid","3-4-3",2,1.7,"Antoine Griezmann · 28&rsquor; José María Giménez · 90&rsquor;","3","0","RB Leipzig","4-4-2",1,0.7,"Benjamin Šeško · 4&rsquor;","4","0","RB Leipzig","Away",990,1,0,0,0,7,3,4,0,660,10,10,19,0.8,0.8,0.3,12,1,472,559,84.4,24,325,10,10,1
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Stuttgart","4-2-3-1",1,1.7,"Enzo Millot · 7&rsquor;","1","0","Sparta Prague","3-4-3",1,1,"Kaan Kairinen · 32&rsquor;","1","0","Stuttgart","Home",990,1,1,0,0,26,10,1,0,854,11,8,14,1.7,1.7,1.3,44,2,635,741,85.7,69,578,31,11,4
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Stuttgart","4-2-3-1",1,1.7,"Enzo Millot · 7&rsquor;","1","0","Sparta Prague","3-4-3",1,1,"Kaan Kairinen · 32&rsquor;","1","0","Sparta Prague","Away",990,1,0,0,0,14,3,1,0,372,16,16,15,1,1,0.7,21,2,142,236,60.2,17,170,13,11,6
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Red Bull Salzburg","4-3-3",0,1.6,"","3","0","Brest","4-3-3",4,2,"Abdallah Sima · 24&rsquor; Mahdi Camara · 66&rsquor; Abdallah Sima · 70&rsquor; Mathias Pereira Lage · 75&rsquor;","2","0","Red Bull Salzburg","Home",990,0,0,0,0,15,7,3,0,615,21,9,12,1.6,1.6,1.4,28,0,398,502,79.3,47,436,32,26,14
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Red Bull Salzburg","4-3-3",0,1.6,"","3","0","Brest","4-3-3",4,2,"Abdallah Sima · 24&rsquor; Mahdi Camara · 66&rsquor; Abdallah Sima · 70&rsquor; Mathias Pereira Lage · 75&rsquor;","2","0","Brest","Away",990,4,2,0,0,13,6,2,0,586,18,14,14,2,2,1.3,22,7,365,461,79.2,28,399,13,23,11
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Arsenal","4-4-2",2,0.7,"Kai Havertz · 20&rsquor; Bukayo Saka · 35&rsquor;","1","0","Paris Saint-Germain","4-3-3",0,0.4,"","1","0","Arsenal","Home",990,2,1,0,0,6,5,1,0,495,28,10,14,0.7,0.7,0.7,11,4,301,379,79.4,24,250,14,22,10
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Arsenal","4-4-2",2,0.7,"Kai Havertz · 20&rsquor; Bukayo Saka · 35&rsquor;","1","0","Paris Saint-Germain","4-3-3",0,0.4,"","1","0","Paris Saint-Germain","Away",990,0,0,0,0,10,2,1,0,790,23,8,6,0.4,0.4,0.4,18,0,609,696,87.5,39,475,20,27,11
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Barcelona","4-2-3-1",5,3.4,"Robert Lewandowski · 8&rsquor; Raphinha · 34&rsquor; Iñigo Martínez · 37&rsquor; Robert Lewandowski · 51&rsquor; Mohamed Aly Camara (OG) · 81&rsquor;","0","0","Young Boys","4-1-4-1",0,0.8,"","2","0","Barcelona","Home",990,4,3,0,0,21,8,0,0,790,14,5,7,3.6,3.6,3.3,30,5,633,708,89.4,72,511,25,20,11
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Barcelona","4-2-3-1",5,3.4,"Robert Lewandowski · 8&rsquor; Raphinha · 34&rsquor; Iñigo Martínez · 37&rsquor; Robert Lewandowski · 51&rsquor; Mohamed Aly Camara (OG) · 81&rsquor;","0","0","Young Boys","4-1-4-1",0,0.8,"","2","0","Young Boys","Away",990,0,0,0,0,5,1,2,0,412,14,12,13,0.8,0.8,0.7,9,0,244,315,77.5,16,193,12,17,10
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Dortmund","4-2-3-1",7,2.6,"Emre Can (P) · 7&rsquor; Karim Adeyemi · 11&rsquor; Karim Adeyemi · 29&rsquor; Serhou Guirassy (P) · 40&rsquor; Karim Adeyemi · 42&rsquor; Serhou Guirassy · 66&rsquor; Felix Nmecha · 79&rsquor;","2","0","Celtic","4-3-3",1,2.1,"Daizen Maeda · 9&rsquor;","2","0","Dortmund","Home",990,7,2,2,2,14,11,2,0,630,14,14,11,2.6,1,0.9,28,11,458,532,86.1,42,435,26,20,12
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Dortmund","4-2-3-1",7,2.6,"Emre Can (P) · 7&rsquor; Karim Adeyemi · 11&rsquor; Karim Adeyemi · 29&rsquor; Serhou Guirassy (P) · 40&rsquor; Karim Adeyemi · 42&rsquor; Serhou Guirassy · 66&rsquor; Felix Nmecha · 79&rsquor;","2","0","Celtic","4-3-3",1,2.1,"Daizen Maeda · 9&rsquor;","2","0","Celtic","Away",990,1,1,0,0,9,2,2,0,575,17,11,11,2.1,2.1,1.2,14,2,406,487,83.4,20,415,12,14,6
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Internazionale","3-5-2",4,2.8,"Hakan Çalhanoğlu · 11&rsquor; Marko Arnautović · 59&rsquor; Lautaro Martínez · 71&rsquor; Mehdi Taremi (P) · 81&rsquor;","2","0","Red Star","4-2-3-1",0,0.5,"","1","0","Internazionale","Home",990,4,2,1,1,14,6,2,0,670,10,6,7,2.8,2,1.8,29,7,509,586,86.9,52,495,17,13,7
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Internazionale","3-5-2",4,2.8,"Hakan Çalhanoğlu · 11&rsquor; Marko Arnautović · 59&rsquor; Lautaro Martínez · 71&rsquor; Mehdi Taremi (P) · 81&rsquor;","2","0","Red Star","4-2-3-1",0,0.5,"","1","0","Red Star","Away",990,0,0,0,0,11,3,1,0,625,15,7,13,0.5,0.5,0.3,13,0,456,525,86.9,41,376,18,11,8
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Slovan Bratislava","4-2-3-1",0,0.1,"","0","0","Manchester City","4-2-3-1",4,3.7,"İlkay Gündoğan · 8&rsquor; Phil Foden · 15&rsquor; Erling Haaland · 58&rsquor; James Mcatee · 74&rsquor;","0","0","Slovan Bratislava","Home",990,0,0,0,0,3,0,0,0,389,22,11,14,0.1,0.1,0.1,6,0,179,263,68.1,15,205,6,18,10
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Slovan Bratislava","4-2-3-1",0,0.1,"","0","0","Manchester City","4-2-3-1",4,3.7,"İlkay Gündoğan · 8&rsquor; Phil Foden · 15&rsquor; Erling Haaland · 58&rsquor; James Mcatee · 74&rsquor;","0","0","Manchester City","Away",990,4,3,0,0,28,14,0,0,904,12,3,10,3.7,3.7,3.3,49,7,725,799,90.7,91,585,43,24,12
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","PSV Eindhoven","4-3-3",1,2.6,"Jerdy Schouten · 15&rsquor;","3","0","Sporting CP","3-4-3",1,1.3,"Daniel Bragança · 83&rsquor;","2","0","PSV Eindhoven","Home",990,1,0,0,0,18,6,3,0,675,22,15,16,2.6,2.6,1.2,29,1,487,563,86.5,47,366,15,25,11
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","PSV Eindhoven","4-3-3",1,2.6,"Jerdy Schouten · 15&rsquor;","3","0","Sporting CP","3-4-3",1,1.3,"Daniel Bragança · 83&rsquor;","2","0","Sporting CP","Away",990,1,0,0,0,9,3,2,0,534,19,11,9,1.3,1.3,0.7,17,2,347,435,79.8,31,356,21,29,13
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Bayer Leverkusen","3-4-3",1,1.8,"Victor Boniface · 51&rsquor;","2","0","Milan","4-2-3-1",0,1,"","3","0","Bayer Leverkusen","Home",990,1,0,0,0,16,9,2,0,704,15,5,12,2,2,0.8,26,1,531,592,89.7,46,380,22,14,9
"UEFA Champions League","2024-10-01","UEFA Champions League (League phase)","Bayer Leverkusen","3-4-3",1,1.8,"Victor Boniface · 51&rsquor;","2","0","Milan","4-2-3-1",0,1,"","3","0","Milan","Away",990,0,0,0,0,16,5,3,0,673,10,11,5,1,1,0.6,28,0,518,583,88.9,44,480,25,26,14
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Girona","4-2-3-1",2,2.2,"David López · 19&rsquor; Donny van de Beek · 73&rsquor;","6","0","Feyenoord","4-3-3",3,1.9,"Yangel Herrera (OG) · 23&rsquor; Antoni Milambo · 33&rsquor; Ladislav Krejčí (OG) · 79&rsquor;","3","0","Girona","Home",990,2,1,0,1,13,5,6,0,710,14,5,3,2.3,1.5,1.1,25,3,538,625,86.1,43,442,18,22,8
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Girona","4-2-3-1",2,2.2,"David López · 19&rsquor; Donny van de Beek · 73&rsquor;","6","0","Feyenoord","4-3-3",3,1.9,"Yangel Herrera (OG) · 23&rsquor; Antoni Milambo · 33&rsquor; Ladislav Krejčí (OG) · 79&rsquor;","3","0","Feyenoord","Away",990,1,1,0,1,6,1,3,0,435,21,16,12,1.9,1.1,1,14,2,254,324,78.4,24,233,13,14,4
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Shakhtar Donetsk","4-1-4-1",0,0.3,"","1","0","Atalanta","3-4-1-2",3,2.6,"Berat Djimsiti · 21&rsquor; Ademola Lookman · 44&rsquor; Raoul Bellanova · 48&rsquor;","2","0","Shakhtar Donetsk","Home",990,0,0,0,0,6,0,1,0,556,13,9,13,0.3,0.3,0.3,12,0,372,456,81.6,25,320,18,19,10
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Shakhtar Donetsk","4-1-4-1",0,0.3,"","1","0","Atalanta","3-4-1-2",3,2.6,"Berat Djimsiti · 21&rsquor; Ademola Lookman · 44&rsquor; Raoul Bellanova · 48&rsquor;","2","0","Atalanta","Away",990,3,3,0,0,22,5,2,0,614,14,8,11,2.6,2.6,2.3,38,6,444,515,86.2,50,459,34,20,13
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Liverpool","4-2-3-1",2,1.2,"Alexis Mac Allister · 11&rsquor; Mohamed Salah · 75&rsquor;","4","0","Bologna","4-1-4-1",0,0.6,"","2","0","Liverpool","Home",990,2,2,0,0,9,4,4,0,593,10,8,19,1.2,1.2,1.2,16,4,393,488,80.5,43,317,21,27,12
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Liverpool","4-2-3-1",2,1.2,"Alexis Mac Allister · 11&rsquor; Mohamed Salah · 75&rsquor;","4","0","Bologna","4-1-4-1",0,0.6,"","2","0","Bologna","Away",990,0,0,0,0,12,2,2,0,570,19,6,6,0.6,0.6,0.3,21,0,364,462,78.8,30,317,18,12,7
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Aston Villa","4-2-3-1",1,0.4,"Jáder Durán · 79&rsquor;","3","0","Bayern Munich","4-2-3-1",0,1.5,"","2","0","Aston Villa","Home",990,1,1,0,0,5,2,3,0,431,29,13,15,0.4,0.4,0.1,10,2,227,303,74.9,11,204,9,18,8
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Aston Villa","4-2-3-1",1,0.4,"Jáder Durán · 79&rsquor;","3","0","Bayern Munich","4-2-3-1",0,1.5,"","2","0","Bayern Munich","Away",990,0,0,0,0,17,7,2,0,808,24,14,8,1.5,1.5,1.3,29,0,610,699,87.3,57,509,20,29,11
"UEFA Champions League","2024-10-02","UEFA Champions League (League phase)","Benfica","4-3-3",4,4.4,"Kerem Aktürkoğlu · 13&rsquor; Ángel Di María (P) · 52&rsquor; Alexander Bah · 75&rsquor; Orkun Kökçü (P) · 84&rsquor;","1","0","Atlético Madrid","3-4-3",0,0.2,"","4","0","Benfica","Home",990,4,2,2,2,17,8,1,0,753,20,12,13,4.4,2.8,2.6,35,8,565,646,87.5,27,520,22,21,12
