"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"UEFA Champions League","2021-12-08","UEFA Champions League (Group stage)","Manchester United","4-1-4-1",1,1.2,"Mason Greenwood · 9&rsquor;","1","0","Young Boys","4-4-2",1,1.3,"Fabian Rieder · 42&rsquor;","0","0","Young Boys","Away",990,1,0,0,0,17,4,0,0,670,11,9,10,1.3,1.3,1.1,25,1,446,556,80.2,48,400,18,18,9
"UEFA Champions League","2021-12-08","UEFA Champions League (Group stage)","Benfica","3-4-3",2,1.1,"Roman Yaremchuk · 16&rsquor; Gilberto · 22&rsquor;","1","0","Dynamo Kyiv","4-4-2",0,1,"","3","0","Benfica","Home",990,2,1,0,0,11,6,1,0,497,16,13,11,1.1,1.1,0.5,19,4,306,387,79.1,28,291,15,17,11
"UEFA Champions League","2021-12-08","UEFA Champions League (Group stage)","Benfica","3-4-3",2,1.1,"Roman Yaremchuk · 16&rsquor; Gilberto · 22&rsquor;","1","0","Dynamo Kyiv","4-4-2",0,1,"","3","0","Dynamo Kyiv","Away",990,0,0,0,0,11,3,3,0,755,10,10,4,1,1,1,21,0,575,673,85.4,54,478,22,15,8
"UEFA Champions League","2021-12-08","UEFA Champions League (Group stage)","Zenit","4-1-4-1",3,2.6,"Claudinho · 38&rsquor; Sardar Azmoun · 41&rsquor; Magomed Ozdoyev · 90+4&rsquor;","1","0","Chelsea","3-4-1-2",3,2.7,"Timo Werner · 2&rsquor; Romelu Lukaku · 62&rsquor; Timo Werner · 85&rsquor;","1","0","Zenit","Home",990,3,2,0,0,18,7,1,0,591,12,9,9,2.6,2.6,2.5,33,6,389,487,79.9,45,380,16,11,7
"UEFA Champions League","2021-12-08","UEFA Champions League (Group stage)","Zenit","4-1-4-1",3,2.6,"Claudinho · 38&rsquor; Sardar Azmoun · 41&rsquor; Magomed Ozdoyev · 90+4&rsquor;","1","0","Chelsea","3-4-1-2",3,2.7,"Timo Werner · 2&rsquor; Romelu Lukaku · 62&rsquor; Timo Werner · 85&rsquor;","1","0","Chelsea","Away",990,3,3,0,0,13,8,1,0,679,13,11,13,2.7,2.7,2.7,22,6,475,565,84.1,50,384,17,10,4
"UEFA Champions League","2021-12-08","UEFA Champions League (Group stage)","Red Bull Salzburg","4-1-2-1-2",1,0.6,"Noah Okafor · 50&rsquor;","2","0","Sevilla","4-3-3",0,0.9,"Joan Jordán · 64&rsquor;","5","1","Red Bull Salzburg","Home",990,1,1,0,0,6,2,2,0,432,24,12,13,0.6,0.6,0.6,9,2,195,321,60.7,25,184,10,7,3
"UEFA Champions League","2021-12-08","UEFA Champions League (Group stage)","Red Bull Salzburg","4-1-2-1-2",1,0.6,"Noah Okafor · 50&rsquor;","2","0","Sevilla","4-3-3",0,0.9,"Joan Jordán · 64&rsquor;","5","1","Sevilla","Away",963,0,0,0,0,11,1,4,1,683,7,18,10,1,1,0.9,17,0,453,585,77.4,45,373,11,30,16
"UEFA Champions League","2021-12-08","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",3,2.4,"Thomas Müller · 34&rsquor; Leroy Sané · 43&rsquor; Jamal Musiala · 62&rsquor;","1","0","Barcelona","4-3-3",0,0.4,"","2","0","Bayern Munich","Home",990,3,3,0,0,10,6,1,0,654,19,14,15,2.4,2.4,2.3,18,6,464,545,85.1,30,423,18,31,24
"UEFA Champions League","2021-12-08","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",3,2.4,"Thomas Müller · 34&rsquor; Leroy Sané · 43&rsquor; Jamal Musiala · 62&rsquor;","1","0","Barcelona","4-3-3",0,0.4,"","2","0","Barcelona","Away",990,0,0,0,0,7,2,2,0,590,17,21,3,0.4,0.4,0.4,14,0,411,507,81.1,40,371,16,17,14
"UEFA Champions League","2021-12-08","UEFA Champions League (Group stage)","Wolfsburg","4-2-3-1",1,0.7,"Renato Steffen · 89&rsquor;","4","0","Lille","4-4-2",3,2.5,"Burak Yılmaz · 11&rsquor; Jonathan David · 72&rsquor; Angel Gomes · 78&rsquor;","3","0","Wolfsburg","Home",990,1,1,0,0,9,2,4,0,612,21,11,11,0.7,0.7,0.6,16,0,385,511,75.3,42,375,15,13,8
"UEFA Champions League","2021-12-08","UEFA Champions League (Group stage)","Wolfsburg","4-2-3-1",1,0.7,"Renato Steffen · 89&rsquor;","4","0","Lille","4-4-2",3,2.5,"Burak Yılmaz · 11&rsquor; Jonathan David · 72&rsquor; Angel Gomes · 78&rsquor;","3","0","Lille","Away",990,3,3,0,0,13,6,3,0,516,16,7,6,2.6,2.6,2,19,5,292,407,71.7,32,197,11,22,11
"UEFA Champions League","2021-12-09","UEFA Champions League (Group stage)","Atalanta","3-4-1-2",2,2,"Ruslan Malinovskyi · 71&rsquor; Duván Zapata · 80&rsquor;","1","0","Villarreal","4-4-2",3,2.2,"Arnaut Danjuma · 3&rsquor; Étienne Capoue · 42&rsquor; Arnaut Danjuma · 51&rsquor;","2","0","Atalanta","Home",990,2,2,0,0,19,5,1,0,767,18,7,11,2,2,1.3,36,4,510,644,79.2,68,481,35,18,8
"UEFA Champions League","2021-12-09","UEFA Champions League (Group stage)","Atalanta","3-4-1-2",2,2,"Ruslan Malinovskyi · 71&rsquor; Duván Zapata · 80&rsquor;","1","0","Villarreal","4-4-2",3,2.2,"Arnaut Danjuma · 3&rsquor; Étienne Capoue · 42&rsquor; Arnaut Danjuma · 51&rsquor;","2","0","Villarreal","Away",990,3,3,0,0,9,6,2,0,513,29,20,13,2.2,2.2,2.2,17,6,228,359,63.5,28,215,9,17,6
"UEFA Champions League","2022-02-15","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Sporting CP 0:5 Manchester CityManchester City won on aggregate score over two legs(Leg 2: Manchester City 0:0 Sporting CP)","Sporting CP","3-4-3",0,0.1,"","3","0","Manchester City","4-3-3",5,2.1,"Riyad Mahrez · 7&rsquor; Bernardo Silva · 17&rsquor; Phil Foden · 32&rsquor; Bernardo Silva · 44&rsquor; Raheem Sterling · 58&rsquor;","1","0","Sporting CP","Home",990,0,0,0,0,3,0,3,0,483,11,5,8,0.1,0.1,0,6,0,327,412,79.4,31,292,11,17,8
"UEFA Champions League","2022-02-15","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Sporting CP 0:5 Manchester CityManchester City won on aggregate score over two legs(Leg 2: Manchester City 0:0 Sporting CP)","Sporting CP","3-4-3",0,0.1,"","3","0","Manchester City","4-3-3",5,2.1,"Riyad Mahrez · 7&rsquor; Bernardo Silva · 17&rsquor; Phil Foden · 32&rsquor; Bernardo Silva · 44&rsquor; Raheem Sterling · 58&rsquor;","1","0","Manchester City","Away",990,5,4,0,0,15,6,1,0,796,11,10,8,2.1,2.1,1.8,26,9,645,706,91.4,60,632,17,21,14
"UEFA Champions League","2022-02-15","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Paris S-G 2:3 Real MadridReal Madrid won on aggregate score over two legs(Leg 2: Real Madrid 3:1 Paris S-G)","Paris Saint-Germain","4-3-3",1,2,"Kylian Mbappé · 90+4&rsquor;","4","0","Real Madrid","4-3-3",0,0.2,"","4","0","Paris Saint-Germain","Home",990,1,1,0,1,20,7,4,0,791,15,6,11,2,1.2,0.9,39,2,631,708,89.1,48,466,40,29,18
"UEFA Champions League","2022-02-15","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Paris S-G 2:3 Real MadridReal Madrid won on aggregate score over two legs(Leg 2: Real Madrid 3:1 Paris S-G)","Paris Saint-Germain","4-3-3",1,2,"Kylian Mbappé · 90+4&rsquor;","4","0","Real Madrid","4-3-3",0,0.2,"","4","0","Real Madrid","Away",990,0,0,0,0,3,0,4,0,646,20,11,16,0.2,0.2,0.2,3,0,455,534,85.2,24,362,12,19,9
"UEFA Champions League","2022-02-16","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Inter 1:2 LiverpoolLiverpool won on aggregate score over two legs(Leg 2: Liverpool 0:1 Inter)","Internazionale","3-5-2",0,0.6,"","0","0","Liverpool","4-3-3",2,1,"Roberto Firmino · 75&rsquor; Mohamed Salah · 83&rsquor;","0","0","Internazionale","Home",990,0,0,0,0,9,0,0,0,620,27,15,15,0.6,0.6,0.5,14,0,378,498,75.9,33,327,15,18,12
"UEFA Champions League","2022-02-16","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Inter 1:2 LiverpoolLiverpool won on aggregate score over two legs(Leg 2: Liverpool 0:1 Inter)","Internazionale","3-5-2",0,0.6,"","0","0","Liverpool","4-3-3",2,1,"Roberto Firmino · 75&rsquor; Mohamed Salah · 83&rsquor;","0","0","Liverpool","Away",990,2,2,0,0,13,2,0,0,692,16,13,14,1,1,0.7,21,3,457,573,79.8,42,321,12,22,9
"UEFA Champions League","2022-02-16","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: RB Salzburg 2:8 Bayern MunichBayern Munich won on aggregate score over two legs(Leg 2: Bayern Munich 7:1 RB Salzburg)","Red Bull Salzburg","4-3-1-2",1,1.1,"Junior Adamu · 21&rsquor;","1","0","Bayern Munich","3-2-4-1",1,2.3,"Kingsley Coman · 90&rsquor;","2","0","Red Bull Salzburg","Home",990,1,1,0,0,11,5,1,0,438,27,16,17,1.3,1.3,0.7,16,2,169,289,58.5,20,172,10,23,12
"UEFA Champions League","2022-02-16","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: RB Salzburg 2:8 Bayern MunichBayern Munich won on aggregate score over two legs(Leg 2: Bayern Munich 7:1 RB Salzburg)","Red Bull Salzburg","4-3-1-2",1,1.1,"Junior Adamu · 21&rsquor;","1","0","Bayern Munich","3-2-4-1",1,2.3,"Kingsley Coman · 90&rsquor;","2","0","Bayern Munich","Away",990,1,1,0,0,22,9,2,0,855,17,10,16,2.4,2.4,1.9,36,2,589,713,82.6,77,542,28,30,16
"UEFA Champions League","2022-02-22","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Chelsea 4:1 LilleChelsea won on aggregate score over two legs(Leg 2: Lille 1:2 Chelsea)","Chelsea","3-4-3",2,1.2,"Kai Havertz · 8&rsquor; Christian Pulisic · 63&rsquor;","1","0","Lille","4-2-3-1",0,0.8,"","1","0","Chelsea","Home",990,2,2,0,0,9,4,1,0,705,21,13,18,1.2,1.2,1,17,4,489,581,84.2,47,372,17,28,16
"UEFA Champions League","2022-02-22","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Chelsea 4:1 LilleChelsea won on aggregate score over two legs(Leg 2: Lille 1:2 Chelsea)","Chelsea","3-4-3",2,1.2,"Kai Havertz · 8&rsquor; Christian Pulisic · 63&rsquor;","1","0","Lille","4-2-3-1",0,0.8,"","1","0","Lille","Away",990,0,0,0,0,15,2,1,0,680,16,10,14,0.8,0.8,0.5,24,0,460,573,80.3,35,343,17,26,15
"UEFA Champions League","2022-02-22","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Villarreal 4:1 JuventusVillarreal won on aggregate score over two legs(Leg 2: Juventus 0:3 Villarreal)","Villarreal","4-4-2",1,1.3,"Daniel Parejo · 66&rsquor;","1","0","Juventus","3-5-2",1,0.7,"Dušan Vlahović · 1&rsquor;","1","0","Villarreal","Home",990,1,1,0,0,9,3,1,0,673,12,10,13,1.3,1.3,1.2,17,2,496,583,85.1,46,433,23,13,6
"UEFA Champions League","2022-02-22","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Villarreal 4:1 JuventusVillarreal won on aggregate score over two legs(Leg 2: Juventus 0:3 Villarreal)","Villarreal","4-4-2",1,1.3,"Daniel Parejo · 66&rsquor;","1","0","Juventus","3-5-2",1,0.7,"Dušan Vlahović · 1&rsquor;","1","0","Juventus","Away",990,1,1,0,0,7,2,1,0,587,17,18,5,0.7,0.7,0.7,13,1,400,487,82.1,25,305,11,12,7
"UEFA Champions League","2022-02-23","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Benfica 3:2 AjaxBenfica won on aggregate score over two legs(Leg 2: Ajax 0:1 Benfica)","Benfica","4-4-1-1",2,1.7,"Sébastien Haller (OG) · 26&rsquor; Roman Yaremchuk · 72&rsquor;","3","0","Ajax","4-2-3-1",2,2.1,"Dušan Tadić · 18&rsquor; Sébastien Haller · 29&rsquor;","3","0","Benfica","Home",990,1,1,0,0,17,3,3,0,455,9,8,9,1.7,1.7,0.8,28,1,263,350,75.1,26,244,15,14,9
"UEFA Champions League","2022-02-23","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Benfica 3:2 AjaxBenfica won on aggregate score over two legs(Leg 2: Ajax 0:1 Benfica)","Benfica","4-4-1-1",2,1.7,"Sébastien Haller (OG) · 26&rsquor; Roman Yaremchuk · 72&rsquor;","3","0","Ajax","4-2-3-1",2,2.1,"Dušan Tadić · 18&rsquor; Sébastien Haller · 29&rsquor;","3","0","Ajax","Away",990,2,1,0,0,11,8,3,0,624,16,7,14,2.1,2.1,0.6,19,4,428,517,82.8,43,379,20,11,5
"UEFA Champions League","2022-02-23","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Atlético Madrid 2:1 Manchester UtdAtlético Madrid won on aggregate score over two legs(Leg 2: Manchester Utd 0:1 Atlético Madrid)","Atlético Madrid","3-5-2",1,1.3,"João Félix · 7&rsquor;","4","0","Manchester United","4-2-3-1",1,0.6,"Anthony Elanga · 80&rsquor;","5","0","Atlético Madrid","Home",990,1,1,0,0,13,1,4,0,436,16,15,7,1.3,1.3,0.8,21,2,242,348,69.5,30,221,12,13,4
"UEFA Champions League","2022-02-23","UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Atlético Madrid 2:1 Manchester UtdAtlético Madrid won on aggregate score over two legs(Leg 2: Manchester Utd 0:1 Atlético Madrid)","Atlético Madrid","3-5-2",1,1.3,"João Félix · 7&rsquor;","4","0","Manchester United","4-2-3-1",1,0.6,"Anthony Elanga · 80&rsquor;","5","0","Manchester United","Away",990,1,1,0,0,7,2,5,0,664,18,7,12,0.6,0.6,0.5,12,2,468,575,81.4,23,378,15,14,3
"UEFA Champions League","2022-03-08","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Liverpool 2:1 InterLiverpool won on aggregate score over two legs(Leg 1: Inter 0:2 Liverpool)","Liverpool","4-3-3",0,1.8,"","3","0","Internazionale","3-5-2",1,0.5,"Lautaro Martínez · 62&rsquor; Alexis Sánchez · 63&rsquor;","6","1","Liverpool","Home",990,0,0,0,0,12,2,3,0,862,8,6,13,1.8,1.8,1.1,23,0,652,764,85.3,52,480,20,19,10
"UEFA Champions League","2022-03-08","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Liverpool 2:1 InterLiverpool won on aggregate score over two legs(Leg 1: Inter 0:2 Liverpool)","Liverpool","4-3-3",0,1.8,"","3","0","Internazionale","3-5-2",1,0.5,"Lautaro Martínez · 62&rsquor; Alexis Sánchez · 63&rsquor;","6","1","Internazionale","Away",962,1,1,0,0,6,3,5,1,574,16,7,11,0.5,0.5,0.4,12,2,358,467,76.7,35,302,11,8,3
"UEFA Champions League","2022-03-08","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Bayern Munich 8:2 RB SalzburgBayern Munich won on aggregate score over two legs(Leg 1: RB Salzburg 1:1 Bayern Munich)","Bayern Munich","3-2-4-1",7,4.2,"Robert Lewandowski (P) · 12&rsquor; Robert Lewandowski (P) · 21&rsquor; Robert Lewandowski · 23&rsquor; Serge Gnabry · 31&rsquor; Thomas Müller · 54&rsquor; Thomas Müller · 83&rsquor; Leroy Sané · 86&rsquor;","0","0","Red Bull Salzburg","4-3-1-2",1,0.7,"Maurits Kjærgaard · 70&rsquor;","0","0","Bayern Munich","Home",990,7,4,2,2,16,7,0,0,905,16,9,10,4.2,2.6,1.5,32,12,701,797,88,81,566,14,30,21
"UEFA Champions League","2022-03-08","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Bayern Munich 8:2 RB SalzburgBayern Munich won on aggregate score over two legs(Leg 1: RB Salzburg 1:1 Bayern Munich)","Bayern Munich","3-2-4-1",7,4.2,"Robert Lewandowski (P) · 12&rsquor; Robert Lewandowski (P) · 21&rsquor; Robert Lewandowski · 23&rsquor; Serge Gnabry · 31&rsquor; Thomas Müller · 54&rsquor; Thomas Müller · 83&rsquor; Leroy Sané · 86&rsquor;","0","0","Red Bull Salzburg","4-3-1-2",1,0.7,"Maurits Kjærgaard · 70&rsquor;","0","0","Red Bull Salzburg","Away",990,1,1,0,0,7,4,0,0,420,17,12,14,0.7,0.7,0.4,10,2,219,310,70.6,23,200,10,9,5
"UEFA Champions League","2022-03-09","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Manchester City 5:0 Sporting CPManchester City won on aggregate score over two legs(Leg 1: Sporting CP 0:5 Manchester City)","Manchester City","4-3-3",0,1.5,"","1","0","Sporting CP","3-4-3",0,0.8,"","2","0","Manchester City","Home",990,0,0,0,0,14,4,1,0,799,11,10,5,1.5,1.5,1.3,23,0,656,721,91,77,630,37,27,19
"UEFA Champions League","2022-03-09","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Manchester City 5:0 Sporting CPManchester City won on aggregate score over two legs(Leg 1: Sporting CP 0:5 Manchester City)","Manchester City","4-3-3",0,1.5,"","1","0","Sporting CP","3-4-3",0,0.8,"","2","0","Sporting CP","Away",990,0,0,0,0,6,3,2,0,428,15,11,12,0.8,0.8,0.6,10,0,268,335,80,18,282,12,8,4
"UEFA Champions League","2022-03-09","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Real Madrid 3:2 Paris S-GReal Madrid won on aggregate score over two legs(Leg 1: Paris S-G 1:0 Real Madrid)","Real Madrid","4-3-3",3,2,"Karim Benzema · 61&rsquor; Karim Benzema · 76&rsquor; Karim Benzema · 78&rsquor;","4","0","Paris Saint-Germain","4-3-3",1,0.8,"Kylian Mbappé · 39&rsquor;","4","0","Real Madrid","Home",990,3,2,0,0,21,7,4,0,600,22,12,9,2,2,1.2,32,3,414,493,84,56,360,20,23,14
"UEFA Champions League","2022-03-09","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Real Madrid 3:2 Paris S-GReal Madrid won on aggregate score over two legs(Leg 1: Paris S-G 1:0 Real Madrid)","Real Madrid","4-3-3",3,2,"Karim Benzema · 61&rsquor; Karim Benzema · 76&rsquor; Karim Benzema · 78&rsquor;","4","0","Paris Saint-Germain","4-3-3",1,0.8,"Kylian Mbappé · 39&rsquor;","4","0","Paris Saint-Germain","Away",990,1,1,0,0,10,4,4,0,747,17,5,15,0.8,0.8,0.7,20,2,552,620,89,31,368,22,29,16
"UEFA Champions League","2022-03-15","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Manchester Utd 1:2 Atlético MadridAtlético Madrid won on aggregate score over two legs(Leg 1: Atlético Madrid 1:1 Manchester Utd)","Manchester United","4-2-3-1",0,1,"","2","0","Atlético Madrid","3-1-4-2",1,0.5,"Renan Lodi · 41&rsquor;","2","0","Manchester United","Home",990,0,0,0,0,11,5,2,0,702,7,15,5,1,1,0.9,21,0,504,620,81.3,50,417,26,28,18
"UEFA Champions League","2022-03-15","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Manchester Utd 1:2 Atlético MadridAtlético Madrid won on aggregate score over two legs(Leg 1: Atlético Madrid 1:1 Manchester Utd)","Manchester United","4-2-3-1",0,1,"","2","0","Atlético Madrid","3-1-4-2",1,0.5,"Renan Lodi · 41&rsquor;","2","0","Atlético Madrid","Away",990,1,1,0,0,8,3,2,0,519,15,11,12,0.5,0.5,0.4,10,2,300,417,71.9,25,219,9,7,5
"UEFA Champions League","2022-03-15","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Ajax 2:3 BenficaBenfica won on aggregate score over two legs(Leg 1: Benfica 2:2 Ajax)","Ajax","4-2-3-1",0,1.3,"","3","0","Benfica","4-2-3-1",1,0.4,"Darwin Núñez · 77&rsquor;","1","0","Ajax","Home",990,0,0,0,0,16,2,3,0,781,24,6,13,1.3,1.3,1.1,32,0,550,677,81.2,94,567,22,23,11
"UEFA Champions League","2022-03-15","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Ajax 2:3 BenficaBenfica won on aggregate score over two legs(Leg 1: Benfica 2:2 Ajax)","Ajax","4-2-3-1",0,1.3,"","3","0","Benfica","4-2-3-1",1,0.4,"Darwin Núñez · 77&rsquor;","1","0","Benfica","Away",990,1,1,0,0,4,1,1,0,438,18,6,15,0.4,0.4,0.4,7,2,198,306,64.7,15,220,7,18,6
"UEFA Champions League","2022-03-16","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Lille 1:4 ChelseaChelsea won on aggregate score over two legs(Leg 1: Chelsea 2:0 Lille)","Lille","4-4-2",1,1.7,"Burak Yılmaz (P) · 38&rsquor;","2","0","Chelsea","3-5-2",2,1,"Christian Pulisic · 45+3&rsquor; César Azpilicueta · 71&rsquor;","1","0","Lille","Home",990,1,0,1,1,7,0,2,0,521,19,5,11,1.7,0.9,0.7,13,1,342,435,78.6,22,359,17,15,7
"UEFA Champions League","2022-03-16","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Lille 1:4 ChelseaChelsea won on aggregate score over two legs(Leg 1: Chelsea 2:0 Lille)","Lille","4-4-2",1,1.7,"Burak Yılmaz (P) · 38&rsquor;","2","0","Chelsea","3-5-2",2,1,"Christian Pulisic · 45+3&rsquor; César Azpilicueta · 71&rsquor;","1","0","Chelsea","Away",990,2,1,0,0,8,4,1,0,648,13,4,12,1,1,0.7,14,4,463,547,84.6,34,488,10,16,6
"UEFA Champions League","2022-03-16","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Juventus 1:4 VillarrealVillarreal won on aggregate score over two legs(Leg 1: Villarreal 1:1 Juventus)","Juventus","3-5-2",0,1.5,"","1","0","Villarreal","4-4-1-1",3,2.5,"Gerard Moreno (P) · 78&rsquor; Pau Torres · 85&rsquor; Arnaut Danjuma (P) · 90+2&rsquor;","0","0","Juventus","Home",990,0,0,0,0,14,5,1,0,745,18,10,9,1.5,1.5,1.4,23,0,567,650,87.2,59,465,25,11,7
"UEFA Champions League","2022-03-16","UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Juventus 1:4 VillarrealVillarreal won on aggregate score over two legs(Leg 1: Villarreal 1:1 Juventus)","Juventus","3-5-2",0,1.5,"","1","0","Villarreal","4-4-1-1",3,2.5,"Gerard Moreno (P) · 78&rsquor; Pau Torres · 85&rsquor; Arnaut Danjuma (P) · 90+2&rsquor;","0","0","Villarreal","Away",990,3,1,2,2,6,1,0,0,566,16,5,8,2.5,1.1,1.1,15,5,392,465,84.3,21,309,16,17,7
"UEFA Champions League","2022-04-05","UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Benfica 4:6 LiverpoolLiverpool won on aggregate score over two legs(Leg 2: Liverpool 3:3 Benfica)","Benfica","4-2-3-1",1,1.2,"Darwin Núñez · 49&rsquor;","1","0","Liverpool","4-3-3",3,3.9,"Ibrahima Konaté · 17&rsquor; Sadio Mané · 34&rsquor; Luis Díaz · 87&rsquor;","1","0","Benfica","Home",990,1,1,0,0,9,3,1,0,565,23,8,14,1.2,1.2,1.2,16,1,314,424,74.1,27,269,17,27,17
"UEFA Champions League","2022-04-05","UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Benfica 4:6 LiverpoolLiverpool won on aggregate score over two legs(Leg 2: Liverpool 3:3 Benfica)","Benfica","4-2-3-1",1,1.2,"Darwin Núñez · 49&rsquor;","1","0","Liverpool","4-3-3",3,3.9,"Ibrahima Konaté · 17&rsquor; Sadio Mané · 34&rsquor; Luis Díaz · 87&rsquor;","1","0","Liverpool","Away",990,3,3,0,0,17,8,1,0,913,21,10,8,3.9,3.9,3.2,31,5,673,780,86.3,77,488,29,30,14
"UEFA Champions League","2022-04-05","UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Manchester City 1:0 Atlético MadridManchester City won on aggregate score over two legs(Leg 2: Atlético Madrid 0:0 Manchester City)","Manchester City","4-3-3",1,1,"Kevin De Bruyne · 70&rsquor;","2","0","Atlético Madrid","5-3-2",0,0,"","3","0","Manchester City","Home",990,1,1,0,0,15,2,2,0,817,8,8,13,1,1,0.8,30,2,651,741,87.9,69,667,30,22,13
"UEFA Champions League","2022-04-05","UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Manchester City 1:0 Atlético MadridManchester City won on aggregate score over two legs(Leg 2: Atlético Madrid 0:0 Manchester City)","Manchester City","4-3-3",1,1,"Kevin De Bruyne · 70&rsquor;","2","0","Atlético Madrid","5-3-2",0,0,"","3","0","Atlético Madrid","Away",990,0,0,0,0,0,0,3,0,413,15,15,7,0,0,0,0,0,234,324,72.2,11,233,9,9,5
"UEFA Champions League","2022-04-06","UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Chelsea 4:5 Real MadridReal Madrid won on aggregate score over two legs, after extra time(Leg 2: Real Madrid 2:3 Chelsea)","Chelsea","3-4-3",1,1.3,"Kai Havertz · 40&rsquor;","1","0","Real Madrid","4-3-3",3,1.8,"Karim Benzema · 21&rsquor; Karim Benzema · 24&rsquor; Karim Benzema · 46&rsquor;","1","0","Chelsea","Home",990,1,1,0,0,20,5,1,0,740,11,5,11,1.3,1.3,0.9,34,2,575,652,88.2,56,417,27,17,11
"UEFA Champions League","2022-04-06","UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Chelsea 4:5 Real MadridReal Madrid won on aggregate score over two legs, after extra time(Leg 2: Real Madrid 2:3 Chelsea)","Chelsea","3-4-3",1,1.3,"Kai Havertz · 40&rsquor;","1","0","Real Madrid","4-3-3",3,1.8,"Karim Benzema · 21&rsquor; Karim Benzema · 24&rsquor; Karim Benzema · 46&rsquor;","1","0","Real Madrid","Away",990,3,2,0,0,8,5,1,0,583,17,9,14,1.8,1.8,0.7,13,4,407,491,82.9,25,329,14,12,8
"UEFA Champions League","2022-04-06","UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Villarreal 2:1 Bayern MunichVillarreal won on aggregate score over two legs(Leg 2: Bayern Munich 1:1 Villarreal)","Villarreal","4-4-2",1,1.5,"Arnaut Danjuma · 8&rsquor;","1","0","Bayern Munich","4-2-3-1",0,1.6,"","0","0","Villarreal","Home",990,1,1,0,0,12,1,1,0,545,16,11,17,1.5,1.5,1.3,17,1,299,391,76.5,25,286,14,20,6
"UEFA Champions League","2022-04-06","UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Villarreal 2:1 Bayern MunichVillarreal won on aggregate score over two legs(Leg 2: Bayern Munich 1:1 Villarreal)","Villarreal","4-4-2",1,1.5,"Arnaut Danjuma · 8&rsquor;","1","0","Bayern Munich","4-2-3-1",0,1.6,"","0","0","Bayern Munich","Away",990,0,0,0,0,22,4,0,0,747,26,14,18,1.6,1.6,1.3,40,0,509,618,82.4,69,497,29,26,19
