H_Team,A_Team,Home_Score,Away_Score,Score,Matchweek,date,competition,season,H_Team_MQS,A_Team_MQS,MQS
Dortmund,Newcastle United,2,0,2 - 0,UEFA Champions League (Group stage),2023-11-07,UEFA Champions League,2023-2024,64.3950389233408,41.707349254519066,53.05119408892993
Shakhtar Donetsk,Barcelona,1,0,1 - 0,UEFA Champions League (Group stage),2023-11-07,UEFA Champions League,2023-2024,35.99419448476052,60.50270484232748,48.248449663544
Porto,Antwerp,2,0,2 - 0,UEFA Champions League (Group stage),2023-11-07,UEFA Champions League,2023-2024,65.04815938778204,25.339754585037603,45.193956986409816
Manchester City,Young Boys,3,0,3 - 0,UEFA Champions League (Group stage),2023-11-07,UEFA Champions League,2023-2024,70.78770286317456,23.248449663543997,47.018076263359276
Red Star,RB Leipzig,1,2,1 - 2,UEFA Champions League (Group stage),2023-11-07,UEFA Champions League,2023-2024,53.30518538065708,71.8630426177596,62.58411399920834
Lazio,Feyenoord,1,0,1 - 0,UEFA Champions League (Group stage),2023-11-07,UEFA Champions League,2023-2024,49.66354400316665,51.36561551655891,50.514579759862784
Atlético Madrid,Celtic,6,0,6 - 0,UEFA Champions League (Group stage),2023-11-07,UEFA Champions League,2023-2024,77.6817522100541,24.36337247658002,51.02256234331706
Milan,Paris Saint-Germain,2,1,2 - 1,UEFA Champions League (Group stage),2023-11-07,UEFA Champions League,2023-2024,62.363108589523684,60.087082728592165,61.22509565905793
Napoli,Union Berlin,1,1,1 - 1,UEFA Champions League (Group stage),2023-11-08,UEFA Champions League,2023-2024,67.2054360733606,46.11426309539517,56.65984958437788
Real Sociedad,Benfica,3,1,3 - 1,UEFA Champions League (Group stage),2023-11-08,UEFA Champions League,2023-2024,75.78836258081542,44.451774640453884,60.12006861063465
Arsenal,Sevilla,2,0,2 - 0,UEFA Champions League (Group stage),2023-11-08,UEFA Champions League,2023-2024,59.46694814619343,16.710647842723315,38.088797994458375
Bayern Munich,Galatasaray,2,1,2 - 1,UEFA Champions League (Group stage),2023-11-08,UEFA Champions League,2023-2024,67.34397677793905,35.31468531468531,51.32933104631218
Real Madrid,Braga,3,0,3 - 0,UEFA Champions League (Group stage),2023-11-08,UEFA Champions League,2023-2024,77.28592162554426,52.619079034173375,64.95250032985882
FC Copenhagen,Manchester United,4,3,4 - 3,UEFA Champions League (Group stage),2023-11-08,UEFA Champions League,2023-2024,58.20029027576197,49.40625412323526,53.803272199498615
Red Bull Salzburg,Internazionale,0,1,0 - 1,UEFA Champions League (Group stage),2023-11-08,UEFA Champions League,2023-2024,57.56036416413775,55.92426441483045,56.7423142894841
PSV Eindhoven,Lens,1,0,1 - 0,UEFA Champions League (Group stage),2023-11-08,UEFA Champions League,2023-2024,56.623565114131154,46.92571579364032,51.77464045388574
Lazio,Celtic,2,0,2 - 0,UEFA Champions League (Group stage),2023-11-28,UEFA Champions League,2023-2024,71.92241720543608,31.079298060430137,51.500857632933105
Shakhtar Donetsk,Antwerp,1,0,1 - 0,UEFA Champions League (Group stage),2023-11-28,UEFA Champions League,2023-2024,50.29687293838237,63.31310199234728,56.804987465364825
Manchester City,RB Leipzig,3,2,3 - 2,UEFA Champions League (Group stage),2023-11-28,UEFA Champions League,2023-2024,64.04538857369046,32.642828869243964,48.34410872146721
Young Boys,Red Star,2,0,2 - 0,UEFA Champions League (Group stage),2023-11-28,UEFA Champions League,2023-2024,69.47486475788362,63.15476975854334,66.31481725821348
Paris Saint-Germain,Newcastle United,1,1,1 - 1,UEFA Champions League (Group stage),2023-11-28,UEFA Champions League,2023-2024,75.29357435017812,38.74521704710384,57.01939569864098
Barcelona,Porto,2,1,2 - 1,UEFA Champions League (Group stage),2023-11-28,UEFA Champions League,2023-2024,74.1786515371421,50.90381316796411,62.54123235255311
Milan,Dortmund,1,3,1 - 3,UEFA Champions League (Group stage),2023-11-28,UEFA Champions League,2023-2024,64.60614856841272,56.95342393455601,60.77978625148437
Feyenoord,Atlético Madrid,1,3,1 - 3,UEFA Champions League (Group stage),2023-11-28,UEFA Champions League,2023-2024,67.22522760258609,52.53991291727141,59.88257025992875
Sevilla,PSV Eindhoven,2,3,2 - 3,UEFA Champions League (Group stage),2023-11-29,UEFA Champions League,2023-2024,52.37498350705898,62.020055416281835,57.19751946167041
Benfica,Internazionale,3,3,3 - 3,UEFA Champions League (Group stage),2023-11-29,UEFA Champions League,2023-2024,57.09856181554295,59.427365087742444,58.2629634516427
Arsenal,Lens,6,0,6 - 0,UEFA Champions League (Group stage),2023-11-29,UEFA Champions League,2023-2024,57.329462989840344,32.05568016888772,44.69257157936403
Braga,Union Berlin,1,1,1 - 1,UEFA Champions League (Group stage),2023-11-29,UEFA Champions League,2023-2024,58.3718168623829,46.22641509433962,52.29911597836126
Galatasaray,Manchester United,3,3,3 - 3,UEFA Champions League (Group stage),2023-11-29,UEFA Champions League,2023-2024,60.74020319303338,61.65061353740599,61.195408365219684
Real Madrid,Napoli,4,2,4 - 2,UEFA Champions League (Group stage),2023-11-29,UEFA Champions League,2023-2024,77.1737696265998,60.67423142894841,68.92400052777411
Bayern Munich,FC Copenhagen,0,0,0 - 0,UEFA Champions League (Group stage),2023-11-29,UEFA Champions League,2023-2024,46.52988520913049,37.33342129568545,41.93165325240797
Real Sociedad,Red Bull Salzburg,0,0,0 - 0,UEFA Champions League (Group stage),2023-11-29,UEFA Champions League,2023-2024,62.086027180366806,36.77266130096319,49.429344240665
Lens,Sevilla,2,1,2 - 1,UEFA Champions League (Group stage),2023-12-12,UEFA Champions League,2023-2024,30.393191713946432,35.802876368914106,33.09803404143027
PSV Eindhoven,Arsenal,1,1,1 - 1,UEFA Champions League (Group stage),2023-12-12,UEFA Champions League,2023-2024,60.54228790077846,44.412191582002905,52.47723974139068
Manchester United,Bayern Munich,0,1,0 - 1,UEFA Champions League (Group stage),2023-12-12,UEFA Champions League,2023-2024,41.885473017548485,58.22667898139596,50.05607599947223
Red Bull Salzburg,Benfica,1,3,1 - 3,UEFA Champions League (Group stage),2023-12-12,UEFA Champions League,2023-2024,76.2699564586357,85.45982319567224,80.86488982715397
Union Berlin,Real Madrid,2,3,2 - 3,UEFA Champions League (Group stage),2023-12-12,UEFA Champions League,2023-2024,38.85077186963979,66.34780314025598,52.59928750494788
Napoli,Braga,2,0,2 - 0,UEFA Champions League (Group stage),2023-12-12,UEFA Champions League,2023-2024,58.23327615780446,57.289879931389365,57.76157804459692
FC Copenhagen,Galatasaray,1,0,1 - 0,UEFA Champions League (Group stage),2023-12-12,UEFA Champions League,2023-2024,60.924924132471304,63.022826230373404,61.97387518142236
Internazionale,Real Sociedad,0,0,0 - 0,UEFA Champions League (Group stage),2023-12-12,UEFA Champions League,2023-2024,29.627919250560762,30.18867924528302,29.90829924792189
Red Star,Manchester City,2,3,2 - 3,UEFA Champions League (Group stage),2023-12-13,UEFA Champions League,2023-2024,45.05871487003562,37.683071645335794,41.37089325768571
RB Leipzig,Young Boys,2,1,2 - 1,UEFA Champions League (Group stage),2023-12-13,UEFA Champions League,2023-2024,56.67634252539913,60.918326956062806,58.79733474073097
Porto,Shakhtar Donetsk,5,3,5 - 3,UEFA Champions League (Group stage),2023-12-13,UEFA Champions League,2023-2024,73.43317060298192,53.951708668689804,63.69243963583586
Celtic,Feyenoord,2,1,2 - 1,UEFA Champions League (Group stage),2023-12-13,UEFA Champions League,2023-2024,58.8336192109777,60.4631217838765,59.6483704974271
Newcastle United,Milan,1,2,1 - 2,UEFA Champions League (Group stage),2023-12-13,UEFA Champions League,2023-2024,67.06689536878216,59.36799050006597,63.217442934424064
Antwerp,Barcelona,3,2,3 - 2,UEFA Champions League (Group stage),2023-12-13,UEFA Champions League,2023-2024,61.69679377226547,60.10687425781765,60.90183401504156
Dortmund,Paris Saint-Germain,1,1,1 - 1,UEFA Champions League (Group stage),2023-12-13,UEFA Champions League,2023-2024,59.55271143950389,69.97625016492941,64.76448080221665
Atlético Madrid,Lazio,2,0,2 - 0,UEFA Champions League (Group stage),2023-12-13,UEFA Champions League,2023-2024,44.12851299643753,34.52962132207415,39.32906715925584
FC Copenhagen,Manchester City,1,3,1 - 3,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: FC Copenhagen 2:6 Manchester CityManchester City won on aggregate score over two legs(Leg 2: Manchester City 3:1 FC Copenhagen)",2024-02-13,UEFA Champions League,2023-2024,23.51893389629239,68.604037471962,46.06148568412719
RB Leipzig,Real Madrid,0,1,0 - 1,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: RB Leipzig 1:2 Real MadridReal Madrid won on aggregate score over two legs(Leg 2: Real Madrid 1:1 RB Leipzig)",2024-02-13,UEFA Champions League,2023-2024,63.78809869375907,65.02836785855654,64.4082332761578
Paris Saint-Germain,Real Sociedad,2,0,2 - 0,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Paris S-G 4:1 Real SociedadParis S-G won on aggregate score over two legs(Leg 2: Real Sociedad 1:2 Paris S-G)",2024-02-14,UEFA Champions League,2023-2024,66.39398337511545,43.18511677002243,54.78955007256894
Lazio,Bayern Munich,1,0,1 - 0,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Lazio 1:3 Bayern MunichBayern Munich won on aggregate score over two legs(Leg 2: Bayern Munich 3:0 Lazio)",2024-02-14,UEFA Champions League,2023-2024,42.809077714738095,58.70167568280776,50.75537669877293
Internazionale,Atlético Madrid,1,0,1 - 0,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Inter 2:2 Atlético MadridAtlético Madrid won on penalty kicks following extra time(Leg 2: Atlético Madrid 2:1 Inter)",2024-02-20,UEFA Champions League,2023-2024,58.45758015569336,38.40216387386199,48.42987201477767
PSV Eindhoven,Dortmund,1,1,1 - 1,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: PSV Eindhoven 1:3 DortmundDortmund won on aggregate score over two legs(Leg 2: Dortmund 2:0 PSV Eindhoven)",2024-02-20,UEFA Champions League,2023-2024,53.720807494392396,46.96529885209131,50.343053173241856
Porto,Arsenal,1,0,1 - 0,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Porto 1:1 ArsenalArsenal won on penalty kicks following extra time(Leg 2: Arsenal 1:0 Porto)",2024-02-21,UEFA Champions League,2023-2024,26.2765536350442,29.403615252671855,27.840084443858025
Napoli,Barcelona,1,1,1 - 1,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Napoli 2:4 BarcelonaBarcelona won on aggregate score over two legs(Leg 2: Barcelona 3:1 Napoli)",2024-02-21,UEFA Champions League,2023-2024,37.841403879139726,50.50138540704578,44.171394643092754
Bayern Munich,Lazio,3,0,3 - 0,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Bayern Munich 3:1 LazioBayern Munich won on aggregate score over two legs(Leg 1: Lazio 1:0 Bayern Munich)",2024-03-05,UEFA Champions League,2023-2024,80.9275630030347,26.164401636099747,53.54598231956723
Real Sociedad,Paris Saint-Germain,1,2,1 - 2,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Real Sociedad 1:4 Paris S-GParis S-G won on aggregate score over two legs(Leg 1: Paris S-G 2:0 Real Sociedad)",2024-03-05,UEFA Champions League,2023-2024,42.50560759994722,57.085367462725955,49.79548753133659
Manchester City,FC Copenhagen,3,1,3 - 1,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Manchester City 6:2 FC CopenhagenManchester City won on aggregate score over two legs(Leg 1: FC Copenhagen 1:3 Manchester City)",2024-03-06,UEFA Champions League,2023-2024,41.3906847869112,48.99722918590843,45.193956986409816
Real Madrid,RB Leipzig,1,1,1 - 1,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Real Madrid 2:1 RB LeipzigReal Madrid won on aggregate score over two legs(Leg 1: RB Leipzig 0:1 Real Madrid)",2024-03-06,UEFA Champions League,2023-2024,45.22364428024805,55.713154769758546,50.4683995250033
Arsenal,Porto,1,0,1 - 0,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Arsenal 1:1 PortoArsenal won on penalty kicks following extra time(Leg 1: Porto 1:0 Arsenal)",2024-03-12,UEFA Champions League,2023-2024,60.324581079298056,45.69864098165985,53.01161103047895
Barcelona,Napoli,3,1,3 - 1,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Barcelona 4:2 NapoliBarcelona won on aggregate score over two legs(Leg 1: Napoli 1:1 Barcelona)",2024-03-12,UEFA Champions League,2023-2024,81.8445705238158,61.94748647578836,71.89602849980209
Atlético Madrid,Internazionale,2,1,2 - 1,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Atlético Madrid 2:2 InterAtlético Madrid won on penalty kicks following extra time(Leg 1: Inter 1:0 Atlético Madrid)",2024-03-13,UEFA Champions League,2023-2024,74.56788494524343,57.989180630690065,66.27853278796675
Dortmund,PSV Eindhoven,2,0,2 - 0,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Dortmund 3:1 PSV EindhovenDortmund won on aggregate score over two legs(Leg 1: PSV Eindhoven 1:1 Dortmund)",2024-03-13,UEFA Champions League,2023-2024,61.637419184589,71.81686238290011,66.72714078374456
Arsenal,Bayern Munich,2,2,2 - 2,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Arsenal 2:3 Bayern MunichBayern Munich won on aggregate score over two legs(Leg 2: Bayern Munich 1:0 Arsenal)",2024-04-09,UEFA Champions League,2023-2024,55.39649030215068,45.29621322074152,50.3463517614461
Real Madrid,Manchester City,3,3,3 - 3,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Real Madrid 4:4 Manchester CityReal Madrid won on penalty kicks following extra time(Leg 2: Manchester City 1:1 Real Madrid)",2024-04-09,UEFA Champions League,2023-2024,53.79337643488587,55.521836653912125,54.657606544399
Atlético Madrid,Dortmund,2,1,2 - 1,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Atlético Madrid 4:5 DortmundDortmund won on aggregate score over two legs(Leg 2: Dortmund 4:2 Atlético Madrid)",2024-04-10,UEFA Champions League,2023-2024,59.46694814619343,51.93956986409817,55.703259005145796
Paris Saint-Germain,Barcelona,2,3,2 - 3,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Paris S-G 6:4 BarcelonaParis S-G won on aggregate score over two legs(Leg 2: Barcelona 1:4 Paris S-G)",2024-04-10,UEFA Champions League,2023-2024,67.53529489378546,68.3401504156221,67.93772265470378
Barcelona,Paris Saint-Germain,1,4,1 - 4,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Barcelona 4:6 Paris S-GParis S-G won on aggregate score over two legs(Leg 1: Paris S-G 2:3 Barcelona)",2024-04-16,UEFA Champions League,2023-2024,39.05528433830321,72.34463649557989,55.69996041694155
Dortmund,Atlético Madrid,4,2,4 - 2,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Dortmund 5:4 Atlético MadridDortmund won on aggregate score over two legs(Leg 1: Atlético Madrid 2:1 Dortmund)",2024-04-16,UEFA Champions League,2023-2024,63.45164269692571,54.33434490038264,58.892993798654174
Manchester City,Real Madrid,1,1,1 - 1,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Manchester City 4:4 Real MadridReal Madrid won on penalty kicks following extra time(Leg 1: Real Madrid 3:3 Manchester City)",2024-04-17,UEFA Champions League,2023-2024,75.10885341074021,48.50903813167964,61.80894577120992
Bayern Munich,Arsenal,1,0,1 - 0,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Bayern Munich 3:2 ArsenalBayern Munich won on aggregate score over two legs(Leg 1: Arsenal 2:2 Bayern Munich)",2024-04-17,UEFA Champions League,2023-2024,53.77358490566038,36.65391212561024,45.21374851563531
Bayern Munich,Real Madrid,2,2,2 - 2,"UEFA Champions League (Semi-finals), Leg 1 of 2Aggregate: Bayern Munich 3:4 Real MadridReal Madrid won on aggregate score over two legs(Leg 2: Real Madrid 2:1 Bayern Munich)",2024-04-30,UEFA Champions League,2023-2024,58.055152394775035,42.96740994854203,50.51128117165853
Dortmund,Paris Saint-Germain,1,0,1 - 0,"UEFA Champions League (Semi-finals), Leg 1 of 2Aggregate: Dortmund 2:0 Paris S-GDortmund won on aggregate score over two legs(Leg 2: Paris S-G 0:1 Dortmund)",2024-05-01,UEFA Champions League,2023-2024,65.56933632405331,69.758543343449,67.66393983375116
Paris Saint-Germain,Dortmund,0,1,0 - 1,"UEFA Champions League (Semi-finals), Leg 2 of 2Aggregate: Paris S-G 0:2 DortmundDortmund won on aggregate score over two legs(Leg 1: Dortmund 1:0 Paris S-G)",2024-05-07,UEFA Champions League,2023-2024,70.12138804591635,46.41113603377754,58.26626203984694
Real Madrid,Bayern Munich,2,1,2 - 1,"UEFA Champions League (Semi-finals), Leg 2 of 2Aggregate: Real Madrid 4:3 Bayern MunichReal Madrid won on aggregate score over two legs(Leg 1: Bayern Munich 2:2 Real Madrid)",2024-05-08,UEFA Champions League,2023-2024,68.85473017548489,44.22087346615648,56.53780182082069
Dortmund,Real Madrid,0,2,0 - 2,UEFA Champions League (Final),2024-06-01,UEFA Champions League,2023-2024,52.37498350705898,55.52843383032062,53.951708668689804
Young Boys,Aston Villa,0,3,0 - 3,UEFA Champions League (League phase),2024-09-17,UEFA Champions League,2024-2025,44.174693231297006,53.793376434885865,48.984034833091435
Juventus,PSV Eindhoven,3,1,3 - 1,UEFA Champions League (League phase),2024-09-17,UEFA Champions League,2024-2025,62.059638474732814,56.01002770814092,59.034833091436866
Sporting CP,Lille,2,0,2 - 0,UEFA Champions League (League phase),2024-09-17,UEFA Champions League,2024-2025,51.65589127853279,30.215067950917007,40.9354796147249
Real Madrid,Stuttgart,3,1,3 - 1,UEFA Champions League (League phase),2024-09-17,UEFA Champions League,2024-2025,76.99564586357039,62.57421823459559,69.78493204908298
Milan,Liverpool,1,3,1 - 3,UEFA Champions League (League phase),2024-09-17,UEFA Champions League,2024-2025,43.66011347143423,75.57065575933501,59.61538461538462
Bayern Munich,Dinamo Zagreb,9,2,9 - 2,UEFA Champions League (League phase),2024-09-17,UEFA Champions League,2024-2025,77.72793244491358,45.43475392531996,61.581343185116765
Sparta Prague,Red Bull Salzburg,3,0,3 - 0,UEFA Champions League (League phase),2024-09-18,UEFA Champions League,2024-2025,60.67423142894841,46.82016097110437,53.747196200026394
Bologna,Shakhtar Donetsk,0,0,0 - 0,UEFA Champions League (League phase),2024-09-18,UEFA Champions League,2024-2025,50.448607995777806,26.0390552843383,38.243831640058055
Celtic,Slovan Bratislava,5,1,5 - 1,UEFA Champions League (League phase),2024-09-18,UEFA Champions League,2024-2025,74.45573294629898,35.776487663280115,55.116110304789544
Manchester City,Internazionale,0,0,0 - 0,UEFA Champions League (League phase),2024-09-18,UEFA Champions League,2024-2025,55.152394775036285,34.1931653252408,44.67278005013854
Club Brugge,Dortmund,0,3,0 - 3,UEFA Champions League (League phase),2024-09-18,UEFA Champions League,2024-2025,42.3208866605093,64.38844174693232,53.35466420372081
Paris Saint-Germain,Girona,1,0,1 - 0,UEFA Champions League (League phase),2024-09-18,UEFA Champions League,2024-2025,65.55614197123631,27.411267977305716,46.483704974271014
Red Star,Benfica,1,2,1 - 2,UEFA Champions League (League phase),2024-09-19,UEFA Champions League,2024-2025,59.43396226415094,56.06940229581739,57.751682279984166
Feyenoord,Bayer Leverkusen,0,4,0 - 4,UEFA Champions League (League phase),2024-09-19,UEFA Champions League,2024-2025,37.913972819633194,58.90618815147117,48.410080485552186
Monaco,Barcelona,2,1,2 - 1,UEFA Champions League (League phase),2024-09-19,UEFA Champions League,2024-2025,53.54268373136298,22.615120728328275,38.078902229845625
Atalanta,Arsenal,0,0,0 - 0,UEFA Champions League (League phase),2024-09-19,UEFA Champions League,2024-2025,21.262699564586356,19.17799181950125,20.220345692043804
Brest,Sturm Graz,2,1,2 - 1,UEFA Champions League (League phase),2024-09-19,UEFA Champions League,2024-2025,44.8871882834147,22.133526850507984,33.510357566961346
Atlético Madrid,RB Leipzig,2,1,2 - 1,UEFA Champions League (League phase),2024-09-19,UEFA Champions League,2024-2025,64.34885868848133,30.894577120992214,47.62171790473677
Stuttgart,Sparta Prague,1,1,1 - 1,UEFA Champions League (League phase),2024-10-01,UEFA Champions League,2024-2025,66.69745348990632,47.82952896160443,57.263491225755374
Red Bull Salzburg,Brest,0,4,0 - 4,UEFA Champions League (League phase),2024-10-01,UEFA Champions League,2024-2025,71.48040638606676,67.77279324449135,69.62659981527906
Arsenal,Paris Saint-Germain,2,0,2 - 0,UEFA Champions League (League phase),2024-10-01,UEFA Champions League,2024-2025,52.882966090513264,41.91845889959097,47.40071249505212
Barcelona,Young Boys,5,0,5 - 0,UEFA Champions League (League phase),2024-10-01,UEFA Champions League,2024-2025,70.26652592690328,36.03377754321151,53.15015173505739
Dortmund,Celtic,7,1,7 - 1,UEFA Champions League (League phase),2024-10-01,UEFA Champions League,2024-2025,69.79152922549149,46.07468003694419,57.93310463121784
Internazionale,Red Star,4,0,4 - 0,UEFA Champions League (League phase),2024-10-01,UEFA Champions League,2024-2025,57.77147380920966,39.38514315872806,48.57830848396886
Slovan Bratislava,Manchester City,0,4,0 - 4,UEFA Champions League (League phase),2024-10-01,UEFA Champions League,2024-2025,31.666446760786382,76.14461010687425,53.90552843383032
PSV Eindhoven,Sporting CP,1,1,1 - 1,UEFA Champions League (League phase),2024-10-01,UEFA Champions League,2024-2025,72.48977437656683,54.26177595988917,63.375775168228
Bayer Leverkusen,Milan,1,0,1 - 0,UEFA Champions League (League phase),2024-10-01,UEFA Champions League,2024-2025,58.94577120992215,51.37221269296741,55.158991951444776
Girona,Feyenoord,2,3,2 - 3,UEFA Champions League (League phase),2024-10-02,UEFA Champions League,2024-2025,49.95381976514052,45.59308615912389,47.77345296213221
Shakhtar Donetsk,Atalanta,0,3,0 - 3,UEFA Champions League (League phase),2024-10-02,UEFA Champions League,2024-2025,33.309143686502175,75.30676870299511,54.30795619474864
Liverpool,Bologna,2,0,2 - 0,UEFA Champions League (League phase),2024-10-02,UEFA Champions League,2024-2025,58.68188415358227,34.199762501649296,46.44082332761578
Aston Villa,Bayern Munich,1,0,1 - 0,UEFA Champions League (League phase),2024-10-02,UEFA Champions League,2024-2025,39.74139068478691,69.08563134978229,54.4135110172846
Benfica,Atlético Madrid,4,0,4 - 0,UEFA Champions League (League phase),2024-10-02,UEFA Champions League,2024-2025,79.77965430795619,26.13801293046576,52.95883361921098
Dinamo Zagreb,Monaco,2,2,2 - 2,UEFA Champions League (League phase),2024-10-02,UEFA Champions League,2024-2025,54.16941549017021,56.22773452962132,55.19857500989576
RB Leipzig,Juventus,2,3,2 - 3,UEFA Champions League (League phase),2024-10-02,UEFA Champions League,2024-2025,61.564850244095524,72.14012402691648,66.85248713550601
Sturm Graz,Club Brugge,0,1,0 - 1,UEFA Champions League (League phase),2024-10-02,UEFA Champions League,2024-2025,18.122443594141707,44.93336851827418,31.527906056207943
Lille,Real Madrid,1,0,1 - 0,UEFA Champions League (League phase),2024-10-02,UEFA Champions League,2024-2025,33.88309803404143,61.1690196595857,47.52605884681357
Monaco,Red Star,5,1,5 - 1,UEFA Champions League (League phase),2024-10-22,UEFA Champions League,2024-2025,71.76408497163214,29.60812772133527,50.686106346483704
Milan,Club Brugge,3,1,3 - 1,UEFA Champions League (League phase),2024-10-22,UEFA Champions League,2024-2025,59.137089325768564,34.846285789682014,46.991687557725285
Arsenal,Shakhtar Donetsk,1,0,1 - 0,UEFA Champions League (League phase),2024-10-22,UEFA Champions League,2024-2025,47.46668425913709,30.986937590711175,39.22681092492413
Aston Villa,Bologna,2,0,2 - 0,UEFA Champions League (League phase),2024-10-22,UEFA Champions League,2024-2025,58.754453094075735,45.751418392927825,52.25293574350178
Sturm Graz,Sporting CP,0,2,0 - 2,UEFA Champions League (League phase),2024-10-22,UEFA Champions League,2024-2025,43.81184852882966,53.714210317983905,48.76302942340678
Juventus,Stuttgart,0,1,0 - 1,UEFA Champions League (League phase),2024-10-22,UEFA Champions League,2024-2025,32.89352157276686,65.49676738355984,49.19514447816335
Real Madrid,Dortmund,5,2,5 - 2,UEFA Champions League (League phase),2024-10-22,UEFA Champions League,2024-2025,68.8349386462594,61.35374059902362,65.09433962264151
Girona,Slovan Bratislava,2,0,2 - 0,UEFA Champions League (League phase),2024-10-22,UEFA Champions League,2024-2025,60.383955666974536,35.28829660905133,47.83612613801293
Paris Saint-Germain,PSV Eindhoven,1,1,1 - 1,UEFA Champions League (League phase),2024-10-22,UEFA Champions League,2024-2025,76.43488586884813,47.9086950785064,62.17179047367726
Brest,Bayer Leverkusen,1,1,1 - 1,UEFA Champions League (League phase),2024-10-23,UEFA Champions League,2024-2025,39.59625280379997,42.76289747987861,41.179575141839294
Atalanta,Celtic,0,0,0 - 0,UEFA Champions League (League phase),2024-10-23,UEFA Champions League,2024-2025,66.50613537405991,29.845626072041167,48.17588072305054
Benfica,Feyenoord,1,3,1 - 3,UEFA Champions League (League phase),2024-10-23,UEFA Champions League,2024-2025,54.987465364823855,63.359282227206755,59.173373796015305
Manchester City,Sparta Prague,5,0,5 - 0,UEFA Champions League (League phase),2024-10-23,UEFA Champions League,2024-2025,70.91304921493601,22.733869903681224,46.82345955930862
Red Bull Salzburg,Dinamo Zagreb,0,2,0 - 2,UEFA Champions League (League phase),2024-10-23,UEFA Champions League,2024-2025,46.85314685314685,62.42248317720016,54.6378150151735
Young Boys,Internazionale,0,1,0 - 1,UEFA Champions League (League phase),2024-10-23,UEFA Champions League,2024-2025,43.06636759466948,71.8432510885341,57.45480934160179
Barcelona,Bayern Munich,4,1,4 - 1,UEFA Champions League (League phase),2024-10-23,UEFA Champions League,2024-2025,61.84852882966091,59.10410344372609,60.4763161366935
