League,Match_Date,Matchweek,Team,Home_Away,Home_Team,Away_Team,Home_Score,Away_Score,Home_Formation,Away_Formation,season,Formation,npxG_Expected,SoT,xAG_Expected,SCA_SCA,GCA_SCA,PrgP_Passes,PrgC_Carries,Succ_Take_Ons,Tkl,Int,Blocks,team_Shots_MQS,team_DA_MQS,team_Poss_MQS,team_Def_MQS,team_MQS
UEFA Champions League,2022-09-13,UEFA Champions League (Group stage),Porto,Home,Porto,Club Brugge,0,4,4-4-2,4-3-3,2022-2023,4-4-2,40.711175616835995,54.862119013062404,44.55732946298984,65.38461538461539,28.88243831640058,55.8055152394775,88.53410740203192,29.172714078374458,59.50653120464441,87.30043541364296,28.156748911465897,47.7866473149492,46.274794388001936,72.16981132075472,51.03410740203193,52.988520913049214
UEFA Champions League,2022-09-13,UEFA Champions League (Group stage),Club Brugge,Away,Porto,Club Brugge,0,4,4-4-2,4-3-3,2022-2023,4-3-3,77.06821480406386,79.10014513788099,83.38171262699564,55.22496371552975,97.31494920174165,44.70246734397678,65.74746008708273,87.59071117561683,44.339622641509436,50.79825834542816,35.92162554426706,78.08417997097243,78.64054184808901,55.22496371552975,54.66255442670537,65.5627391476448
UEFA Champions League,2022-09-13,UEFA Champions League (Group stage),Marseille,Home,Marseille,Eintracht Frankfurt,0,1,3-4-3,3-4-3,2022-2023,3-4-3,35.776487663280115,54.862119013062404,44.55732946298984,31.64005805515239,28.88243831640058,89.04208998548621,83.81712626995646,78.51959361393324,89.84034833091437,93.6865021770682,35.92162554426706,45.31930333817126,35.02660861151427,86.42960812772134,74.49201741654572,60.595065312046444
UEFA Champions League,2022-09-13,UEFA Champions League (Group stage),Eintracht Frankfurt,Away,Marseille,Eintracht Frankfurt,0,1,3-4-3,3-4-3,2022-2023,3-4-3,51.088534107402026,87.4455732946299,37.953555878084174,68.94049346879537,60.087082728592165,19.81132075471698,43.83164005805516,56.966618287373,83.01886792452831,21.407837445573293,35.92162554426706,69.26705370101595,55.66037735849057,31.82148040638607,49.328737300435414,51.49755904472886
UEFA Champions League,2022-09-13,UEFA Champions League (Group stage),Bayern Munich,Home,Bayern Munich,Barcelona,2,0,4-2-3-1,4-3-3,2022-2023,4-2-3-1,72.13352685050798,54.862119013062404,83.38171262699564,65.38461538461539,81.27721335268505,62.62699564586357,76.56023222060958,56.966618287373,94.55732946298984,99.20174165457183,35.92162554426706,63.497822931785194,76.68118045476535,69.59361393323658,71.66182873730044,71.1703390948674
UEFA Champions League,2022-09-13,UEFA Champions League (Group stage),Barcelona,Away,Bayern Munich,Barcelona,2,0,4-2-3-1,4-3-3,2022-2023,4-3-3,79.82583454281567,54.862119013062404,88.24383164005806,81.42235123367199,28.88243831640058,65.74746008708273,43.83164005805516,64.73149492017417,83.01886792452831,87.30043541364296,12.191582002902758,67.34397677793903,66.18287373004354,54.78955007256894,61.81059506531205,62.73255046839952
UEFA Champions League,2022-09-13,UEFA Champions League (Group stage),Bayer Leverkusen,Home,Bayer Leverkusen,Atlético Madrid,2,0,4-2-3-1,5-3-2,2022-2023,4-2-3-1,77.06821480406386,68.86792452830188,66.54571843251088,76.77793904208998,81.27721335268505,64.36865021770683,38.38896952104499,39.477503628447025,51.37880986937591,30.478955007256893,64.51378809869375,72.96806966618287,74.86695694242864,51.378809869375914,46.4622641509434,59.922153318379735
UEFA Champions League,2022-09-13,UEFA Champions League (Group stage),Atlético Madrid,Away,Bayer Leverkusen,Atlético Madrid,2,0,4-2-3-1,5-3-2,2022-2023,5-3-2,40.711175616835995,41.146589259796805,19.3033381712627,46.516690856313495,28.88243831640058,70.75471698113208,49.709724238026126,48.76632801161103,10.522496371552975,30.478955007256893,96.5166908563135,40.9288824383164,31.567489114658926,60.2322206095791,46.5711175616836,43.93719488059111
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Milan,Home,Milan,Dinamo Zagreb,3,1,4-2-3-1,5-3-2,2022-2023,4-2-3-1,65.74746008708273,79.10014513788099,50.29027576197388,71.55297532656023,93.03338171262699,72.93178519593614,86.5021770682148,39.477503628447025,59.50653120464441,50.79825834542816,55.29753265602322,72.42380261248186,71.6255442670537,79.71698113207547,51.269956458635704,65.83982055680168
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Dinamo Zagreb,Away,Milan,Dinamo Zagreb,3,1,4-2-3-1,5-3-2,2022-2023,5-3-2,11.683599419448477,41.146589259796805,13.20754716981132,16.618287373004353,60.087082728592165,28.011611030478957,22.35123367198839,7.619738751814223,66.98113207547169,95.28301886792453,19.085631349782293,26.41509433962264,29.970972423802614,25.18142235123367,47.24238026124819,34.734133790737566
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Shakhtar Donetsk,Home,Shakhtar Donetsk,Celtic,1,1,4-1-4-1,4-2-3-1,2022-2023,4-1-4-1,11.683599419448477,25.907111756168362,13.20754716981132,8.055152394775037,60.087082728592165,25.326560232220608,38.38896952104499,39.477503628447025,83.01886792452831,50.79825834542816,73.43976777939042,18.79535558780842,27.116594097726175,31.8577648766328,61.68359941944848,39.03549280907772
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Celtic,Away,Shakhtar Donetsk,Celtic,1,1,4-1-4-1,4-2-3-1,2022-2023,4-2-3-1,65.74746008708273,79.10014513788099,66.54571843251088,76.77793904208998,28.88243831640058,86.2844702467344,43.83164005805516,78.51959361393324,29.245283018867923,87.30043541364296,88.6066763425254,72.42380261248186,57.40203193033381,65.05805515239479,70.91799709724238,66.44016360997493
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Manchester City,Home,Manchester City,Dortmund,2,1,4-3-3,4-3-3,2022-2023,4-3-3,40.711175616835995,41.146589259796805,50.29027576197388,59.43396226415094,81.27721335268505,97.02467343976778,86.5021770682148,64.73149492017417,44.339622641509436,41.07402031930334,19.085631349782293,40.9288824383164,63.66715045960329,91.7634252539913,42.30769230769231,56.87425781765405
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Dortmund,Away,Manchester City,Dortmund,2,1,4-3-3,4-3-3,2022-2023,4-3-3,24.891146589259797,25.907111756168362,37.953555878084174,10.740203193033382,60.087082728592165,7.474600870827286,33.236574746008706,20.246734397677795,51.37880986937591,91.00145137880988,88.6066763425254,25.39912917271408,36.26028059990324,20.355587808417997,62.808417997097244,41.04763161366935
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Chelsea,Home,Chelsea,Red Bull Salzburg,1,1,3-5-2,4-3-1-2,2022-2023,3-5-2,51.088534107402026,54.862119013062404,44.55732946298984,81.42235123367199,60.087082728592165,91.65457184325109,49.709724238026126,39.477503628447025,95.86357039187227,75.39912917271407,55.29753265602322,52.97532656023222,62.022254475084665,70.68214804063861,66.50943396226415,63.58358622509566
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Red Bull Salzburg,Away,Chelsea,Red Bull Salzburg,1,1,3-5-2,4-3-1-2,2022-2023,4-3-1-2,11.683599419448477,41.146589259796805,13.20754716981132,2.467343976777939,35.99419448476052,3.7735849056603774,9.724238026124818,13.062409288824384,92.380261248185775,75.39912917271407,73.43976777939042,26.41509433962264,17.22302854378326,6.748911465892597,63.57039187227866,33.843514975590445
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Rangers,Home,Rangers,Napoli,0,3,3-5-2,4-2-3-1,2022-2023,3-5-2,56.313497822931794,41.146589259796805,70.89985486211901,46.516690856313495,28.88243831640058,22.85921625544267,1.1611030478955007,13.062409288824384,73.22206095791002,50.79825834542816,55.29753265602322,48.730043541364296,48.76632801161103,12.010159651669085,48.095065312046444,41.83269560628051
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Napoli,Away,Rangers,Napoli,0,3,3-5-2,4-2-3-1,2022-2023,4-2-3-1,79.82583454281567,92.3076923076923,83.38171262699564,96.9521044992743,86.13933236574745,74.23802612481857,97.53265602322206,48.76632801161103,73.22206095791002,30.478955007256893,28.156748911465897,86.06676342525398,88.8243831640058,85.88534107402032,45.15602322206096,71.90922285261908
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Real Madrid,Home,Real Madrid,RB Leipzig,2,0,4-3-3,4-2-3-1,2022-2023,4-3-3,35.776487663280115,41.146589259796805,44.55732946298984,59.43396226415094,81.27721335268505,69.59361393323658,81.13207547169812,78.51959361393324,29.245283018867923,41.07402031930334,35.92162554426706,38.46153846153846,61.756168359941945,75.36284470246736,46.19013062409289,54.33434490038264
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),RB Leipzig,Away,Real Madrid,RB Leipzig,2,0,4-3-3,4-2-3-1,2022-2023,4-2-3-1,24.891146589259797,41.146589259796805,30.76923076923077,28.519593613933235,28.88243831640058,47.09724238026125,28.156748911465897,20.246734397677795,51.37880986937591,50.79825834542816,12.191582002902758,33.0188679245283,29.390420899854863,37.62699564586357,33.65384615384615,33.09803404143027
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),FC Copenhagen,Home,FC Copenhagen,Sevilla,0,0,4-5-1,4-3-3,2022-2023,4-5-1,24.891146589259797,25.907111756168362,19.3033381712627,21.04499274310595,28.88243831640058,17.48911465892598,2.7576197387518144,72.42380261248186,44.339622641509436,69.23076923076923,97.8955007256894,25.39912917271408,23.076923076923077,10.123367198838897,70.97242380261248,38.56049610766592
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Sevilla,Away,FC Copenhagen,Sevilla,0,0,4-5-1,4-3-3,2022-2023,4-3-3,30.696661828737298,25.907111756168362,30.76923076923077,34.034833091436866,28.88243831640058,76.12481857764877,43.83164005805516,20.246734397677795,10.522496371552975,41.07402031930334,7.329462989840348,28.30188679245283,31.228834059022738,59.97822931785196,19.793178519593614,31.76540440691384
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Juventus,Home,Juventus,Benfica,1,2,3-5-2,4-2-3-1,2022-2023,3-5-2,30.696661828737298,41.146589259796805,30.76923076923077,42.96081277213353,60.087082728592165,62.62699564586357,33.236574746008706,48.76632801161103,59.50653120464441,50.79825834542816,73.43976777939042,35.92162554426705,44.605708756652156,47.93178519593614,58.127721335268504,48.548621190130625
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Benfica,Away,Juventus,Benfica,1,2,3-5-2,4-2-3-1,2022-2023,4-2-3-1,65.74746008708273,79.10014513788099,44.55732946298984,87.15529753265602,67.12626995645864,67.48911465892597,86.5021770682148,87.59071117561683,96.73439767779391,30.478955007256893,91.8722786647315,72.42380261248186,66.27963231736817,76.99564586357039,76.66908563134979,73.12310331178256
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Maccabi Haifa,Home,Maccabi Haifa,Paris Saint-Germain,1,3,5-3-2,3-4-3,2022-2023,5-3-2,40.711175616835995,68.86792452830188,50.29027576197388,55.22496371552975,60.087082728592165,51.30624092888244,73.9477503628447,64.73149492017417,59.50653120464441,50.79825834542816,35.92162554426706,54.78955007256894,55.2007740686986,62.62699564586357,52.73947750362845,55.581211241588605
UEFA Champions League,2022-09-14,UEFA Champions League (Group stage),Paris Saint-Germain,Away,Maccabi Haifa,Paris Saint-Germain,1,3,5-3-2,3-4-3,2022-2023,3-4-3,74.81857764876632,79.10014513788099,55.442670537010166,79.02757619738752,93.03338171262699,72.93178519593614,88.53410740203192,95.86357039187227,1.6690856313497822,13.715529753265601,44.412191582002905,76.95936139332366,75.8345428156749,80.73294629898403,38.91509433962264,63.50442010819369
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Bayern Munich,Home,Bayern Munich,Viktoria Plzeň,5,0,4-2-3-1,4-2-3-1,2022-2023,4-2-3-1,87.66328011611031,99.56458635703919,89.91291727140784,92.59796806966618,99.34687953555878,95.64586357039188,99.2743105950653,95.86357039187227,36.79245283018868,61.03047895500726,28.156748911465897,93.61393323657475,93.95258829221093,97.46008708272859,55.46081277213353,80.53173241852487
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Viktoria Plzeň,Away,Bayern Munich,Viktoria Plzeň,5,0,4-2-3-1,4-2-3-1,2022-2023,4-2-3-1,16.182873730043543,41.146589259796805,13.20754716981132,34.034833091436866,28.88243831640058,7.474600870827286,13.13497822931785,48.76632801161103,92.380261248185775,93.6865021770682,19.085631349782293,28.664731494920176,25.374939525882922,10.304789550072568,63.47968069666183,37.08932576857105
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Marseille,Home,Marseille,Sporting CP,4,1,3-4-3,3-4-3,2022-2023,3-4-3,91.65457184325109,87.4455732946299,50.29027576197388,81.42235123367199,81.27721335268505,87.37300435413643,88.53410740203192,39.477503628447025,78.73730043541364,75.39912917271407,7.329462989840348,89.5500725689405,70.99661344944364,87.95355587808417,50.23584905660377,69.90368122443594
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Sporting CP,Away,Marseille,Sporting CP,4,1,3-4-3,3-4-3,2022-2023,3-4-3,11.683599419448477,25.907111756168362,19.3033381712627,12.772133526850507,60.087082728592165,8.853410740203193,9.724238026124818,13.062409288824384,89.84034833091437,0.07256894049346879,19.085631349782293,18.79535558780842,30.720851475568455,9.288824383164005,30.515239477503627,24.58107929806043
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Porto,Home,Porto,Bayer Leverkusen,2,0,4-4-2,4-2-3-1,2022-2023,4-4-2,46.00870827285922,54.862119013062404,50.29027576197388,51.30624092888244,81.27721335268505,28.011611030478957,38.38896952104499,56.966618287373,59.50653120464441,81.56748911465893,28.156748911465897,50.43541364296081,60.95791001451379,33.20029027576197,56.54934687953556,52.39477503628447
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Bayer Leverkusen,Away,Porto,Bayer Leverkusen,2,0,4-4-2,4-2-3-1,2022-2023,4-2-3-1,20.174165457184326,68.86792452830188,30.76923076923077,25.036284470246734,28.88243831640058,51.30624092888244,92.67053701015965,48.76632801161103,51.37880986937591,21.407837445573293,35.92162554426706,44.52104499274311,28.22931785195936,71.98838896952104,39.36865021770682,43.19831112283943
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Liverpool,Home,Liverpool,Rangers,2,0,4-2-3-1,5-4-1,2022-2023,4-2-3-1,82.22060957910014,96.00870827285921,89.91291727140784,94.33962264150944,81.27721335268505,90.4934687953556,83.81712626995646,39.477503628447025,86.13933236574745,13.715529753265601,35.92162554426706,89.11465892597968,88.50991775520077,87.15529753265602,43.81349782293178,72.12033249769098
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Rangers,Away,Liverpool,Rangers,2,0,4-2-3-1,5-4-1,2022-2023,5-4-1,11.683599419448477,12.69956458635704,8.055152394775037,10.740203193033382,28.88243831640058,9.869375907111756,2.7576197387518144,20.246734397677795,73.22206095791002,87.30043541364296,55.29753265602322,12.19158200290276,15.892597968069667,6.313497822931785,59.0166908563135,29.159519725557466
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Internazionale,Home,Internazionale,Barcelona,1,0,3-5-2,4-3-3,2022-2023,3-5-2,4.571843251088534,25.907111756168362,3.7735849056603774,10.740203193033382,60.087082728592165,13.062409288824384,17.34397677793904,1.1611030478955007,86.13933236574745,81.56748911465893,7.329462989840348,15.239477503628448,24.86695694242864,15.203193033381712,44.049346879535555,28.334872674495315
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Barcelona,Away,Internazionale,Barcelona,1,0,3-5-2,4-3-3,2022-2023,4-3-3,16.182873730043543,25.907111756168362,19.3033381712627,25.036284470246734,28.88243831640058,97.75036284470247,95.355587808418,13.062409288824384,36.79245283018868,7.402031930333817,7.329462989840348,21.04499274310595,24.407353652636672,96.55297532656023,16.146589259796805,33.909486739675415
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Eintracht Frankfurt,Home,Eintracht Frankfurt,Tottenham Hotspur,0,0,3-4-3,3-4-3,2022-2023,3-4-3,40.711175616835995,25.907111756168362,37.953555878084174,42.96081277213353,28.88243831640058,30.333817126269956,38.38896952104499,78.51959361393324,10.522496371552975,75.39912917271407,97.8955007256894,33.30914368650218,36.59893565553943,34.361393323657474,65.58417997097243,46.13405462462066
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Tottenham Hotspur,Away,Eintracht Frankfurt,Tottenham Hotspur,0,0,3-4-3,3-4-3,2022-2023,3-4-3,65.74746008708273,12.69956458635704,70.89985486211901,38.243831640058055,28.88243831640058,79.31785195936139,56.16835994194484,39.477503628447025,44.339622641509436,75.39912917271407,79.75326560232222,39.223512336719885,46.00870827285922,67.74310595065312,59.74238026124819,53.7208074943924
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Ajax,Home,Ajax,Napoli,1,6,4-2-3-1,4-3-3,2022-2023,4-2-3-1,65.74746008708273,25.907111756168362,60.88534107402032,8.055152394775037,35.99419448476052,17.48911465892598,6.313497822931785,20.246734397677795,78.73730043541364,61.03047895500726,91.8722786647315,45.827285921625545,34.978229317851955,11.901306240928882,62.97169811320755,42.93442406649954
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Napoli,Away,Ajax,Napoli,1,6,4-2-3-1,4-3-3,2022-2023,4-3-3,97.38751814223512,99.56458635703919,96.9521044992743,97.677793904209,99.7822931785196,49.34687953555878,69.08563134978229,56.966618287373,36.79245283018868,93.6865021770682,55.29753265602322,98.47605224963715,98.13739719400097,59.21625544267053,60.685776487663276,77.50362844702467
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Club Brugge,Home,Club Brugge,Atlético Madrid,2,0,4-4-2,4-4-2,2022-2023,4-4-2,56.313497822931794,41.146589259796805,60.88534107402032,12.772133526850507,81.27721335268505,59.57910014513787,43.83164005805516,20.246734397677795,73.22206095791002,69.23076923076923,55.29753265602322,48.730043541364296,51.64489598451863,51.705370101596515,54.49927431059507,52.16387386198707
UEFA Champions League,2022-10-04,UEFA Champions League (Group stage),Atlético Madrid,Away,Club Brugge,Atlético Madrid,2,0,4-4-2,4-4-2,2022-2023,4-4-2,56.313497822931794,68.86792452830188,55.442670537010166,90.27576197387518,28.88243831640058,62.62699564586357,38.38896952104499,13.062409288824384,51.37880986937591,21.407837445573293,73.43976777939042,62.59071117561684,58.20029027576197,50.50798258345428,39.822206095791,50.917007520781105
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Red Bull Salzburg,Home,Red Bull Salzburg,Dinamo Zagreb,1,0,4-3-1-2,3-1-4-2,2022-2023,4-3-1-2,61.82873730043541,68.86792452830188,55.442670537010166,79.02757619738752,60.087082728592165,34.25253991291727,56.16835994194484,48.76632801161103,89.84034833091437,50.79825834542816,98.91146589259797,65.34833091436865,64.85244315432995,45.21044992743106,72.07910014513789,63.99920833883098
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Dinamo Zagreb,Away,Red Bull Salzburg,Dinamo Zagreb,1,0,4-3-1-2,3-1-4-2,2022-2023,3-1-4-2,24.891146589259797,41.146589259796805,24.74600870827286,31.64005805515239,28.88243831640058,53.77358490566038,49.709724238026126,64.73149492017417,59.50653120464441,21.407837445573293,44.412191582002905,33.0188679245283,28.42283502660861,51.741654571843256,47.5145137880987,40.44069138408761
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),RB Leipzig,Home,RB Leipzig,Celtic,3,1,4-2-3-1,4-3-3,2022-2023,4-2-3-1,86.13933236574745,79.10014513788099,90.9288824383164,74.31059506531204,67.12626995645864,65.74746008708273,88.53410740203192,3.4107402031930336,73.22206095791002,21.407837445573293,35.92162554426706,82.619738751814225,77.45524915336236,77.140783744557325,33.49056603773585,62.34991423670669
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Celtic,Away,RB Leipzig,Celtic,3,1,4-2-3-1,4-3-3,2022-2023,4-3-3,35.776487663280115,68.86792452830188,50.29027576197388,42.96081277213353,60.087082728592165,62.62699564586357,9.724238026124818,20.246734397677795,29.245283018867923,81.56748911465893,73.43976777939042,52.322206095791,51.112723754233194,36.17561683599419,51.12481857764877,48.62119013062409
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Chelsea,Home,Chelsea,Milan,3,0,3-4-3,4-2-3-1,2022-2023,3-4-3,46.00870827285922,79.10014513788099,60.88534107402032,34.034833091436866,86.13933236574745,36.79245283018868,17.34397677793904,64.73149492017417,44.339622641509436,69.23076923076923,88.6066763425254,62.554426705370105,60.35316884373488,27.06821480406386,66.72714078374456,57.019395698640984
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Milan,Away,Chelsea,Milan,3,0,3-4-3,4-2-3-1,2022-2023,4-2-3-1,11.683599419448477,12.69956458635704,13.20754716981132,4.426705370101597,28.88243831640058,22.85921625544267,28.156748911465897,48.76632801161103,51.37880986937591,41.07402031930334,64.51378809869375,12.19158200290276,15.505563618771166,25.507982583454286,51.433236574746005,29.78625148436469
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Benfica,Home,Benfica,Paris Saint-Germain,1,1,4-2-3-1,3-4-3,2022-2023,4-2-3-1,61.82873730043541,79.10014513788099,50.29027576197388,21.04499274310595,28.88243831640058,15.09433962264151,33.236574746008706,56.966618287373,86.13933236574745,81.56748911465893,91.8722786647315,70.4644412191582,33.405902273826804,24.165457184325106,79.13642960812771,55.093020187359805
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Paris Saint-Germain,Away,Benfica,Paris Saint-Germain,1,1,4-2-3-1,3-4-3,2022-2023,3-4-3,40.711175616835995,87.4455732946299,30.76923076923077,68.94049346879537,60.087082728592165,90.4934687953556,83.81712626995646,94.04934687953556,44.339622641509436,41.07402031930334,7.329462989840348,64.07837445573294,53.2656023222061,87.15529753265602,46.698113207547166,59.00514579759863
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Manchester City,Home,Manchester City,FC Copenhagen,5,0,4-4-2,4-3-3,2022-2023,4-4-2,98.33091436865021,99.7822931785196,90.9288824383164,99.05660377358491,95.50072568940493,95.21044992743106,98.18577648766328,56.966618287373,15.239477503628446,2.39477503628447,7.329462989840348,99.0566037735849,95.16207063376875,96.69811320754717,20.482583454281567,68.99327088006333
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),FC Copenhagen,Away,Manchester City,FC Copenhagen,5,0,4-4-2,4-3-3,2022-2023,4-3-3,16.182873730043543,3.483309143686502,24.74600870827286,1.3062409288824384,28.88243831640058,1.0885341074020318,0.7256894049346879,29.172714078374458,51.37880986937591,41.07402031930334,55.29753265602322,9.833091436865022,18.311562651185294,0.9071117561683599,44.23076923076923,23.0307428420636
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Real Madrid,Home,Real Madrid,Shakhtar Donetsk,2,1,4-3-3,4-1-4-1,2022-2023,4-3-3,97.8955007256894,99.56458635703919,97.8955007256894,99.7822931785196,81.27721335268505,88.1712626995646,83.81712626995646,94.04934687953556,44.339622641509436,13.715529753265601,44.412191582002905,98.7300435413643,92.98500241896468,85.99419448476053,49.12917271407838,76.81092492413248
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Shakhtar Donetsk,Away,Real Madrid,Shakhtar Donetsk,2,1,4-3-3,4-1-4-1,2022-2023,4-1-4-1,30.696661828737298,41.146589259796805,30.76923076923077,55.22496371552975,60.087082728592165,25.326560232220608,73.9477503628447,3.4107402031930336,59.50653120464441,95.28301886792453,64.51378809869375,35.92162554426705,48.69375907111756,49.63715529753266,55.67851959361393,49.082992479218895
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Juventus,Home,Juventus,Maccabi Haifa,3,1,4-3-3,5-3-2,2022-2023,4-3-3,87.66328011611031,87.4455732946299,93.6865021770682,76.77793904208998,93.03338171262699,49.34687953555878,88.53410740203192,48.76632801161103,73.22206095791002,30.478955007256893,96.5166908563135,87.5544267053701,87.8326076439284,68.94049346879535,62.24600870827286,75.04288164665523
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Maccabi Haifa,Away,Juventus,Maccabi Haifa,3,1,4-3-3,5-3-2,2022-2023,5-3-2,82.22060957910014,54.862119013062404,89.91291727140784,92.59796806966618,60.087082728592165,62.62699564586357,49.709724238026126,29.172714078374458,21.988388969521043,21.407837445573293,28.156748911465897,68.54136429608127,80.86598935655539,56.16835994194485,25.18142235123367,53.885736904604826
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Sevilla,Home,Sevilla,Dortmund,1,4,3-4-3,4-2-3-1,2022-2023,3-4-3,82.22060957910014,79.10014513788099,75.76197387518143,87.15529753265602,35.99419448476052,81.78519593613933,28.156748911465897,29.172714078374458,66.98113207547169,61.03047895500726,73.43976777939042,80.66037735849056,66.30382196419933,54.970972423802614,57.65602322206096,63.7089325768571
UEFA Champions League,2022-10-05,UEFA Champions League (Group stage),Dortmund,Away,Sevilla,Dortmund,1,4,3-4-3,4-2-3-1,2022-2023,4-2-3-1,91.65457184325109,87.4455732946299,83.38171262699564,81.42235123367199,95.50072568940493,30.333817126269956,61.46589259796807,78.51959361393324,29.245283018867923,97.24238026124819,85.05079825834542,89.5500725689405,86.76826318335752,45.899854862119014,72.5145137880987,74.66024541496239
UEFA Champions League,2022-10-11,UEFA Champions League (Group stage),FC Copenhagen,Home,FC Copenhagen,Manchester City,0,0,3-4-3,4-2-3-1,2022-2023,3-4-3,6.966618287373004,12.69956458635704,3.7735849056603774,8.055152394775037,28.88243831640058,42.01741654571843,9.724238026124818,3.4107402031930336,5.152394775036284,61.03047895500726,64.51378809869375,9.833091436865022,13.570391872278664,25.870827285921628,33.52685050798258,22.384219554030874
UEFA Champions League,2022-10-11,UEFA Champions League (Group stage),Manchester City,Away,FC Copenhagen,Manchester City,0,0,3-4-3,4-2-3-1,2022-2023,4-2-3-1,35.776487663280115,41.146589259796805,30.76923076923077,55.22496371552975,28.88243831640058,34.25253991291727,86.5021770682148,7.619738751814223,15.239477503628446,7.402031930333817,19.085631349782293,38.46153846153846,38.29221093372037,60.37735849056604,12.336719883889694,32.900118749175356
UEFA Champions League,2022-10-11,UEFA Champions League (Group stage),Maccabi Haifa,Home,Maccabi Haifa,Juventus,2,0,4-3-3,4-4-2,2022-2023,4-3-3,30.696661828737298,54.862119013062404,37.953555878084174,74.31059506531204,81.27721335268505,47.09724238026125,33.236574746008706,29.172714078374458,94.55732946298984,75.39912917271407,3.265602322206096,42.77939042089985,64.51378809869375,40.16690856313498,50.59869375907112,51.07533975458504
UEFA Champions League,2022-10-11,UEFA Champions League (Group stage),Juventus,Away,Maccabi Haifa,Juventus,2,0,4-3-3,4-4-2,2022-2023,4-4-2,16.182873730043543,68.86792452830188,24.74600870827286,46.516690856313495,28.88243831640058,81.78519593613933,28.156748911465897,39.477503628447025,36.79245283018868,69.23076923076923,64.51378809869375,42.52539912917271,33.38171262699564,54.970972423802614,52.50362844702467,45.92294497954875
UEFA Champions League,2022-10-11,UEFA Champions League (Group stage),Celtic,Home,Celtic,RB Leipzig,0,2,4-2-3-1,4-2-3-1,2022-2023,4-2-3-1,79.82583454281567,25.907111756168362,83.38171262699564,71.55297532656023,28.88243831640058,72.93178519593614,22.35123367198839,20.246734397677795,73.22206095791002,21.407837445573293,88.6066763425254,52.866473149492016,61.27237542331881,47.64150943396227,50.87082728592163,53.483309143686505
UEFA Champions League,2022-10-11,UEFA Champions League (Group stage),RB Leipzig,Away,Celtic,RB Leipzig,0,2,4-2-3-1,4-2-3-1,2022-2023,4-2-3-1,72.13352685050798,68.86792452830188,78.15674891146588,65.38461538461539,81.27721335268505,85.26850507982583,65.74746008708273,83.09143686502178,59.50653120464441,13.715529753265601,73.43976777939042,70.50072568940493,74.93952588292211,75.50798258345428,57.438316400580554,67.87175089061881
