"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"UEFA Champions League","2023-09-19","UEFA Champions League (Group stage)","Feyenoord","4-2-3-1",2,1.6,"Calvin Stengs · 45+2&rsquor; Alireza Jahanbakhsh · 76&rsquor;","1","0","Celtic","4-3-3",0,0.3,"Gustaf Lagerbielke · 63&rsquor; Odin Thiago Holm · 68&rsquor;","4","2","Feyenoord","Home",990,2,0,0,1,15,4,1,0,786,19,6,9,1.6,0.8,0.6,28,4,585,681,85.9,46,525,22,21,9
"UEFA Champions League","2023-09-19","UEFA Champions League (Group stage)","Feyenoord","4-2-3-1",2,1.6,"Calvin Stengs · 45+2&rsquor; Alireza Jahanbakhsh · 76&rsquor;","1","0","Celtic","4-3-3",0,0.3,"Gustaf Lagerbielke · 63&rsquor; Odin Thiago Holm · 68&rsquor;","4","2","Celtic","Away",939,0,0,0,0,8,3,3,2,565,18,7,16,0.3,0.3,0.2,11,0,356,444,80.2,19,277,11,22,9
"UEFA Champions League","2023-09-19","UEFA Champions League (Group stage)","Shakhtar Donetsk","4-3-3",1,0.5,"Kevin Kelsy · 13&rsquor;","3","0","Porto","4-2-3-1",3,1.8,"Galeno · 8&rsquor; Galeno · 15&rsquor; Mehdi Taremi · 29&rsquor;","2","0","Shakhtar Donetsk","Home",990,1,1,0,0,9,4,3,0,565,12,11,2,0.5,0.5,0.4,18,2,425,488,87.1,29,429,11,13,4
"UEFA Champions League","2023-09-19","UEFA Champions League (Group stage)","Shakhtar Donetsk","4-3-3",1,0.5,"Kevin Kelsy · 13&rsquor;","3","0","Porto","4-2-3-1",3,1.8,"Galeno · 8&rsquor; Galeno · 15&rsquor; Mehdi Taremi · 29&rsquor;","2","0","Porto","Away",990,3,1,0,0,13,9,2,0,663,23,8,7,1.8,1.8,1.2,24,4,504,562,89.7,31,507,11,15,9
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Real Madrid","4-3-1-2",1,3.7,"Jude Bellingham · 90+4&rsquor;","1","0","Union Berlin","3-5-2",0,0.2,"","1","0","Real Madrid","Home",990,1,0,0,0,32,7,1,0,976,6,5,4,3.8,3.8,2.7,62,1,786,881,89.2,82,793,35,14,6
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Real Madrid","4-3-1-2",1,3.7,"Jude Bellingham · 90+4&rsquor;","1","0","Union Berlin","3-5-2",0,0.2,"","1","0","Union Berlin","Away",990,0,0,0,0,4,0,1,0,408,15,9,16,0.2,0.2,0.2,8,0,194,289,67.1,12,207,8,6,2
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Galatasaray","4-2-3-1",2,1.1,"Sacha Boey · 86&rsquor; Tetê · 88&rsquor;","2","0","FC Copenhagen","4-3-3",2,0.6,"Mohamed Elyounoussi · 35&rsquor; Diogo Gonçalves · 58&rsquor; Elias Jelert · 73&rsquor;","6","1","Galatasaray","Home",990,2,1,0,0,14,5,2,0,760,20,9,11,1.1,1.1,1,24,4,524,648,80.9,68,533,13,27,13
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Galatasaray","4-2-3-1",2,1.1,"Sacha Boey · 86&rsquor; Tetê · 88&rsquor;","2","0","FC Copenhagen","4-3-3",2,0.6,"Mohamed Elyounoussi · 35&rsquor; Diogo Gonçalves · 58&rsquor; Elias Jelert · 73&rsquor;","6","1","FC Copenhagen","Away",972,2,2,0,0,7,3,5,1,500,18,10,12,0.6,0.6,0.6,14,4,261,377,69.2,18,248,7,22,8
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Benfica","4-2-3-1",0,1.5,"António Silva · 13&rsquor;","3","1","Red Bull Salzburg","4-1-2-1-2",2,3.3,"Roko Simic (P) · 15&rsquor; Oscar Gloukh · 51&rsquor;","4","0","Benfica","Home",912,0,0,0,0,15,6,3,1,675,18,5,16,1.5,1.5,1,27,0,443,554,80,38,482,26,33,19
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Benfica","4-2-3-1",0,1.5,"António Silva · 13&rsquor;","3","1","Red Bull Salzburg","4-1-2-1-2",2,3.3,"Roko Simic (P) · 15&rsquor; Oscar Gloukh · 51&rsquor;","4","0","Red Bull Salzburg","Away",990,2,1,1,2,12,4,4,0,556,25,12,11,3.3,1.8,1.6,23,3,315,424,74.3,33,365,23,18,7
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Braga","4-2-3-1",1,1.4,"Bruma · 84&rsquor;","3","0","Napoli","4-3-3",2,1.7,"Giovanni Di Lorenzo · 45+1&rsquor; Sikou Niakaté (OG) · 88&rsquor;","6","0","Braga","Home",990,1,1,0,0,16,2,3,0,653,19,5,16,1.4,1.4,1.1,31,2,413,523,79,53,346,14,14,9
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Braga","4-2-3-1",1,1.4,"Bruma · 84&rsquor;","3","0","Napoli","4-3-3",2,1.7,"Giovanni Di Lorenzo · 45+1&rsquor; Sikou Niakaté (OG) · 88&rsquor;","6","0","Napoli","Away",990,1,0,0,0,18,6,6,0,586,14,14,11,1.7,1.7,1.1,30,2,357,459,77.8,40,263,17,20,7
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Arsenal","4-3-3",4,2.3,"Bukayo Saka · 8&rsquor; Leandro Trossard · 20&rsquor; Gabriel Jesus · 38&rsquor; Martin Ødegaard · 70&rsquor;","1","0","PSV Eindhoven","4-2-3-1",0,0.5,"","3","0","Arsenal","Home",990,4,3,0,0,18,8,1,0,726,8,7,10,2.3,2.3,1.9,35,7,543,618,87.9,49,518,23,23,12
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Arsenal","4-3-3",4,2.3,"Bukayo Saka · 8&rsquor; Leandro Trossard · 20&rsquor; Gabriel Jesus · 38&rsquor; Martin Ødegaard · 70&rsquor;","1","0","PSV Eindhoven","4-2-3-1",0,0.5,"","3","0","PSV Eindhoven","Away",990,0,0,0,0,12,4,3,0,538,16,5,18,0.5,0.5,0.5,21,0,358,444,80.6,37,299,27,21,15
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Real Sociedad","4-3-3",1,1.3,"Brais Méndez · 4&rsquor;","3","0","Internazionale","3-5-2",1,0.5,"Lautaro Martínez · 87&rsquor;","3","0","Real Sociedad","Home",990,1,0,0,0,14,5,3,0,488,14,8,9,1.4,1.4,1.1,23,0,300,391,76.7,32,293,12,14,5
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Real Sociedad","4-3-3",1,1.3,"Brais Méndez · 4&rsquor;","3","0","Internazionale","3-5-2",1,0.5,"Lautaro Martínez · 87&rsquor;","3","0","Internazionale","Away",990,1,1,0,0,6,1,3,0,598,19,4,11,0.5,0.5,0.5,11,1,394,494,79.8,23,283,11,9,3
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Sevilla","4-2-3-1",1,0.8,"Lucas Ocampos · 9&rsquor;","3","0","Lens","3-4-3",1,1.3,"Angelo Fulgini · 24&rsquor;","5","0","Sevilla","Home",990,1,1,0,0,10,5,3,0,625,13,10,21,0.8,0.8,0.8,18,2,399,505,79,40,437,19,28,8
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Sevilla","4-2-3-1",1,0.8,"Lucas Ocampos · 9&rsquor;","3","0","Lens","3-4-3",1,1.3,"Angelo Fulgini · 24&rsquor;","5","0","Lens","Away",990,1,0,0,0,12,3,5,0,531,26,6,7,1.4,1.4,1.3,24,2,296,402,73.6,32,334,22,15,7
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",4,2.2,"Leroy Sané · 28&rsquor; Serge Gnabry · 32&rsquor; Harry Kane (P) · 53&rsquor; Mathys Tel · 90+2&rsquor;","1","0","Manchester United","4-2-3-1",3,1.7,"Rasmus Højlund · 49&rsquor; Casemiro · 88&rsquor; Casemiro · 90+5&rsquor;","1","0","Bayern Munich","Home",990,4,3,1,1,18,8,1,0,721,15,4,8,2.3,1.5,1.4,35,7,558,631,88.4,43,543,29,22,17
"UEFA Champions League","2023-09-20","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",4,2.2,"Leroy Sané · 28&rsquor; Serge Gnabry · 32&rsquor; Harry Kane (P) · 53&rsquor; Mathys Tel · 90+2&rsquor;","1","0","Manchester United","4-2-3-1",3,1.7,"Rasmus Højlund · 49&rsquor; Casemiro · 88&rsquor; Casemiro · 90+5&rsquor;","1","0","Manchester United","Away",990,3,3,0,0,9,4,1,0,520,13,7,13,1.7,1.7,1.5,16,6,361,433,83.4,33,321,16,18,11
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Red Bull Salzburg","4-1-2-1-2",0,0.6,"","4","0","Real Sociedad","4-4-2",2,1.2,"Mikel Oyarzabal · 7&rsquor; Brais Méndez · 27&rsquor;","2","0","Red Bull Salzburg","Home",990,0,0,0,0,11,1,4,0,585,16,8,13,0.7,0.7,0.4,20,0,352,473,74.4,44,388,16,18,6
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Red Bull Salzburg","4-1-2-1-2",0,0.6,"","4","0","Real Sociedad","4-4-2",2,1.2,"Mikel Oyarzabal · 7&rsquor; Brais Méndez · 27&rsquor;","2","0","Real Sociedad","Away",990,2,2,0,0,15,5,2,0,656,20,8,16,1.2,1.2,1.2,26,4,421,519,81.1,41,437,15,22,10
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Union Berlin","5-3-2",2,2,"Sheraldo Becker · 30&rsquor; Sheraldo Becker · 37&rsquor;","3","0","Braga","4-2-3-1",3,1.2,"Sikou Niakaté · 41&rsquor; Bruma · 51&rsquor; André Castro · 90+4&rsquor;","3","0","Union Berlin","Home",990,2,2,0,0,13,5,3,0,448,11,7,12,2,2,1.8,26,4,251,360,69.7,33,224,16,9,6
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Union Berlin","5-3-2",2,2,"Sheraldo Becker · 30&rsquor; Sheraldo Becker · 37&rsquor;","3","0","Braga","4-2-3-1",3,1.2,"Sikou Niakaté · 41&rsquor; Bruma · 51&rsquor; André Castro · 90+4&rsquor;","3","0","Braga","Away",990,3,3,0,0,12,6,3,0,724,7,7,11,1.2,1.2,0.5,20,5,527,626,84.2,46,538,20,15,7
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Manchester United","4-3-3",2,2.3,"Rasmus Højlund · 17&rsquor; Rasmus Højlund · 67&rsquor; Casemiro · 77&rsquor;","4","1","Galatasaray","4-2-3-1",3,2.6,"Wilfried Zaha · 23&rsquor; Kerem Aktürkoğlu · 71&rsquor; Mauro Icardi · 81&rsquor;","4","0","Manchester United","Home",976,2,1,0,0,16,5,3,1,624,9,7,16,2.3,2.3,1.5,25,2,373,512,72.9,39,360,19,28,13
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Manchester United","4-3-3",2,2.3,"Rasmus Højlund · 17&rsquor; Rasmus Højlund · 67&rsquor; Casemiro · 77&rsquor;","4","1","Galatasaray","4-2-3-1",3,2.6,"Wilfried Zaha · 23&rsquor; Kerem Aktürkoğlu · 71&rsquor; Mauro Icardi · 81&rsquor;","4","0","Galatasaray","Away",990,3,3,0,1,13,4,4,0,545,16,16,15,2.6,1.8,1.7,24,5,292,417,70,31,317,17,10,4
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","FC Copenhagen","4-3-3",1,0.9,"Lukas Lerager · 55&rsquor;","3","0","Bayern Munich","4-2-3-1",2,0.9,"Jamal Musiala · 67&rsquor; Mathys Tel · 83&rsquor;","1","0","FC Copenhagen","Home",990,1,0,0,0,11,4,3,0,598,22,10,17,0.9,0.9,0.7,20,1,382,480,79.6,28,352,10,21,11
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","FC Copenhagen","4-3-3",1,0.9,"Lukas Lerager · 55&rsquor;","3","0","Bayern Munich","4-2-3-1",2,0.9,"Jamal Musiala · 67&rsquor; Mathys Tel · 83&rsquor;","1","0","Bayern Munich","Away",990,2,2,0,0,15,5,1,0,760,17,12,17,0.9,0.9,0.7,27,4,548,648,84.6,74,470,30,20,12
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","PSV Eindhoven","4-3-3",2,2.6,"Luuk de Jong (P) · 86&rsquor; Jordan Teze · 90+5&rsquor;","3","0","Sevilla","4-2-3-1",2,1.3,"Nemanja Gudelj · 68&rsquor; Youssef En-Nesyri · 87&rsquor;","2","0","PSV Eindhoven","Home",990,2,0,1,1,25,7,3,0,637,18,10,5,2.6,1.8,1.6,49,3,416,522,79.7,56,351,34,27,16
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","PSV Eindhoven","4-3-3",2,2.6,"Luuk de Jong (P) · 86&rsquor; Jordan Teze · 90+5&rsquor;","3","0","Sevilla","4-2-3-1",2,1.3,"Nemanja Gudelj · 68&rsquor; Youssef En-Nesyri · 87&rsquor;","2","0","Sevilla","Away",990,2,2,0,0,10,2,2,0,438,17,6,13,1.3,1.3,1.2,17,4,208,308,67.5,24,227,11,16,7
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Internazionale","3-5-2",1,3.8,"Marcus Thuram · 62&rsquor;","4","0","Benfica","4-2-3-1",0,0.3,"","0","0","Internazionale","Home",990,1,1,0,0,21,7,4,0,651,16,9,8,3.9,3.9,2.9,35,2,411,528,77.8,55,280,30,27,13
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Internazionale","3-5-2",1,3.8,"Marcus Thuram · 62&rsquor;","4","0","Benfica","4-2-3-1",0,0.3,"","0","0","Benfica","Away",990,0,0,0,0,6,3,0,0,722,18,11,15,0.3,0.3,0.3,11,0,477,592,80.6,32,430,14,10,5
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Napoli","4-3-3",2,1.9,"Leo Skiri Østigård · 19&rsquor; Piotr Zieliński (P) · 54&rsquor;","1","0","Real Madrid","4-3-1-2",3,1.4,"Vinicius Júnior · 27&rsquor; Jude Bellingham · 34&rsquor; Alex Meret (OG) · 78&rsquor;","3","0","Napoli","Home",990,2,0,1,1,17,6,1,0,648,16,8,14,2,1.2,0.9,32,2,473,545,86.8,46,422,18,18,6
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Napoli","4-3-3",2,1.9,"Leo Skiri Østigård · 19&rsquor; Piotr Zieliński (P) · 54&rsquor;","1","0","Real Madrid","4-3-1-2",3,1.4,"Vinicius Júnior · 27&rsquor; Jude Bellingham · 34&rsquor; Alex Meret (OG) · 78&rsquor;","3","0","Real Madrid","Away",990,2,2,0,0,18,5,3,0,660,23,6,11,1.5,1.5,0.9,34,4,479,544,88.1,33,486,22,22,11
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Lens","3-4-3",2,0.7,"Adrien Thomasson · 25&rsquor; Elye Wahi · 69&rsquor;","1","0","Arsenal","4-3-3",1,1.5,"Gabriel Jesus · 14&rsquor;","1","0","Lens","Home",990,2,2,0,0,10,3,1,0,469,16,6,14,0.7,0.7,0.7,18,4,280,376,74.5,26,320,15,12,3
"UEFA Champions League","2023-10-03","UEFA Champions League (Group stage)","Lens","3-4-3",2,0.7,"Adrien Thomasson · 25&rsquor; Elye Wahi · 69&rsquor;","1","0","Arsenal","4-3-3",1,1.5,"Gabriel Jesus · 14&rsquor;","1","0","Arsenal","Away",990,1,1,0,0,11,6,1,0,821,11,9,5,1.5,1.5,1.1,17,1,645,729,88.5,50,682,17,18,7
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Atlético Madrid","3-5-2",3,0.8,"Álvaro Morata · 12&rsquor; Antoine Griezmann · 45+3&rsquor; Álvaro Morata · 47&rsquor;","4","0","Feyenoord","4-3-3",2,2.4,"Mario Hermoso (OG) · 7&rsquor; Dávid Hancko · 34&rsquor;","1","0","Atlético Madrid","Home",990,3,1,0,0,7,3,4,0,636,12,9,11,0.8,0.8,0.3,11,3,431,523,82.4,30,384,9,13,5
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Atlético Madrid","3-5-2",3,0.8,"Álvaro Morata · 12&rsquor; Antoine Griezmann · 45+3&rsquor; Álvaro Morata · 47&rsquor;","4","0","Feyenoord","4-3-3",2,2.4,"Mario Hermoso (OG) · 7&rsquor; Dávid Hancko · 34&rsquor;","1","0","Feyenoord","Away",990,1,0,0,0,17,7,1,0,674,15,12,7,2.5,2.5,1.8,29,1,464,569,81.5,51,422,22,19,14
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Antwerp","4-3-3",2,1.8,"Arbnor Muja · 3&rsquor; Michel-Ange Balikwisha · 33&rsquor;","3","0","Shakhtar Donetsk","4-2-3-1",3,2.3,"Danylo Sikan · 48&rsquor; Yaroslav Rakitskiy · 71&rsquor; Danylo Sikan · 76&rsquor;","3","0","Antwerp","Home",990,2,2,0,1,12,6,3,0,657,14,7,15,1.8,1.1,0.8,23,4,464,554,83.8,34,479,13,20,8
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Antwerp","4-3-3",2,1.8,"Arbnor Muja · 3&rsquor; Michel-Ange Balikwisha · 33&rsquor;","3","0","Shakhtar Donetsk","4-2-3-1",3,2.3,"Danylo Sikan · 48&rsquor; Yaroslav Rakitskiy · 71&rsquor; Danylo Sikan · 76&rsquor;","3","0","Shakhtar Donetsk","Away",990,3,1,0,0,16,6,3,0,591,22,7,8,2.3,2.3,1.8,27,5,400,489,81.8,38,423,10,9,6
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Porto","4-4-2",0,0.7,"","1","0","Barcelona","4-3-3",1,1.3,"Ferrán Torres · 45+1&rsquor; Gavi · 90+3&rsquor;","8","1","Porto","Home",990,0,0,0,0,13,5,1,0,529,19,5,11,0.7,0.7,0.6,25,0,335,417,80.3,52,345,21,23,8
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Porto","4-4-2",0,0.7,"","1","0","Barcelona","4-3-3",1,1.3,"Ferrán Torres · 45+1&rsquor; Gavi · 90+3&rsquor;","8","1","Barcelona","Away",989,1,1,0,0,14,4,7,1,635,15,7,8,1.3,1.3,1.1,19,1,449,532,84.4,34,426,26,24,12
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Newcastle United","4-3-3",4,0.9,"Miguel Almirón · 17&rsquor; Dan Burn · 39&rsquor; Sean Longstaff · 50&rsquor; Fabian Schär · 90+1&rsquor;","3","0","Paris Saint-Germain","4-2-3-1",1,0.9,"Lucas Hernández · 56&rsquor;","4","0","Newcastle United","Home",990,4,3,0,0,12,8,3,0,366,19,8,13,1,1,0.6,19,7,187,269,69.5,23,224,8,17,6
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Newcastle United","4-3-3",4,0.9,"Miguel Almirón · 17&rsquor; Dan Burn · 39&rsquor; Sean Longstaff · 50&rsquor; Fabian Schär · 90+1&rsquor;","3","0","Paris Saint-Germain","4-2-3-1",1,0.9,"Lucas Hernández · 56&rsquor;","4","0","Paris Saint-Germain","Away",990,1,1,0,0,11,2,4,0,807,14,6,8,0.9,0.9,0.9,22,2,632,727,86.9,52,660,30,22,9
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Celtic","4-3-3",1,1.1,"Kyogo Furuhashi · 12&rsquor;","2","0","Lazio","4-3-3",2,0.7,"Matías Vecino · 29&rsquor; Pedro · 90+5&rsquor;","4","0","Celtic","Home",990,1,1,0,0,11,4,2,0,795,14,10,12,1.1,1.1,0.9,21,2,598,695,86,47,531,12,17,7
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Celtic","4-3-3",1,1.1,"Kyogo Furuhashi · 12&rsquor;","2","0","Lazio","4-3-3",2,0.7,"Matías Vecino · 29&rsquor; Pedro · 90+5&rsquor;","4","0","Lazio","Away",990,2,2,0,0,9,3,4,0,671,18,11,12,0.8,0.8,0.7,17,3,471,572,82.3,34,444,14,17,8
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Dortmund","4-2-3-1",0,1,"","3","0","Milan","4-3-3",0,1.6,"","2","0","Dortmund","Home",990,0,0,0,0,18,3,3,0,666,19,9,15,1,1,0.7,31,0,466,554,84.1,41,425,29,12,4
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Dortmund","4-2-3-1",0,1,"","3","0","Milan","4-3-3",0,1.6,"","2","0","Milan","Away",990,0,0,0,0,14,2,2,0,531,19,10,15,1.7,1.7,1.4,25,0,327,412,79.4,27,328,20,21,10
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Red Star","4-2-3-1",2,2.6,"Cherif Ndiaye · 35&rsquor; Osman Bukari · 88&rsquor;","6","0","Young Boys","4-3-3",2,2.6,"Filip Ugrinic · 48&rsquor; Cedric Itten (P) · 61&rsquor;","3","0","Red Star","Home",990,2,2,0,0,20,9,6,0,492,23,7,14,2.8,2.8,2.3,32,3,237,366,64.8,34,227,15,28,14
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","Red Star","4-2-3-1",2,2.6,"Cherif Ndiaye · 35&rsquor; Osman Bukari · 88&rsquor;","6","0","Young Boys","4-3-3",2,2.6,"Filip Ugrinic · 48&rsquor; Cedric Itten (P) · 61&rsquor;","3","0","Young Boys","Away",990,2,1,1,1,17,5,3,0,520,15,6,17,2.7,1.9,1.7,31,3,264,371,71.2,23,246,17,22,8
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","RB Leipzig","4-2-3-1",1,0.5,"Loïs Openda · 48&rsquor;","2","0","Manchester City","3-2-4-1",3,2.2,"Phil Foden · 25&rsquor; Julián Álvarez · 84&rsquor; Jeremy Doku · 90+2&rsquor;","1","0","RB Leipzig","Home",990,1,1,0,0,3,1,2,0,473,14,14,12,0.5,0.5,0.4,4,2,310,377,82.2,16,284,14,8,3
