"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"UEFA Champions League","2023-10-04","UEFA Champions League (Group stage)","RB Leipzig","4-2-3-1",1,0.5,"Loïs Openda · 48&rsquor;","2","0","Manchester City","3-2-4-1",3,2.2,"Phil Foden · 25&rsquor; Julián Álvarez · 84&rsquor; Jeremy Doku · 90+2&rsquor;","1","0","Manchester City","Away",990,3,3,0,0,18,5,1,0,882,7,7,5,2.3,2.3,2,33,6,736,809,91,69,578,33,13,6
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Internazionale","3-5-2",2,2.3,"Alexis Sánchez · 19&rsquor; Hakan Çalhanoğlu (P) · 64&rsquor;","1","0","Red Bull Salzburg","4-2-3-1",1,0.5,"Oscar Gloukh · 57&rsquor;","2","0","Internazionale","Home",990,2,1,1,1,16,2,1,0,657,15,7,11,2.4,1.6,1.4,32,4,454,558,81.4,38,488,16,7,4
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Internazionale","3-5-2",2,2.3,"Alexis Sánchez · 19&rsquor; Hakan Çalhanoğlu (P) · 64&rsquor;","1","0","Red Bull Salzburg","4-2-3-1",1,0.5,"Oscar Gloukh · 57&rsquor;","2","0","Red Bull Salzburg","Away",990,1,1,0,0,11,6,2,0,565,7,3,15,0.5,0.5,0.4,19,2,365,459,79.5,38,386,18,14,9
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Galatasaray","4-2-3-1",1,2.7,"Mauro Icardi (P) · 30&rsquor;","2","0","Bayern Munich","4-2-3-1",3,1.9,"Kingsley Coman · 8&rsquor; Harry Kane · 73&rsquor; Jamal Musiala · 79&rsquor;","3","0","Galatasaray","Home",990,1,0,1,1,19,3,2,0,612,23,9,10,2.7,1.9,1.5,37,2,397,496,80,57,409,18,27,12
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Galatasaray","4-2-3-1",1,2.7,"Mauro Icardi (P) · 30&rsquor;","2","0","Bayern Munich","4-2-3-1",3,1.9,"Kingsley Coman · 8&rsquor; Harry Kane · 73&rsquor; Jamal Musiala · 79&rsquor;","3","0","Bayern Munich","Away",990,3,2,0,0,14,6,3,0,586,21,11,14,1.9,1.9,1.6,26,5,377,459,82.1,28,340,25,30,18
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Braga","4-2-3-1",1,1.5,"Álvaro djaló · 63&rsquor;","0","0","Real Madrid","4-3-1-2",2,0.9,"Rodrygo · 16&rsquor; Jude Bellingham · 61&rsquor;","2","0","Braga","Home",990,1,1,0,0,16,3,0,0,612,19,2,6,1.5,1.5,1.3,29,2,448,521,86,44,436,24,16,8
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Braga","4-2-3-1",1,1.5,"Álvaro djaló · 63&rsquor;","0","0","Real Madrid","4-3-1-2",2,0.9,"Rodrygo · 16&rsquor; Jude Bellingham · 61&rsquor;","2","0","Real Madrid","Away",990,2,1,0,0,13,6,2,0,670,12,6,8,0.9,0.9,0.5,23,4,513,574,89.4,42,516,27,19,7
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Manchester United","4-2-3-1",1,1.7,"Harry Maguire · 72&rsquor;","2","0","FC Copenhagen","4-3-3",0,1.9,"","0","0","Manchester United","Home",990,1,1,0,0,15,5,2,0,667,11,8,12,1.8,1.8,1.3,27,2,460,552,83.3,51,385,21,20,9
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Manchester United","4-2-3-1",1,1.7,"Harry Maguire · 72&rsquor;","2","0","FC Copenhagen","4-3-3",0,1.9,"","0","0","FC Copenhagen","Away",990,0,0,0,1,15,3,0,0,657,17,6,10,2.2,1.4,1.2,28,0,447,546,81.9,31,389,21,15,9
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Benfica","4-2-3-1",0,0.5,"","1","0","Real Sociedad","4-3-3",1,0.9,"Brais Méndez · 63&rsquor;","2","0","Benfica","Home",990,0,0,0,0,10,3,1,0,515,25,7,6,0.5,0.5,0.3,16,0,301,392,76.8,23,252,8,24,8
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Benfica","4-2-3-1",0,0.5,"","1","0","Real Sociedad","4-3-3",1,0.9,"Brais Méndez · 63&rsquor;","2","0","Real Sociedad","Away",990,1,1,0,0,12,2,2,0,747,21,6,13,0.9,0.9,0.9,21,2,539,637,84.6,60,509,30,34,20
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Lens","3-4-3",1,1.2,"Elye Wahi · 65&rsquor;","4","0","PSV Eindhoven","4-3-3",1,0.5,"Johan Bakayoko · 54&rsquor;","3","0","Lens","Home",990,1,1,0,0,14,2,4,0,571,17,13,11,1.2,1.2,1,25,2,356,457,77.9,48,404,13,17,7
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Lens","3-4-3",1,1.2,"Elye Wahi · 65&rsquor;","4","0","PSV Eindhoven","4-3-3",1,0.5,"Johan Bakayoko · 54&rsquor;","3","0","PSV Eindhoven","Away",990,1,1,0,0,10,2,3,0,636,12,10,14,0.5,0.5,0.3,20,2,425,531,80,29,458,15,17,9
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Union Berlin","3-1-4-2",0,0.4,"","3","0","Napoli","4-3-3",1,0.2,"Giacomo Raspadori · 65&rsquor;","1","0","Union Berlin","Home",990,0,0,0,0,11,2,3,0,542,13,4,9,0.4,0.4,0.4,16,0,327,447,73.2,39,298,16,15,2
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Union Berlin","3-1-4-2",0,0.4,"","3","0","Napoli","4-3-3",1,0.2,"Giacomo Raspadori · 65&rsquor;","1","0","Napoli","Away",990,1,1,0,0,6,1,1,0,738,15,8,9,0.2,0.2,0.2,12,2,541,639,84.7,40,408,22,22,12
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Sevilla","4-2-3-1",1,0.8,"Nemanja Gudelj · 58&rsquor;","2","0","Arsenal","4-3-3",2,1.9,"Gabriel Martinelli · 45+3&rsquor; Gabriel Jesus · 53&rsquor;","1","0","Sevilla","Home",990,1,1,0,0,11,2,2,0,675,11,4,11,0.8,0.8,0.7,18,2,476,591,80.5,45,381,24,19,11
"UEFA Champions League","2023-10-24","UEFA Champions League (Group stage)","Sevilla","4-2-3-1",1,0.8,"Nemanja Gudelj · 58&rsquor;","2","0","Arsenal","4-3-3",2,1.9,"Gabriel Martinelli · 45+3&rsquor; Gabriel Jesus · 53&rsquor;","1","0","Arsenal","Away",990,2,2,0,0,14,4,1,0,564,14,7,13,1.9,1.9,1.9,26,4,358,451,79.4,41,356,28,17,8
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Feyenoord","4-3-3",3,2.1,"Santiago Giménez · 31&rsquor; Ramiz Zerrouki · 45+2&rsquor; Santiago Giménez · 74&rsquor;","5","0","Lazio","4-3-3",1,2.3,"Pedro (P) · 83&rsquor;","7","0","Feyenoord","Home",990,3,3,0,0,15,5,5,0,650,13,8,16,2.2,2.2,1,28,5,477,555,85.9,39,398,23,17,11
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Feyenoord","4-3-3",3,2.1,"Santiago Giménez · 31&rsquor; Ramiz Zerrouki · 45+2&rsquor; Santiago Giménez · 74&rsquor;","5","0","Lazio","4-3-3",1,2.3,"Pedro (P) · 83&rsquor;","7","0","Lazio","Away",990,1,0,1,1,7,3,7,0,742,14,5,11,2.3,1.5,0.6,15,2,573,660,86.8,43,463,9,16,7
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Barcelona","4-3-3",2,2.6,"Ferrán Torres · 28&rsquor; Fermin López · 36&rsquor;","2","0","Shakhtar Donetsk","4-2-3-1",1,0.9,"Heorhiy Sudakov · 62&rsquor;","3","0","Barcelona","Home",990,2,2,0,0,19,6,2,0,669,3,4,19,2.7,2.7,2.2,33,3,471,564,83.5,50,395,25,39,14
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Barcelona","4-3-3",2,2.6,"Ferrán Torres · 28&rsquor; Fermin López · 36&rsquor;","2","0","Shakhtar Donetsk","4-2-3-1",1,0.9,"Heorhiy Sudakov · 62&rsquor;","3","0","Shakhtar Donetsk","Away",990,1,1,0,0,11,1,3,0,590,27,6,17,0.9,0.9,0.8,18,2,387,471,82.2,23,385,18,8,8
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Celtic","4-3-3",2,0.9,"Kyogo Furuhashi · 4&rsquor; Luis Enrique Palma · 28&rsquor;","3","0","Atlético Madrid","3-5-2",2,2.1,"Antoine Griezmann · 25&rsquor; Álvaro Morata · 53&rsquor; Rodrigo De Paul · 82&rsquor;","6","1","Celtic","Home",990,2,2,0,0,6,3,3,0,812,9,9,11,0.9,0.9,0.9,12,4,597,711,84,73,491,17,14,6
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Celtic","4-3-3",2,0.9,"Kyogo Furuhashi · 4&rsquor; Luis Enrique Palma · 28&rsquor;","3","0","Atlético Madrid","3-5-2",2,2.1,"Antoine Griezmann · 25&rsquor; Álvaro Morata · 53&rsquor; Rodrigo De Paul · 82&rsquor;","6","1","Atlético Madrid","Away",981,2,1,0,1,14,5,5,1,722,12,11,17,2.1,1.1,1.1,28,3,501,620,80.8,42,446,18,15,10
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Newcastle United","4-3-3",0,1.1,"","1","0","Dortmund","4-3-3",1,1.8,"Felix Nmecha · 45&rsquor;","1","0","Newcastle United","Home",990,0,0,0,0,12,3,1,0,638,6,9,16,1.1,1.1,0.9,19,0,426,534,79.8,42,332,16,18,5
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Newcastle United","4-3-3",0,1.1,"","1","0","Dortmund","4-3-3",1,1.8,"Felix Nmecha · 45&rsquor;","1","0","Dortmund","Away",990,1,1,0,0,13,5,1,0,497,16,13,20,2,2,1.2,21,2,262,365,71.8,23,249,18,5,1
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Antwerp","4-2-3-1",1,0.7,"Alhassan Yusuf · 37&rsquor;","2","0","Porto","4-4-2",4,1.3,"Evanilson · 46&rsquor; Stephen Eustáquio · 54&rsquor; Evanilson · 69&rsquor; Evanilson · 84&rsquor;","3","0","Antwerp","Home",990,1,0,0,0,11,2,2,0,621,21,8,16,0.7,0.7,0.3,21,1,402,514,78.2,34,438,17,13,6
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Antwerp","4-2-3-1",1,0.7,"Alhassan Yusuf · 37&rsquor;","2","0","Porto","4-4-2",4,1.3,"Evanilson · 46&rsquor; Stephen Eustáquio · 54&rsquor; Evanilson · 69&rsquor; Evanilson · 84&rsquor;","3","0","Porto","Away",990,4,4,0,0,11,7,3,0,558,18,10,10,1.3,1.3,1.2,21,8,330,424,77.8,28,361,21,28,14
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Young Boys","4-3-3",1,0.4,"Meschak Elia · 52&rsquor;","2","0","Manchester City","3-2-4-1",3,4.2,"Manuel Akanji · 48&rsquor; Erling Haaland (P) · 67&rsquor; Erling Haaland · 86&rsquor;","0","0","Young Boys","Home",990,1,1,0,0,10,4,2,0,455,20,2,16,0.4,0.4,0.4,16,2,301,362,83.1,18,264,12,10,4
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Young Boys","4-3-3",1,0.4,"Meschak Elia · 52&rsquor;","2","0","Manchester City","3-2-4-1",3,4.2,"Manuel Akanji · 48&rsquor; Erling Haaland (P) · 67&rsquor; Erling Haaland · 86&rsquor;","0","0","Manchester City","Away",990,3,1,1,1,25,12,0,0,841,8,5,8,4.3,3.5,2.3,48,5,699,754,92.7,63,569,33,27,14
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","RB Leipzig","4-4-2",3,3.1,"David Raum · 12&rsquor; Xavi Simons · 59&rsquor; Dani Olmo · 84&rsquor;","1","0","Red Star","3-5-2",1,1,"Marko Stamenic · 70&rsquor;","4","0","RB Leipzig","Home",990,3,2,0,0,27,10,1,0,719,18,2,7,3.4,3.4,1.8,49,5,516,602,85.7,47,488,33,16,8
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","RB Leipzig","4-4-2",3,3.1,"David Raum · 12&rsquor; Xavi Simons · 59&rsquor; Dani Olmo · 84&rsquor;","1","0","Red Star","3-5-2",1,1,"Marko Stamenic · 70&rsquor;","4","0","Red Star","Away",990,1,0,0,0,16,4,4,0,462,15,13,21,1,1,0.3,24,1,255,328,77.7,29,240,17,20,7
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Paris Saint-Germain","4-3-3",3,1.3,"Kylian Mbappé · 32&rsquor; Randal Kolo Muani · 53&rsquor; Lee Kang-in · 89&rsquor;","2","0","Milan","4-3-3",0,0.6,"","4","0","Paris Saint-Germain","Home",990,3,2,0,0,13,7,2,0,634,11,5,5,1.3,1.3,0.9,19,5,468,548,85.4,36,498,30,18,6
"UEFA Champions League","2023-10-25","UEFA Champions League (Group stage)","Paris Saint-Germain","4-3-3",3,1.3,"Kylian Mbappé · 32&rsquor; Randal Kolo Muani · 53&rsquor; Lee Kang-in · 89&rsquor;","2","0","Milan","4-3-3",0,0.6,"","4","0","Milan","Away",990,0,0,0,0,11,4,4,0,461,21,7,7,0.6,0.6,0.5,20,0,276,350,78.9,34,318,17,19,10
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Dortmund","4-2-3-1",2,1.4,"Niclas Füllkrug · 26&rsquor; Julian Brandt · 79&rsquor;","0","0","Newcastle United","4-3-3",0,0.6,"","1","0","Dortmund","Home",990,2,2,0,0,17,8,0,0,565,27,10,9,1.4,1.4,1.3,30,3,345,439,78.6,31,317,17,20,9
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Dortmund","4-2-3-1",2,1.4,"Niclas Füllkrug · 26&rsquor; Julian Brandt · 79&rsquor;","0","0","Newcastle United","4-3-3",0,0.6,"","1","0","Newcastle United","Away",990,0,0,0,0,10,5,1,0,613,17,6,15,0.6,0.6,0.4,18,0,422,512,82.4,50,365,13,20,4
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Shakhtar Donetsk","4-1-4-1",1,0.9,"Danylo Sikan · 40&rsquor;","1","0","Barcelona","4-3-3",0,0.9,"","1","0","Shakhtar Donetsk","Home",990,1,1,0,0,9,4,1,0,494,17,8,10,0.9,0.9,0.8,16,2,278,373,74.5,17,313,10,11,2
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Shakhtar Donetsk","4-1-4-1",1,0.9,"Danylo Sikan · 40&rsquor;","1","0","Barcelona","4-3-3",0,0.9,"","1","0","Barcelona","Away",990,0,0,0,0,13,1,1,0,872,19,8,12,0.9,0.9,0.9,25,0,670,766,87.5,94,639,36,31,18
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Porto","4-4-2",2,2.2,"Evanilson (P) · 32&rsquor; Pepe · 90+1&rsquor;","2","0","Antwerp","4-2-3-1",0,0.6,"Jurgen Ekkelenkamp · 52&rsquor;","3","1","Porto","Home",990,2,1,1,1,15,5,2,0,819,17,4,11,2.3,1.5,1.4,29,4,608,703,86.5,65,613,19,20,11
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Porto","4-4-2",2,2.2,"Evanilson (P) · 32&rsquor; Pepe · 90+1&rsquor;","2","0","Antwerp","4-2-3-1",0,0.6,"Jurgen Ekkelenkamp · 52&rsquor;","3","1","Antwerp","Away",951,0,0,0,0,4,1,3,1,443,12,7,11,0.6,0.6,0.6,6,0,240,339,70.8,20,242,8,21,9
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Manchester City","3-2-4-1",3,3.4,"Erling Haaland (P) · 23&rsquor; Phil Foden · 45+1&rsquor; Erling Haaland · 51&rsquor;","0","0","Young Boys","5-4-1",0,0,"Sandro Lauper · 53&rsquor;","5","1","Manchester City","Home",990,3,2,1,1,26,8,0,0,838,12,3,7,3.6,2.8,2,52,6,684,750,91.2,58,589,42,20,13
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Manchester City","3-2-4-1",3,3.4,"Erling Haaland (P) · 23&rsquor; Phil Foden · 45+1&rsquor; Erling Haaland · 51&rsquor;","0","0","Young Boys","5-4-1",0,0,"Sandro Lauper · 53&rsquor;","5","1","Young Boys","Away",952,0,0,0,0,0,0,4,1,388,12,12,23,0,0,0,0,0,238,300,79.3,13,228,9,10,4
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Red Star","5-3-2",1,1.5,"Benjamin Henrichs (OG) · 81&rsquor;","6","0","RB Leipzig","4-4-2",2,2.3,"Xavi Simons · 8&rsquor; Loïs Openda · 77&rsquor;","3","0","Red Star","Home",990,0,0,0,0,15,3,6,0,621,13,8,20,1.6,1.6,0.5,27,0,388,496,78.2,48,294,12,25,14
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Red Star","5-3-2",1,1.5,"Benjamin Henrichs (OG) · 81&rsquor;","6","0","RB Leipzig","4-4-2",2,2.3,"Xavi Simons · 8&rsquor; Loïs Openda · 77&rsquor;","3","0","RB Leipzig","Away",990,2,2,0,0,24,4,3,0,632,20,9,16,2.3,2.3,2.3,46,4,403,496,81.3,28,370,18,19,11
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Lazio","4-3-3",1,1.1,"Ciro Immobile · 45+1&rsquor;","2","0","Feyenoord","4-3-3",0,1.4,"","3","0","Lazio","Home",990,1,1,0,0,9,1,2,0,512,17,13,17,1.1,1.1,1,13,2,321,402,79.9,32,267,17,13,6
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Lazio","4-3-3",1,1.1,"Ciro Immobile · 45+1&rsquor;","2","0","Feyenoord","4-3-3",0,1.4,"","3","0","Feyenoord","Away",990,0,0,0,0,12,3,3,0,803,9,8,10,1.4,1.4,1.2,19,0,635,715,88.8,52,574,19,25,15
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Atlético Madrid","5-3-2",6,2.9,"Antoine Griezmann · 6&rsquor; Álvaro Morata · 45+2&rsquor; Antoine Griezmann · 60&rsquor; Samuel Lino · 66&rsquor; Álvaro Morata · 76&rsquor; Saúl Ñíguez · 84&rsquor;","1","0","Celtic","4-3-3",0,0,"Daizen Maeda · 23&rsquor;","3","1","Atlético Madrid","Home",990,6,4,0,0,27,12,1,0,932,16,7,8,3,3,2.6,51,10,742,818,90.7,70,488,22,26,14
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Atlético Madrid","5-3-2",6,2.9,"Antoine Griezmann · 6&rsquor; Álvaro Morata · 45+2&rsquor; Antoine Griezmann · 60&rsquor; Samuel Lino · 66&rsquor; Álvaro Morata · 76&rsquor; Saúl Ñíguez · 84&rsquor;","1","0","Celtic","4-3-3",0,0,"Daizen Maeda · 23&rsquor;","3","1","Celtic","Away",922,0,0,0,0,1,1,3,1,555,16,4,15,0,0,0,2,0,374,441,84.8,26,295,8,17,8
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Milan","4-2-3-1",2,1.4,"Rafael Leão · 12&rsquor; Olivier Giroud · 50&rsquor;","1","0","Paris Saint-Germain","4-3-3",1,1.5,"Milan Škriniar · 9&rsquor;","5","0","Milan","Home",990,2,2,0,0,16,8,1,0,413,17,7,11,1.5,1.5,1,31,3,213,284,75,26,254,20,29,14
"UEFA Champions League","2023-11-07","UEFA Champions League (Group stage)","Milan","4-2-3-1",2,1.4,"Rafael Leão · 12&rsquor; Olivier Giroud · 50&rsquor;","1","0","Paris Saint-Germain","4-3-3",1,1.5,"Milan Škriniar · 9&rsquor;","5","0","Paris Saint-Germain","Away",990,1,1,0,0,17,6,5,0,731,13,5,6,1.5,1.5,1.4,32,1,554,629,88.1,60,593,46,23,12
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Napoli","4-3-3",1,1.7,"Matteo Politano · 39&rsquor;","1","0","Union Berlin","3-5-2",1,1.1,"David Datro Fofana · 52&rsquor;","3","0","Napoli","Home",990,1,0,0,0,27,5,1,0,910,11,4,12,1.7,1.7,1.3,52,2,685,810,84.6,79,541,30,22,15
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Napoli","4-3-3",1,1.7,"Matteo Politano · 39&rsquor;","1","0","Union Berlin","3-5-2",1,1.1,"David Datro Fofana · 52&rsquor;","3","0","Union Berlin","Away",990,1,0,0,0,15,6,3,0,436,12,8,17,1.1,1.1,0.7,27,1,203,301,67.4,24,182,10,14,8
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Real Sociedad","4-3-3",3,3.3,"Mikel Merino · 6&rsquor; Mikel Oyarzabal · 11&rsquor; Ander Barrenetxea · 21&rsquor;","2","0","Benfica","3-4-3",1,0.8,"Rafa Silva · 49&rsquor;","1","0","Real Sociedad","Home",990,3,2,0,1,16,6,2,0,584,23,8,13,3.4,2.6,1.8,29,4,343,448,76.6,44,331,20,36,13
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Real Sociedad","4-3-3",3,3.3,"Mikel Merino · 6&rsquor; Mikel Oyarzabal · 11&rsquor; Ander Barrenetxea · 21&rsquor;","2","0","Benfica","3-4-3",1,0.8,"Rafa Silva · 49&rsquor;","1","0","Benfica","Away",990,1,1,0,0,11,4,1,0,554,25,9,13,0.9,0.9,0.8,19,2,308,420,73.3,17,237,7,18,5
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Arsenal","4-3-3",2,1.5,"Leandro Trossard · 29&rsquor; Bukayo Saka · 64&rsquor;","2","0","Sevilla","4-2-3-1",0,0,"","3","0","Arsenal","Home",990,2,2,0,0,11,3,2,0,681,13,8,7,1.5,1.5,1.4,18,4,492,585,84.1,57,400,29,32,14
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Arsenal","4-3-3",2,1.5,"Leandro Trossard · 29&rsquor; Bukayo Saka · 64&rsquor;","2","0","Sevilla","4-2-3-1",0,0,"","3","0","Sevilla","Away",990,0,0,0,0,1,1,3,0,461,29,7,4,0,0,0,2,0,271,364,74.5,8,227,7,8,2
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",2,2.5,"Harry Kane · 80&rsquor; Harry Kane · 86&rsquor;","1","0","Galatasaray","4-2-3-1",1,0.7,"Cédric Bakambu · 90+3&rsquor;","2","0","Bayern Munich","Home",990,2,2,0,0,16,4,1,0,714,13,10,8,2.6,2.6,2.5,29,4,523,615,85,52,415,24,22,10
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",2,2.5,"Harry Kane · 80&rsquor; Harry Kane · 86&rsquor;","1","0","Galatasaray","4-2-3-1",1,0.7,"Cédric Bakambu · 90+3&rsquor;","2","0","Galatasaray","Away",990,1,1,0,0,6,2,2,0,502,16,12,12,0.7,0.7,0.5,10,1,298,390,76.4,29,321,6,18,7
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Real Madrid","4-3-1-2",3,3.2,"Brahim Díaz · 27&rsquor; Vinicius Júnior · 58&rsquor; Rodrygo · 61&rsquor;","1","0","Braga","4-3-3",0,1.4,"","0","0","Real Madrid","Home",990,3,3,0,0,18,7,1,0,672,17,8,7,3.2,3.2,3.1,32,6,496,558,88.9,59,513,28,29,17
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Real Madrid","4-3-1-2",3,3.2,"Brahim Díaz · 27&rsquor; Vinicius Júnior · 58&rsquor; Rodrygo · 61&rsquor;","1","0","Braga","4-3-3",0,1.4,"","0","0","Braga","Away",990,0,0,0,1,8,3,0,0,722,25,10,13,1.4,0.6,0.6,18,0,537,605,88.8,32,503,24,19,11
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","FC Copenhagen","4-3-3",4,2.2,"Mohamed Elyounoussi · 45&rsquor; Diogo Gonçalves (P) · 45+9&rsquor; Lukas Lerager · 83&rsquor; Roony Bardghji · 87&rsquor;","1","0","Manchester United","4-2-3-1",3,3,"Rasmus Højlund · 3&rsquor; Rasmus Højlund · 28&rsquor; Marcus Rashford · 42&rsquor; Bruno Fernandes (P) · 69&rsquor;","1","1","FC Copenhagen","Home",990,4,2,1,1,15,7,1,0,652,18,4,5,2.2,1.4,1.1,27,7,485,569,85.2,52,395,22,11,6
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","FC Copenhagen","4-3-3",4,2.2,"Mohamed Elyounoussi · 45&rsquor; Diogo Gonçalves (P) · 45+9&rsquor; Lukas Lerager · 83&rsquor; Roony Bardghji · 87&rsquor;","1","0","Manchester United","4-2-3-1",3,3,"Rasmus Højlund · 3&rsquor; Rasmus Højlund · 28&rsquor; Marcus Rashford · 42&rsquor; Bruno Fernandes (P) · 69&rsquor;","1","1","Manchester United","Away",941,3,1,1,1,8,7,1,1,608,12,10,6,3.2,2.4,1.4,13,4,432,517,83.6,29,374,14,20,6
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Red Bull Salzburg","4-2-2-2",0,0.8,"","2","0","Internazionale","3-5-2",1,2,"Lautaro Martínez (P) · 85&rsquor;","2","0","Red Bull Salzburg","Home",990,0,0,0,0,14,4,2,0,593,19,9,14,0.8,0.8,0.6,24,0,376,465,80.9,35,405,26,27,15
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","Red Bull Salzburg","4-2-2-2",0,0.8,"","2","0","Internazionale","3-5-2",1,2,"Lautaro Martínez (P) · 85&rsquor;","2","0","Internazionale","Away",990,1,0,1,1,16,5,2,0,594,18,6,11,2.1,1.3,1.2,27,1,375,465,80.6,38,409,19,23,9
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","PSV Eindhoven","4-2-3-1",1,0.8,"Luuk de Jong · 12&rsquor;","2","0","Lens","3-4-3",0,1.1,"Morgan Guilavogui · 90+2&rsquor;","9","1","PSV Eindhoven","Home",990,1,1,0,0,14,7,2,0,551,23,9,17,0.8,0.8,0.8,26,2,305,425,71.8,35,288,12,14,6
"UEFA Champions League","2023-11-08","UEFA Champions League (Group stage)","PSV Eindhoven","4-2-3-1",1,0.8,"Luuk de Jong · 12&rsquor;","2","0","Lens","3-4-3",0,1.1,"Morgan Guilavogui · 90+2&rsquor;","9","1","Lens","Away",989,0,0,0,0,15,3,8,1,628,14,10,14,1.2,1.2,0.6,28,0,382,509,75,38,351,15,13,5
"UEFA Champions League","2023-11-28","UEFA Champions League (Group stage)","Lazio","4-3-3",2,2.3,"Ciro Immobile · 82&rsquor; Ciro Immobile · 85&rsquor;","3","0","Celtic","4-3-3",0,0.4,"","4","0","Lazio","Home",990,2,1,0,0,22,5,3,0,635,21,15,6,2.3,2.3,1.9,42,3,452,535,84.5,57,362,20,17,8
"UEFA Champions League","2023-11-28","UEFA Champions League (Group stage)","Lazio","4-3-3",2,2.3,"Ciro Immobile · 82&rsquor; Ciro Immobile · 85&rsquor;","3","0","Celtic","4-3-3",0,0.4,"","4","0","Celtic","Away",990,0,0,0,0,7,4,4,0,724,12,10,9,0.4,0.4,0.4,13,0,554,636,87.1,28,497,11,22,7
