"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Tottenham Hotspur","3-4-3",2,1.5,"Richarlison · 76&rsquor; Richarlison · 81&rsquor;","2","0","Marseille","3-4-3",0,0.4,"Chancel Mbemba · 47&rsquor;","2","1","Tottenham Hotspur","Home",990,2,2,0,0,18,2,2,0,651,20,5,13,1.5,1.5,1.3,35,4,452,537,84.2,43,465,22,16,4
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Tottenham Hotspur","3-4-3",2,1.5,"Richarlison · 76&rsquor; Richarlison · 81&rsquor;","2","0","Marseille","3-4-3",0,0.4,"Chancel Mbemba · 47&rsquor;","2","1","Marseille","Away",946,0,0,0,0,9,1,2,1,653,13,10,19,0.4,0.4,0.3,15,0,461,542,85.1,39,486,11,21,7
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Napoli","4-2-3-1",4,4,"Piotr Zieliński (P) · 5&rsquor; Andre-Frank Zambo Anguissa · 31&rsquor; Giovanni Simeone · 44&rsquor; Piotr Zieliński · 47&rsquor;","1","0","Liverpool","4-3-3",1,1,"Luis Díaz · 49&rsquor;","2","0","Napoli","Home",990,4,2,1,2,16,6,1,0,547,22,9,14,4.1,2.5,2.2,30,6,336,417,80.6,20,326,19,28,9
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Napoli","4-2-3-1",4,4,"Piotr Zieliński (P) · 5&rsquor; Andre-Frank Zambo Anguissa · 31&rsquor; Giovanni Simeone · 44&rsquor; Piotr Zieliński · 47&rsquor;","1","0","Liverpool","4-3-3",1,1,"Luis Díaz · 49&rsquor;","2","0","Liverpool","Away",990,1,1,0,0,15,7,2,0,742,19,4,8,1,1,0.7,25,1,549,644,85.2,66,433,13,12,1
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Atlético Madrid","3-1-4-2",2,0.8,"Mario Hermoso · 90+1&rsquor; Antoine Griezmann · 90+11&rsquor;","2","0","Porto","4-4-2",1,2,"Mehdi Taremi · 81&rsquor; Mateus Uribe (P) · 90+6&rsquor;","5","1","Atlético Madrid","Home",990,2,1,0,0,10,3,2,0,651,9,10,23,0.8,0.8,0.6,18,3,439,545,80.6,34,377,17,17,11
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Atlético Madrid","3-1-4-2",2,0.8,"Mario Hermoso · 90+1&rsquor; Antoine Griezmann · 90+11&rsquor;","2","0","Porto","4-4-2",1,2,"Mehdi Taremi · 81&rsquor; Mateus Uribe (P) · 90+6&rsquor;","5","1","Porto","Away",980,1,0,1,1,16,2,4,1,594,14,8,12,2.1,1.3,1,27,1,377,487,77.4,27,347,16,11,6
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Club Brugge","4-3-3",1,0.5,"Abakar Sylla · 42&rsquor;","1","0","Bayer Leverkusen","4-2-3-1",0,1,"","3","0","Club Brugge","Home",990,1,1,0,0,9,3,1,0,613,10,10,15,0.5,0.5,0.5,14,1,420,522,80.5,37,276,10,16,3
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Club Brugge","4-3-3",1,0.5,"Abakar Sylla · 42&rsquor;","1","0","Bayer Leverkusen","4-2-3-1",0,1,"","3","0","Bayer Leverkusen","Away",990,0,0,0,0,14,3,3,0,672,20,8,14,1.1,1.1,0.8,26,0,459,573,80.1,44,315,29,8,4
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Internazionale","3-5-2",0,0.7,"","1","0","Bayern Munich","4-2-3-1",2,2.5,"Leroy Sané · 25&rsquor; Danilo D'Ambrosio (OG) · 66&rsquor;","1","0","Internazionale","Home",990,0,0,0,0,9,2,1,0,630,17,15,13,0.7,0.7,0.4,11,0,428,522,82,41,325,14,12,4
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Internazionale","3-5-2",0,0.7,"","1","0","Bayern Munich","4-2-3-1",2,2.5,"Leroy Sané · 25&rsquor; Danilo D'Ambrosio (OG) · 66&rsquor;","1","0","Bayern Munich","Away",990,1,1,0,0,21,11,1,0,760,19,15,15,2.6,2.6,1.9,38,2,565,652,86.7,61,485,27,14,8
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Barcelona","4-3-3",5,2.3,"Franck Kessié · 13&rsquor; Robert Lewandowski · 34&rsquor; Robert Lewandowski · 45+3&rsquor; Robert Lewandowski · 67&rsquor; Ferrán Torres · 71&rsquor;","0","0","Viktoria Plzeň","4-2-3-1",1,0.8,"Jan Sýkora · 44&rsquor;","4","0","Barcelona","Home",990,5,5,0,0,20,10,0,0,864,19,8,9,2.3,2.3,2.1,38,10,699,778,89.8,86,691,42,27,15
"UEFA Champions League","2022-09-07","UEFA Champions League (Group stage)","Barcelona","4-3-3",5,2.3,"Franck Kessié · 13&rsquor; Robert Lewandowski · 34&rsquor; Robert Lewandowski · 45+3&rsquor; Robert Lewandowski · 67&rsquor; Ferrán Torres · 71&rsquor;","0","0","Viktoria Plzeň","4-2-3-1",1,0.8,"Jan Sýkora · 44&rsquor;","4","0","Viktoria Plzeň","Away",990,1,1,0,0,8,1,4,0,367,19,14,11,0.8,0.8,0.8,12,2,181,251,72.1,15,210,8,16,6
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Sporting CP","3-4-3",2,0.9,"Paulinho · 90&rsquor; Arthur · 90+3&rsquor;","2","0","Tottenham Hotspur","3-4-3",0,0.9,"","3","0","Sporting CP","Home",990,2,2,0,0,12,6,2,0,712,17,12,6,0.9,0.9,0.7,19,4,514,601,85.5,31,465,18,24,13
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Sporting CP","3-4-3",2,0.9,"Paulinho · 90&rsquor; Arthur · 90+3&rsquor;","2","0","Tottenham Hotspur","3-4-3",0,0.9,"","3","0","Tottenham Hotspur","Away",990,0,0,0,0,12,5,3,0,606,18,8,8,0.9,0.9,0.8,22,0,408,504,81,41,402,20,22,8
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Viktoria Plzeň","3-4-1-2",0,0.3,"Pavel Bucha · 61&rsquor;","3","1","Internazionale","3-5-2",2,1.9,"Edin Džeko · 20&rsquor; Denzel Dumfries · 70&rsquor;","2","0","Viktoria Plzeň","Home",960,0,0,0,0,8,1,3,1,409,12,11,17,0.3,0.3,0.2,16,0,225,292,77.1,26,175,14,12,5
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Viktoria Plzeň","3-4-1-2",0,0.3,"Pavel Bucha · 61&rsquor;","3","1","Internazionale","3-5-2",2,1.9,"Edin Džeko · 20&rsquor; Denzel Dumfries · 70&rsquor;","2","0","Internazionale","Away",990,2,2,0,0,19,8,2,0,825,14,5,7,1.9,1.9,1.5,34,4,653,730,89.5,65,530,20,10,4
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Liverpool","4-3-3",2,2.2,"Mohamed Salah · 17&rsquor; Joël Matip · 89&rsquor;","1","0","Ajax","4-2-3-1",1,0.3,"Mohammed Kudus · 27&rsquor;","2","0","Liverpool","Home",990,2,2,0,0,24,10,1,0,654,21,5,6,2.2,2.2,1.4,45,4,426,541,78.7,57,333,27,28,11
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Liverpool","4-3-3",2,2.2,"Mohamed Salah · 17&rsquor; Joël Matip · 89&rsquor;","1","0","Ajax","4-2-3-1",1,0.3,"Mohammed Kudus · 27&rsquor;","2","0","Ajax","Away",990,1,1,0,0,3,1,2,0,552,29,15,13,0.3,0.3,0.3,6,2,320,413,77.5,26,327,11,18,7
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Porto","4-4-2",0,1,"","2","0","Club Brugge","4-3-3",4,2.7,"Ferran Jutglà (P) · 15&rsquor; Kamal Sowah · 47&rsquor; Andreas Skov Olsen · 52&rsquor; Antonio Nusa · 89&rsquor;","4","0","Porto","Home",990,0,0,0,0,15,4,2,0,626,17,14,8,1,1,0.8,25,0,407,524,77.7,39,441,28,14,6
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Porto","4-4-2",0,1,"","2","0","Club Brugge","4-3-3",4,2.7,"Ferran Jutglà (P) · 15&rsquor; Kamal Sowah · 47&rsquor; Andreas Skov Olsen · 52&rsquor; Antonio Nusa · 89&rsquor;","4","0","Club Brugge","Away",990,4,3,1,1,12,6,4,0,558,15,9,9,2.7,1.9,1.7,22,8,335,442,75.8,34,360,20,19,14
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Marseille","3-4-3",0,0.9,"","1","0","Eintracht Frankfurt","3-4-3",1,1.2,"Jesper Lindstrøm · 43&rsquor;","1","0","Marseille","Home",990,0,0,0,0,8,4,1,0,743,23,16,9,0.9,0.9,0.8,16,0,509,618,82.4,62,572,26,28,12
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Marseille","3-4-3",0,0.9,"","1","0","Eintracht Frankfurt","3-4-3",1,1.2,"Jesper Lindstrøm · 43&rsquor;","1","0","Eintracht Frankfurt","Away",990,1,0,0,0,14,7,1,0,518,21,6,9,1.2,1.2,0.7,26,2,282,395,71.4,24,340,16,23,9
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",2,1.7,"Lucas Hernández · 50&rsquor; Leroy Sané · 54&rsquor;","2","0","Barcelona","4-3-3",0,2,"","1","0","Bayern Munich","Home",990,2,2,0,0,13,4,2,0,643,25,21,9,1.7,1.7,1.7,25,4,420,510,82.4,42,338,23,22,9
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",2,1.7,"Lucas Hernández · 50&rsquor; Leroy Sané · 54&rsquor;","2","0","Barcelona","4-3-3",0,2,"","1","0","Barcelona","Away",990,0,0,0,0,18,4,1,0,697,21,14,6,2,2,1.9,31,0,485,576,84.2,44,439,16,27,10
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Bayer Leverkusen","4-2-3-1",2,1.8,"Robert Andrich · 84&rsquor; Moussa Diaby · 87&rsquor;","3","0","Atlético Madrid","5-3-2",0,0.9,"","0","0","Bayer Leverkusen","Home",990,2,2,0,0,18,5,3,0,608,16,7,12,1.9,1.9,1.2,29,4,402,491,81.9,43,278,15,13,7
"UEFA Champions League","2022-09-13","UEFA Champions League (Group stage)","Bayer Leverkusen","4-2-3-1",2,1.8,"Robert Andrich · 84&rsquor; Moussa Diaby · 87&rsquor;","3","0","Atlético Madrid","5-3-2",0,0.9,"","0","0","Atlético Madrid","Away",990,0,0,0,0,12,3,0,0,696,10,7,19,1,1,0.4,20,0,510,604,84.4,47,403,17,16,8
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Milan","4-2-3-1",3,2.2,"Olivier Giroud (P) · 45&rsquor; Alexis Saelemaekers · 47&rsquor; Tommaso Pobega · 77&rsquor;","0","0","Dinamo Zagreb","5-3-2",1,0.4,"Mislav Oršić · 56&rsquor;","2","0","Milan","Home",990,3,2,1,1,16,6,0,0,665,17,9,11,2.2,1.5,0.9,27,6,486,567,85.7,48,388,27,18,7
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Milan","4-2-3-1",3,2.2,"Olivier Giroud (P) · 45&rsquor; Alexis Saelemaekers · 47&rsquor; Tommaso Pobega · 77&rsquor;","0","0","Dinamo Zagreb","5-3-2",1,0.4,"Mislav Oršić · 56&rsquor;","2","0","Dinamo Zagreb","Away",990,1,1,0,0,7,3,2,0,529,18,17,7,0.4,0.4,0.3,12,2,348,426,81.7,27,327,12,9,3
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Shakhtar Donetsk","4-1-4-1",1,0.4,"Mykhailo Mudryk · 29&rsquor;","0","0","Celtic","4-2-3-1",1,1.5,"Artem Bondarenko (OG) · 10&rsquor;","1","0","Shakhtar Donetsk","Home",990,1,1,0,0,5,2,0,0,623,21,9,13,0.4,0.4,0.3,9,2,421,510,82.5,26,330,15,16,7
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Shakhtar Donetsk","4-1-4-1",1,0.4,"Mykhailo Mudryk · 29&rsquor;","0","0","Celtic","4-2-3-1",1,1.5,"Artem Bondarenko (OG) · 10&rsquor;","1","0","Celtic","Away",990,0,0,0,0,16,6,1,0,750,13,14,16,1.5,1.5,1.2,29,0,565,650,86.9,59,497,16,22,12
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Manchester City","4-3-3",2,1,"John Stones · 80&rsquor; Erling Haaland · 84&rsquor;","2","0","Dortmund","4-3-3",1,0.7,"Jude Bellingham · 56&rsquor;","3","0","Manchester City","Home",990,2,2,0,0,12,3,2,0,856,15,8,7,1,1,0.9,23,4,663,761,87.1,78,570,27,17,10
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Manchester City","4-3-3",2,1,"John Stones · 80&rsquor; Erling Haaland · 84&rsquor;","2","0","Dortmund","4-3-3",1,0.7,"Jude Bellingham · 56&rsquor;","3","0","Dortmund","Away",990,1,1,0,0,5,2,3,0,520,16,15,16,0.7,0.7,0.7,10,2,314,398,78.9,17,323,14,13,5
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Chelsea","3-5-2",1,1.2,"Raheem Sterling · 48&rsquor;","1","0","Red Bull Salzburg","4-3-1-2",1,0.4,"Noah Okafor · 75&rsquor;","4","0","Chelsea","Home",990,1,1,0,0,17,4,1,0,841,26,12,11,1.2,1.2,0.8,31,2,575,705,81.6,66,624,17,27,7
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Chelsea","3-5-2",1,1.2,"Raheem Sterling · 48&rsquor;","1","0","Red Bull Salzburg","4-3-1-2",1,0.4,"Noah Okafor · 75&rsquor;","4","0","Red Bull Salzburg","Away",990,1,1,0,0,4,3,4,0,434,24,12,13,0.4,0.4,0.3,5,1,173,296,58.4,15,215,9,20,4
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Rangers","3-5-2",0,1.3,"James Sands · 55&rsquor;","7","1","Napoli","4-2-3-1",3,3.5,"Matteo Politano (P) · 68&rsquor; Giacomo Raspadori · 85&rsquor; Tanguy Ndombele · 90+1&rsquor;","1","0","Rangers","Home",954,0,0,0,0,10,3,6,1,510,19,9,11,1.3,1.3,1.3,20,0,286,396,72.2,25,209,5,14,4
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Rangers","3-5-2",0,1.3,"James Sands · 55&rsquor;","7","1","Napoli","4-2-3-1",3,3.5,"Matteo Politano (P) · 68&rsquor; Giacomo Raspadori · 85&rsquor; Tanguy Ndombele · 90+1&rsquor;","1","0","Napoli","Away",990,3,2,1,2,23,8,1,0,627,19,7,8,3.5,2,1.7,45,5,411,520,79,49,393,37,21,8
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Real Madrid","4-3-3",2,0.9,"Federico Valverde · 80&rsquor; Marco Asensio · 90+1&rsquor;","1","0","RB Leipzig","4-2-3-1",0,0.7,"","3","0","Real Madrid","Home",990,2,2,0,0,12,3,1,0,666,13,8,9,0.9,0.9,0.8,23,4,495,569,87,46,417,25,25,12
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Real Madrid","4-3-3",2,0.9,"Federico Valverde · 80&rsquor; Marco Asensio · 90+1&rsquor;","1","0","RB Leipzig","4-2-3-1",0,0.7,"","3","0","RB Leipzig","Away",990,0,0,0,0,9,3,3,0,602,16,9,6,0.7,0.7,0.6,15,0,438,518,84.6,35,403,13,8,5
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","FC Copenhagen","4-5-1",0,0.7,"","3","0","Sevilla","4-3-3",0,0.8,"","2","0","FC Copenhagen","Home",990,0,0,0,0,7,2,3,0,496,15,11,20,0.7,0.7,0.4,13,0,288,392,73.5,23,192,6,19,11
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","FC Copenhagen","4-5-1",0,0.7,"","3","0","Sevilla","4-3-3",0,0.8,"","2","0","Sevilla","Away",990,0,0,0,0,11,2,2,0,735,10,8,5,0.8,0.8,0.6,17,0,542,659,82.2,50,347,16,20,5
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Juventus","3-5-2",1,0.8,"Arkadiusz Milik · 4&rsquor;","4","0","Benfica","4-2-3-1",2,2.2,"João Mário (P) · 43&rsquor; David Neres · 55&rsquor;","3","0","Juventus","Home",990,1,1,0,0,11,3,4,0,583,17,9,13,0.8,0.8,0.6,19,2,345,465,74.2,42,287,14,24,8
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Juventus","3-5-2",1,0.8,"Arkadiusz Milik · 4&rsquor;","4","0","Benfica","4-2-3-1",2,2.2,"João Mário (P) · 43&rsquor; David Neres · 55&rsquor;","3","0","Benfica","Away",990,2,1,1,1,18,6,3,0,714,27,7,17,2.2,1.5,0.8,34,3,465,573,81.2,45,340,27,23,14
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Maccabi Haifa","5-3-2",1,1,"Tjaronn Chery · 24&rsquor;","3","0","Paris Saint-Germain","3-4-3",3,1.8,"Lionel Messi · 37&rsquor; Kylian Mbappé · 69&rsquor; Neymar · 88&rsquor;","1","0","Maccabi Haifa","Home",990,1,1,0,0,13,5,3,0,544,17,9,9,1,1,0.9,22,2,375,447,83.9,37,413,22,14,10
"UEFA Champions League","2022-09-14","UEFA Champions League (Group stage)","Maccabi Haifa","5-3-2",1,1,"Tjaronn Chery · 24&rsquor;","3","0","Paris Saint-Germain","3-4-3",3,1.8,"Lionel Messi · 37&rsquor; Kylian Mbappé · 69&rsquor; Neymar · 88&rsquor;","1","0","Paris Saint-Germain","Away",990,3,2,0,0,16,6,1,0,652,6,5,10,1.8,1.8,1,30,6,482,564,85.5,48,515,28,30,17
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",5,2.4,"Leroy Sané · 7&rsquor; Serge Gnabry · 13&rsquor; Sadio Mané · 21&rsquor; Leroy Sané · 50&rsquor; Eric Maxim Choupo-Moting · 59&rsquor;","0","0","Viktoria Plzeň","4-2-3-1",0,0.5,"","1","0","Bayern Munich","Home",990,5,4,0,0,21,13,0,0,815,14,10,8,2.4,2.4,2,38,10,603,698,86.4,75,577,43,30,17
