"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Bayern Munich","4-2-3-1",5,2.4,"Leroy Sané · 7&rsquor; Serge Gnabry · 13&rsquor; Sadio Mané · 21&rsquor; Leroy Sané · 50&rsquor; Eric Maxim Choupo-Moting · 59&rsquor;","0","0","Viktoria Plzeň","4-2-3-1",0,0.5,"","1","0","Viktoria Plzeň","Away",990,0,0,0,0,10,3,1,0,427,24,16,7,0.5,0.5,0.3,17,0,208,297,70,17,167,10,16,8
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Marseille","3-4-3",4,2.5,"Alexis Sánchez · 13&rsquor; Amine Harit · 16&rsquor; Leonardo Balerdi · 28&rsquor; Chancel Mbemba · 84&rsquor;","1","0","Sporting CP","3-4-3",1,0.4,"Francisco Trincão · 1&rsquor; Antonio Adán · 23&rsquor;","3","1","Marseille","Home",990,4,3,0,0,20,7,1,0,606,20,12,5,2.6,2.6,0.9,31,4,415,492,84.3,60,451,28,19,7
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Marseille","3-4-3",4,2.5,"Alexis Sánchez · 13&rsquor; Amine Harit · 16&rsquor; Leonardo Balerdi · 28&rsquor; Chancel Mbemba · 84&rsquor;","1","0","Sporting CP","3-4-3",1,0.4,"Francisco Trincão · 1&rsquor; Antonio Adán · 23&rsquor;","3","1","Sporting CP","Away",922,1,0,0,0,6,2,3,1,462,23,1,7,0.4,0.4,0.4,11,2,286,384,74.5,18,304,9,8,4
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Porto","4-4-2",2,1.1,"Zaidu Sanusi · 69&rsquor; Galeno · 87&rsquor;","3","0","Bayer Leverkusen","4-2-3-1",0,1.4,"Jeremie Frimpong · 88&rsquor;","5","1","Porto","Home",990,2,2,0,0,12,4,3,0,490,17,13,8,1.1,1.1,0.9,21,4,275,381,72.2,27,266,15,17,9
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Porto","4-4-2",2,1.1,"Zaidu Sanusi · 69&rsquor; Galeno · 87&rsquor;","3","0","Bayer Leverkusen","4-2-3-1",0,1.4,"Jeremie Frimpong · 88&rsquor;","5","1","Bayer Leverkusen","Away",987,0,0,0,1,7,5,4,1,644,16,6,9,1.4,0.6,0.6,14,0,442,536,82.5,37,307,30,19,8
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Liverpool","4-2-3-1",2,2.9,"Trent Alexander-Arnold · 7&rsquor; Mohamed Salah (P) · 53&rsquor;","1","0","Rangers","5-4-1",0,0.4,"","1","0","Liverpool","Home",990,2,0,1,1,22,9,1,0,728,22,5,9,2.9,2.1,2,40,4,514,630,81.6,64,427,26,14,7
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Liverpool","4-2-3-1",2,2.9,"Trent Alexander-Arnold · 7&rsquor; Mohamed Salah (P) · 53&rsquor;","1","0","Rangers","5-4-1",0,0.4,"","1","0","Rangers","Away",990,0,0,0,0,6,1,1,0,485,19,14,11,0.4,0.4,0.2,10,0,259,356,72.8,19,269,6,14,5
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Internazionale","3-5-2",1,0.2,"Hakan Çalhanoğlu · 45+2&rsquor;","6","0","Barcelona","4-3-3",0,0.5,"","3","0","Internazionale","Home",990,1,1,0,0,5,2,6,0,428,22,13,5,0.2,0.2,0.1,10,2,241,318,75.8,21,214,11,5,1
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Internazionale","3-5-2",1,0.2,"Hakan Çalhanoğlu · 45+2&rsquor;","6","0","Barcelona","4-3-3",0,0.5,"","3","0","Barcelona","Away",990,0,0,0,0,7,2,3,0,860,14,4,5,0.5,0.5,0.4,14,0,673,774,87,80,512,33,18,4
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Eintracht Frankfurt","3-4-3",0,1,"","0","0","Tottenham Hotspur","3-4-3",0,1.5,"","3","0","Eintracht Frankfurt","Home",990,0,0,0,0,12,2,0,0,641,10,12,20,1,1,0.7,19,0,395,516,76.6,28,311,15,20,12
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Eintracht Frankfurt","3-4-3",0,1,"","0","0","Tottenham Hotspur","3-4-3",0,1.5,"","3","0","Tottenham Hotspur","Away",990,0,0,0,0,11,1,3,0,774,15,12,14,1.5,1.5,1.3,18,0,539,647,83.3,53,430,18,11,7
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Ajax","4-2-3-1",1,1.4,"Mohammed Kudus · 9&rsquor; Dušan Tadić · 73&rsquor;","5","1","Napoli","4-3-3",6,3.3,"Giacomo Raspadori · 18&rsquor; Giovanni Di Lorenzo · 33&rsquor; Piotr Zieliński · 45&rsquor; Giacomo Raspadori · 47&rsquor; Khvicha Kvaratskhelia · 63&rsquor; Giovanni Simeone · 81&rsquor;","2","0","Ajax","Home",972,1,1,0,0,8,2,4,1,509,20,10,17,1.5,1.5,1.1,9,1,295,414,71.3,23,256,8,9,5
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Ajax","4-2-3-1",1,1.4,"Mohammed Kudus · 9&rsquor; Dušan Tadić · 73&rsquor;","5","1","Napoli","4-3-3",6,3.3,"Giacomo Raspadori · 18&rsquor; Giovanni Di Lorenzo · 33&rsquor; Piotr Zieliński · 45&rsquor; Giacomo Raspadori · 47&rsquor; Khvicha Kvaratskhelia · 63&rsquor; Giovanni Simeone · 81&rsquor;","2","0","Napoli","Away",990,6,6,0,0,26,13,2,0,655,14,16,11,3.3,3.3,2.6,47,12,434,525,82.7,36,392,21,29,9
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Club Brugge","4-4-2",2,1.3,"Kamal Sowah · 36&rsquor; Ferran Jutglà · 62&rsquor;","5","0","Atlético Madrid","4-4-2",0,2.1,"","3","0","Club Brugge","Home",990,2,2,0,0,7,3,5,0,650,19,11,11,1.3,1.3,1.1,11,4,442,530,83.4,41,469,16,16,5
"UEFA Champions League","2022-10-04","UEFA Champions League (Group stage)","Club Brugge","4-4-2",2,1.3,"Kamal Sowah · 36&rsquor; Ferran Jutglà · 62&rsquor;","5","0","Atlético Madrid","4-4-2",0,2.1,"","3","0","Atlético Madrid","Away",990,0,0,0,1,19,5,3,0,695,16,6,13,2.1,1.3,1,36,0,485,577,84.1,42,522,15,11,4
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Red Bull Salzburg","4-3-1-2",1,2.2,"Noah Okafor (P) · 71&rsquor;","0","0","Dinamo Zagreb","3-1-4-2",0,0.7,"","4","0","Red Bull Salzburg","Home",990,1,0,1,1,17,5,0,0,632,23,9,22,2.2,1.4,1,30,2,372,483,77,30,409,18,22,8
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Red Bull Salzburg","4-3-1-2",1,2.2,"Noah Okafor (P) · 71&rsquor;","0","0","Dinamo Zagreb","3-1-4-2",0,0.7,"","4","0","Dinamo Zagreb","Away",990,0,0,0,0,10,3,4,0,657,17,6,10,0.7,0.7,0.5,16,0,416,538,77.3,38,446,17,26,10
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","RB Leipzig","4-2-3-1",3,2.2,"Christopher Nkunku · 27&rsquor; André Silva · 64&rsquor; André Silva · 77&rsquor;","1","0","Celtic","4-3-3",1,0.9,"Jota · 47&rsquor;","1","0","RB Leipzig","Home",990,3,3,0,0,16,6,1,0,778,19,6,9,2.3,2.3,2.1,28,3,574,680,84.4,44,529,28,8,2
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","RB Leipzig","4-2-3-1",3,2.2,"Christopher Nkunku · 27&rsquor; André Silva · 64&rsquor; André Silva · 77&rsquor;","1","0","Celtic","4-3-3",1,0.9,"Jota · 47&rsquor;","1","0","Celtic","Away",990,1,1,0,0,12,5,1,0,602,13,13,13,0.9,0.9,0.9,19,2,396,476,83.2,42,366,9,14,5
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Chelsea","3-4-3",3,1.1,"Wesley Fofana · 24&rsquor; Pierre-Emerick Aubameyang · 56&rsquor; Reece James · 62&rsquor;","2","0","Milan","4-2-3-1",0,0.4,"","3","0","Chelsea","Home",990,3,3,0,0,10,6,2,0,664,15,11,16,1.1,1.1,1.1,17,5,450,547,82.3,31,394,11,19,10
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Chelsea","3-4-3",3,1.1,"Wesley Fofana · 24&rsquor; Pierre-Emerick Aubameyang · 56&rsquor; Reece James · 62&rsquor;","2","0","Milan","4-2-3-1",0,0.4,"","3","0","Milan","Away",990,0,0,0,0,4,1,3,0,630,16,8,12,0.4,0.4,0.3,7,0,416,522,79.7,25,431,13,20,8
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Benfica","4-2-3-1",1,1.4,"Danilo Pereira (OG) · 41&rsquor;","2","0","Paris Saint-Germain","3-4-3",1,1,"Lionel Messi · 22&rsquor;","3","0","Benfica","Home",990,0,0,0,0,8,6,2,0,534,22,13,17,1.4,1.4,0.9,13,0,331,408,81.1,22,366,14,19,9
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Benfica","4-2-3-1",1,1.4,"Danilo Pereira (OG) · 41&rsquor;","2","0","Paris Saint-Germain","3-4-3",1,1,"Lionel Messi · 22&rsquor;","3","0","Paris Saint-Germain","Away",990,1,1,0,0,15,7,3,0,834,15,8,5,1,1,0.6,26,2,638,740,86.2,64,668,26,28,16
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Manchester City","4-4-2",5,4.3,"Erling Haaland · 7&rsquor; Erling Haaland · 32&rsquor; Davit Khocholava (OG) · 39&rsquor; Riyad Mahrez (P) · 55&rsquor; Julián Álvarez · 76&rsquor;","0","0","FC Copenhagen","4-3-3",0,0.4,"","1","0","Manchester City","Home",990,4,3,1,1,29,15,0,0,985,11,3,5,4.4,3.6,2.1,55,7,818,889,92,74,670,40,19,9
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Manchester City","4-4-2",5,4.3,"Erling Haaland · 7&rsquor; Erling Haaland · 32&rsquor; Davit Khocholava (OG) · 39&rsquor; Riyad Mahrez (P) · 55&rsquor; Julián Álvarez · 76&rsquor;","0","0","FC Copenhagen","4-3-3",0,0.4,"","1","0","FC Copenhagen","Away",990,0,0,0,0,2,0,1,0,397,16,8,11,0.5,0.5,0.5,3,0,226,298,75.8,9,139,4,13,6
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Real Madrid","4-3-3",2,3.4,"Rodrygo · 13&rsquor; Vinicius Júnior · 28&rsquor;","0","0","Shakhtar Donetsk","4-1-4-1",1,0.8,"Oleksandr Zubkov · 39&rsquor;","2","0","Real Madrid","Home",990,2,1,0,0,36,13,0,0,838,15,5,10,3.5,3.5,2.8,63,4,653,728,89.7,61,537,26,31,16
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Real Madrid","4-3-3",2,3.4,"Rodrygo · 13&rsquor; Vinicius Júnior · 28&rsquor;","0","0","Shakhtar Donetsk","4-1-4-1",1,0.8,"Oleksandr Zubkov · 39&rsquor;","2","0","Shakhtar Donetsk","Away",990,1,1,0,0,11,3,2,0,629,17,17,12,0.8,0.8,0.6,22,2,431,506,85.2,26,398,22,16,2
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Juventus","4-3-3",3,2.3,"Adrien Rabiot · 35&rsquor; Dušan Vlahović · 50&rsquor; Adrien Rabiot · 83&rsquor;","1","0","Maccabi Haifa","5-3-2",1,2,"Dean David · 75&rsquor;","1","0","Juventus","Home",990,3,3,0,0,16,7,1,0,644,19,7,19,2.4,2.4,2.3,29,6,445,540,82.4,36,342,28,15,8
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Juventus","4-3-3",3,2.3,"Adrien Rabiot · 35&rsquor; Dušan Vlahović · 50&rsquor; Adrien Rabiot · 83&rsquor;","1","0","Maccabi Haifa","5-3-2",1,2,"Dean David · 75&rsquor;","1","0","Maccabi Haifa","Away",990,1,1,0,0,20,4,1,0,629,12,6,8,2.1,2.1,2,38,2,428,516,82.9,42,420,17,17,6
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Sevilla","3-4-3",1,2,"Youssef En-Nesyri · 51&rsquor;","4","0","Dortmund","4-2-3-1",4,2.5,"Raphaël Guerreiro · 6&rsquor; Jude Bellingham · 41&rsquor; Karim Adeyemi · 43&rsquor; Julian Brandt · 75&rsquor;","1","0","Sevilla","Home",990,1,1,0,0,20,6,4,0,698,18,10,13,2.1,2.1,1.4,34,1,486,595,81.7,55,383,13,16,6
"UEFA Champions League","2022-10-05","UEFA Champions League (Group stage)","Sevilla","3-4-3",1,2,"Youssef En-Nesyri · 51&rsquor;","4","0","Dortmund","4-2-3-1",4,2.5,"Raphaël Guerreiro · 6&rsquor; Jude Bellingham · 41&rsquor; Karim Adeyemi · 43&rsquor; Julian Brandt · 75&rsquor;","1","0","Dortmund","Away",990,4,4,0,0,19,7,1,0,563,13,19,15,2.6,2.6,1.7,31,7,339,426,79.6,28,328,19,27,12
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","FC Copenhagen","3-4-3",0,0.3,"","2","0","Manchester City","4-2-3-1",0,1.6,"Sergio Gómez · 30&rsquor;","1","1","FC Copenhagen","Home",990,0,0,0,0,6,1,2,0,555,8,10,12,0.3,0.3,0.1,9,0,393,474,82.9,33,273,9,9,2
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","FC Copenhagen","3-4-3",0,0.3,"","2","0","Manchester City","4-2-3-1",0,1.6,"Sergio Gómez · 30&rsquor;","1","1","Manchester City","Away",929,0,0,0,1,13,3,1,1,763,11,4,7,1.7,0.9,0.6,22,0,597,677,88.2,30,505,27,8,3
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Maccabi Haifa","4-3-3",2,0.8,"Omer Atzili · 7&rsquor; Omer Atzili · 42&rsquor;","1","0","Juventus","4-4-2",0,0.5,"","2","0","Maccabi Haifa","Home",990,2,2,0,0,14,4,1,0,532,25,12,4,0.8,0.8,0.7,28,4,293,398,73.6,35,280,14,15,6
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Maccabi Haifa","4-3-3",2,0.8,"Omer Atzili · 7&rsquor; Omer Atzili · 42&rsquor;","1","0","Juventus","4-4-2",0,0.5,"","2","0","Juventus","Away",990,0,0,0,0,10,5,2,0,668,14,11,12,0.5,0.5,0.5,20,0,433,545,79.4,55,359,13,22,7
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Celtic","4-2-3-1",0,2,"","2","0","RB Leipzig","4-2-3-1",2,1.7,"Timo Werner · 75&rsquor; Emil Forsberg · 84&rsquor;","0","0","Celtic","Home",990,0,0,0,0,16,2,2,0,589,19,6,16,2,2,1.7,27,0,382,480,79.6,48,406,12,11,5
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Celtic","4-2-3-1",0,2,"","2","0","RB Leipzig","4-2-3-1",2,1.7,"Timo Werner · 75&rsquor; Emil Forsberg · 84&rsquor;","0","0","RB Leipzig","Away",990,2,2,0,0,13,5,0,0,769,17,5,13,1.7,1.7,1.5,25,4,565,657,86,58,599,20,23,13
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Paris Saint-Germain","3-4-3",1,1.2,"Kylian Mbappé (P) · 40&rsquor;","2","0","Benfica","4-2-3-1",1,1.2,"João Mário (P) · 62&rsquor;","5","0","Paris Saint-Germain","Home",990,1,0,1,1,6,2,2,0,748,13,4,7,1.2,0.4,0.3,13,2,578,659,87.7,55,605,24,31,11
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Paris Saint-Germain","3-4-3",1,1.2,"Kylian Mbappé (P) · 40&rsquor;","2","0","Benfica","4-2-3-1",1,1.2,"João Mário (P) · 62&rsquor;","5","0","Benfica","Away",990,1,0,1,1,6,0,5,0,514,29,15,10,1.2,0.4,0.4,14,2,334,413,80.9,35,369,12,13,6
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Milan","4-2-3-1",0,0.4,"Fikayo Tomori · 18&rsquor;","6","1","Chelsea","3-4-3",2,2.2,"Jorginho (P) · 21&rsquor; Pierre-Emerick Aubameyang · 34&rsquor;","3","0","Milan","Home",917,0,0,0,0,7,1,6,1,412,19,7,3,0.4,0.4,0.4,11,0,244,323,75.5,23,192,13,14,4
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Milan","4-2-3-1",0,0.4,"Fikayo Tomori · 18&rsquor;","6","1","Chelsea","3-4-3",2,2.2,"Jorginho (P) · 21&rsquor; Pierre-Emerick Aubameyang · 34&rsquor;","3","0","Chelsea","Away",990,2,1,1,1,14,3,3,0,836,14,9,9,2.2,1.4,1.3,29,4,672,735,91.4,54,662,22,15,3
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Dinamo Zagreb","3-1-4-2",1,0.9,"Robert Ljubicic · 40&rsquor;","1","0","Red Bull Salzburg","4-1-2-1-2",1,1.3,"Nicolas Seiwald · 12&rsquor;","2","0","Dinamo Zagreb","Home",990,1,0,0,0,14,3,1,0,632,18,14,9,0.9,0.9,0.7,28,2,391,518,75.5,48,425,26,15,7
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Dinamo Zagreb","3-1-4-2",1,0.9,"Robert Ljubicic · 40&rsquor;","1","0","Red Bull Salzburg","4-1-2-1-2",1,1.3,"Nicolas Seiwald · 12&rsquor;","2","0","Red Bull Salzburg","Away",990,1,0,0,0,15,3,2,0,536,22,7,13,1.3,1.3,0.9,27,2,285,418,68.2,32,328,21,17,9
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Dortmund","4-2-3-1",1,0.4,"Jude Bellingham · 35&rsquor;","1","0","Sevilla","3-4-3",1,0.8,"Tanguy Nianzou · 18&rsquor;","3","0","Dortmund","Home",990,1,1,0,0,7,3,1,0,673,13,11,13,0.4,0.4,0.4,13,2,479,573,83.6,43,436,17,14,3
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Dortmund","4-2-3-1",1,0.4,"Jude Bellingham · 35&rsquor;","1","0","Sevilla","3-4-3",1,0.8,"Tanguy Nianzou · 18&rsquor;","3","0","Sevilla","Away",990,1,1,0,0,9,2,3,0,625,17,8,9,0.8,0.8,0.8,15,2,435,539,80.7,34,334,17,14,8
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Shakhtar Donetsk","4-1-4-1",1,0.5,"Oleksandr Zubkov · 46&rsquor;","2","0","Real Madrid","4-2-3-1",1,1.1,"Antonio Rüdiger · 90+5&rsquor;","2","0","Shakhtar Donetsk","Home",990,1,1,0,0,11,2,2,0,611,24,9,7,0.5,0.5,0.4,19,2,410,491,83.5,27,361,22,15,5
"UEFA Champions League","2022-10-11","UEFA Champions League (Group stage)","Shakhtar Donetsk","4-1-4-1",1,0.5,"Oleksandr Zubkov · 46&rsquor;","2","0","Real Madrid","4-2-3-1",1,1.1,"Antonio Rüdiger · 90+5&rsquor;","2","0","Real Madrid","Away",990,1,1,0,0,17,5,2,0,809,24,12,12,1.1,1.1,0.9,29,2,601,686,87.6,75,501,26,17,4
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Atlético Madrid","5-3-2",0,2.3,"","2","0","Club Brugge","4-4-2",0,0.6,"Kamal Sowah · 82&rsquor;","6","1","Atlético Madrid","Home",990,0,0,0,0,21,9,2,0,800,22,7,7,2.4,2.4,1.5,38,0,586,704,83.2,59,604,18,12,5
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Atlético Madrid","5-3-2",0,2.3,"","2","0","Club Brugge","4-4-2",0,0.6,"Kamal Sowah · 82&rsquor;","6","1","Club Brugge","Away",981,0,0,0,0,5,1,5,1,517,15,5,11,0.6,0.6,0.5,10,0,290,376,77.1,26,319,13,13,1
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Napoli","4-3-3",4,3.2,"Hirving Lozano · 4&rsquor; Giacomo Raspadori · 16&rsquor; Khvicha Kvaratskhelia (P) · 62&rsquor; Victor Osimhen · 90&rsquor;","3","0","Ajax","4-3-3",2,1.6,"Davy Klaassen · 49&rsquor; Steven Bergwijn (P) · 83&rsquor;","6","0","Napoli","Home",990,4,2,1,1,12,4,3,0,573,13,6,9,3.2,2.5,1.4,21,6,399,469,85.1,34,351,24,22,7
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Napoli","4-3-3",4,3.2,"Hirving Lozano · 4&rsquor; Giacomo Raspadori · 16&rsquor; Khvicha Kvaratskhelia (P) · 62&rsquor; Victor Osimhen · 90&rsquor;","3","0","Ajax","4-3-3",2,1.6,"Davy Klaassen · 49&rsquor; Steven Bergwijn (P) · 83&rsquor;","6","0","Ajax","Away",990,2,1,1,1,12,2,6,0,666,13,6,7,1.6,0.8,0.6,23,4,497,574,86.6,39,493,11,17,4
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Rangers","4-2-3-1",1,0.5,"Scott Arfield · 17&rsquor;","0","0","Liverpool","4-4-2",7,2.2,"Roberto Firmino · 24&rsquor; Roberto Firmino · 55&rsquor; Darwin Núñez · 66&rsquor; Mohamed Salah · 76&rsquor; Mohamed Salah · 80&rsquor; Mohamed Salah · 81&rsquor; Harvey Elliott · 87&rsquor;","1","0","Rangers","Home",990,1,1,0,0,7,2,0,0,537,13,10,16,0.6,0.6,0.5,9,2,313,451,69.4,16,289,13,9,3
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Rangers","4-2-3-1",1,0.5,"Scott Arfield · 17&rsquor;","0","0","Liverpool","4-4-2",7,2.2,"Roberto Firmino · 24&rsquor; Roberto Firmino · 55&rsquor; Darwin Núñez · 66&rsquor; Mohamed Salah · 76&rsquor; Mohamed Salah · 80&rsquor; Mohamed Salah · 81&rsquor; Harvey Elliott · 87&rsquor;","1","0","Liverpool","Away",990,7,6,0,0,20,9,1,0,695,9,6,12,2.2,2.2,2,36,12,458,586,78.2,31,341,21,21,10
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Sporting CP","3-4-3",0,0.3,"Ricardo Esgaio · 19&rsquor; Pedro Gonçalves · 61&rsquor;","8","2","Marseille","3-4-3",2,2.8,"Mattéo Guendouzi (P) · 20&rsquor; Alexis Sánchez · 30&rsquor;","2","0","Sporting CP","Home",888,0,0,0,0,4,2,6,2,409,19,6,13,0.3,0.3,0.1,6,0,244,317,77,6,264,6,14,4
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Sporting CP","3-4-3",0,0.3,"Ricardo Esgaio · 19&rsquor; Pedro Gonçalves · 61&rsquor;","8","2","Marseille","3-4-3",2,2.8,"Mattéo Guendouzi (P) · 20&rsquor; Alexis Sánchez · 30&rsquor;","2","0","Marseille","Away",990,2,1,1,1,15,4,2,0,764,22,12,6,2.8,2,1.6,31,3,601,675,89,54,634,15,13,6
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Tottenham Hotspur","3-4-3",3,3,"Son Heung-min · 20&rsquor; Harry Kane (P) · 28&rsquor; Son Heung-min · 36&rsquor;","3","0","Eintracht Frankfurt","3-4-3",2,1.2,"Daichi Kamada · 14&rsquor; Tuta · 60&rsquor; Faride Alidou · 87&rsquor;","5","1","Tottenham Hotspur","Home",990,3,2,1,2,9,7,3,0,623,15,14,4,3,1.4,1.3,19,6,436,528,82.6,38,372,16,15,7
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Tottenham Hotspur","3-4-3",3,3,"Son Heung-min · 20&rsquor; Harry Kane (P) · 28&rsquor; Son Heung-min · 36&rsquor;","3","0","Eintracht Frankfurt","3-4-3",2,1.2,"Daichi Kamada · 14&rsquor; Tuta · 60&rsquor; Faride Alidou · 87&rsquor;","5","1","Eintracht Frankfurt","Away",959,2,2,0,0,11,6,4,1,586,11,7,9,1.3,1.3,1.2,18,3,399,500,79.8,24,405,18,10,2
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Barcelona","4-3-3",3,2.2,"Ousmane Dembélé · 40&rsquor; Robert Lewandowski · 82&rsquor; Robert Lewandowski · 90+2&rsquor;","2","0","Internazionale","3-5-2",3,2,"Nicolò Barella · 50&rsquor; Lautaro Martínez · 63&rsquor; Robin Gosens · 89&rsquor; Simone Inzaghi · 90+7&rsquor;","3","0","Barcelona","Home",990,3,1,0,0,25,10,2,0,698,12,15,14,2.2,2.2,1.8,47,6,459,575,79.8,66,424,39,19,8
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Barcelona","4-3-3",3,2.2,"Ousmane Dembélé · 40&rsquor; Robert Lewandowski · 82&rsquor; Robert Lewandowski · 90+2&rsquor;","2","0","Internazionale","3-5-2",3,2,"Nicolò Barella · 50&rsquor; Lautaro Martínez · 63&rsquor; Robin Gosens · 89&rsquor; Simone Inzaghi · 90+7&rsquor;","3","0","Internazionale","Away",990,3,3,0,0,11,8,3,0,495,15,7,17,2,2,2,17,6,240,362,66.3,25,244,10,13,6
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Viktoria Plzeň","4-2-3-1",2,1.2,"Adam Vlkanova · 62&rsquor; Jan Kliment · 75&rsquor;","1","0","Bayern Munich","4-2-3-1",4,3,"Sadio Mané · 10&rsquor; Thomas Müller · 14&rsquor; Leon Goretzka · 25&rsquor; Leon Goretzka · 35&rsquor;","2","0","Viktoria Plzeň","Home",990,2,2,0,0,15,6,1,0,457,18,9,6,1.2,1.2,1,21,4,253,348,72.7,24,197,9,9,1
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Viktoria Plzeň","4-2-3-1",2,1.2,"Adam Vlkanova · 62&rsquor; Jan Kliment · 75&rsquor;","1","0","Bayern Munich","4-2-3-1",4,3,"Sadio Mané · 10&rsquor; Thomas Müller · 14&rsquor; Leon Goretzka · 25&rsquor; Leon Goretzka · 35&rsquor;","2","0","Bayern Munich","Away",990,4,4,0,0,15,8,2,0,823,16,9,12,3,3,2.5,26,8,626,716,87.4,64,542,32,14,5
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Bayer Leverkusen","4-2-3-1",0,2.2,"","3","0","Porto","4-4-2",3,1.8,"Galeno · 6&rsquor; Mehdi Taremi (P) · 53&rsquor; Mehdi Taremi (P) · 64&rsquor;","2","0","Bayer Leverkusen","Home",990,0,0,0,1,16,3,3,0,762,18,6,10,2.4,1.6,1.4,32,0,568,663,85.7,59,402,27,24,13
"UEFA Champions League","2022-10-12","UEFA Champions League (Group stage)","Bayer Leverkusen","4-2-3-1",0,2.2,"","3","0","Porto","4-4-2",3,1.8,"Galeno · 6&rsquor; Mehdi Taremi (P) · 53&rsquor; Mehdi Taremi (P) · 64&rsquor;","2","0","Porto","Away",990,3,1,2,2,3,1,2,0,501,24,11,12,1.8,0.3,0.2,9,6,280,369,75.9,10,255,13,18,4
